cell,target,n,d,arm,order,alpha,seed,success,acl,max_chain,qubits,time
P4 n35 d0.5,P4,35,0.5,cuthill/a0,cuthill,0.0,9,True,3.8857142857142857,5,136,0.1486
P4 n35 d0.5,P4,35,0.5,cuthill/a1,cuthill,1.0,9,True,4.0,6,140,0.201
P4 n40 d0.4,P4,40,0.4,stock/a0,stock,0.0,0,True,4.2,6,168,0.1593
P4 n40 d0.4,P4,40,0.4,stock/a1,stock,1.0,0,True,4.375,6,175,0.2523
P4 n40 d0.4,P4,40,0.4,cuthill/a0,cuthill,0.0,0,True,4.475,7,179,0.0826
P4 n40 d0.4,P4,40,0.4,cuthill/a1,cuthill,1.0,0,True,4.5,6,180,0.1268
P4 n40 d0.4,P4,40,0.4,stock/a0,stock,0.0,1,True,4.2,6,168,0.1279
P4 n40 d0.4,P4,40,0.4,stock/a1,stock,1.0,1,True,4.275,6,171,0.1319
P4 n40 d0.4,P4,40,0.4,cuthill/a0,cuthill,0.0,1,True,4.15,6,166,0.1775
P4 n40 d0.4,P4,40,0.4,cuthill/a1,cuthill,1.0,1,True,4.325,6,173,0.1662
P4 n40 d0.4,P4,40,0.4,stock/a0,stock,0.0,2,True,4.45,6,178,0.1028
P4 n40 d0.4,P4,40,0.4,stock/a1,stock,1.0,2,True,4.15,6,166,0.1501
P4 n40 d0.4,P4,40,0.4,cuthill/a0,cuthill,0.0,2,True,4.425,8,177,0.064
P4 n40 d0.4,P4,40,0.4,cuthill/a1,cuthill,1.0,2,True,4.375,6,175,0.1133
P4 n40 d0.4,P4,40,0.4,stock/a0,stock,0.0,3,True,4.4,6,176,0.1429
P4 n40 d0.4,P4,40,0.4,stock/a1,stock,1.0,3,True,4.525,6,181,0.2
P4 n40 d0.4,P4,40,0.4,cuthill/a0,cuthill,0.0,3,True,4.2,6,168,0.182
P4 n40 d0.4,P4,40,0.4,cuthill/a1,cuthill,1.0,3,True,4.3,6,172,0.1447
P4 n40 d0.4,P4,40,0.4,stock/a0,stock,0.0,4,True,4.4,7,176,0.0973
P4 n40 d0.4,P4,40,0.4,stock/a1,stock,1.0,4,True,4.225,6,169,0.1804
P4 n40 d0.4,P4,40,0.4,cuthill/a0,cuthill,0.0,4,True,4.3,6,172,0.1986
P4 n40 d0.4,P4,40,0.4,cuthill/a1,cuthill,1.0,4,True,4.35,7,174,0.0791
P4 n40 d0.4,P4,40,0.4,stock/a0,stock,0.0,5,True,4.15,5,166,0.2017
P4 n40 d0.4,P4,40,0.4,stock/a1,stock,1.0,5,True,4.35,6,174,0.1013
P4 n40 d0.4,P4,40,0.4,cuthill/a0,cuthill,0.0,5,True,4.225,6,169,0.1357
P4 n40 d0.4,P4,40,0.4,cuthill/a1,cuthill,1.0,5,True,4.625,7,185,0.1533
P4 n40 d0.4,P4,40,0.4,stock/a0,stock,0.0,6,True,4.325,6,173,0.1432
P4 n40 d0.4,P4,40,0.4,stock/a1,stock,1.0,6,True,4.4,6,176,0.2127
P4 n40 d0.4,P4,40,0.4,cuthill/a0,cuthill,0.0,6,True,4.25,6,170,0.1083
P4 n40 d0.4,P4,40,0.4,cuthill/a1,cuthill,1.0,6,True,4.25,6,170,0.195
P4 n40 d0.4,P4,40,0.4,stock/a0,stock,0.0,7,True,4.425,6,177,0.1193
P4 n40 d0.4,P4,40,0.4,stock/a1,stock,1.0,7,True,4.15,5,166,0.2984
P4 n40 d0.4,P4,40,0.4,cuthill/a0,cuthill,0.0,7,True,4.225,6,169,0.1514
P4 n40 d0.4,P4,40,0.4,cuthill/a1,cuthill,1.0,7,True,4.15,6,166,0.1439
P4 n40 d0.4,P4,40,0.4,stock/a0,stock,0.0,8,True,4.375,6,175,0.0605
P4 n40 d0.4,P4,40,0.4,stock/a1,stock,1.0,8,True,4.375,6,175,0.0605
P4 n40 d0.4,P4,40,0.4,cuthill/a0,cuthill,0.0,8,True,4.4,6,176,0.1146
P4 n40 d0.4,P4,40,0.4,cuthill/a1,cuthill,1.0,8,True,4.275,6,171,0.1786
P4 n40 d0.4,P4,40,0.4,stock/a0,stock,0.0,9,True,4.275,6,171,0.1563
P4 n40 d0.4,P4,40,0.4,stock/a1,stock,1.0,9,True,4.275,6,171,0.1566
P4 n40 d0.4,P4,40,0.4,cuthill/a0,cuthill,0.0,9,True,4.2,7,168,0.141
P4 n40 d0.4,P4,40,0.4,cuthill/a1,cuthill,1.0,9,True,4.15,7,166,0.1394
P4 n40 d0.5,P4,40,0.5,stock/a0,stock,0.0,0,True,5.125,7,205,0.3262
P4 n40 d0.5,P4,40,0.5,stock/a1,stock,1.0,0,True,4.775,7,191,0.236
P4 n40 d0.5,P4,40,0.5,cuthill/a0,cuthill,0.0,0,True,4.875,6,195,0.1142
P4 n40 d0.5,P4,40,0.5,cuthill/a1,cuthill,1.0,0,True,4.725,7,189,0.2264
P4 n40 d0.5,P4,40,0.5,stock/a0,stock,0.0,1,True,4.725,6,189,0.1799
P4 n40 d0.5,P4,40,0.5,stock/a1,stock,1.0,1,True,4.525,6,181,0.399
P4 n40 d0.5,P4,40,0.5,cuthill/a0,cuthill,0.0,1,True,5.05,9,202,0.1106
P4 n40 d0.5,P4,40,0.5,cuthill/a1,cuthill,1.0,1,True,4.9,9,196,0.2017
P4 n40 d0.5,P4,40,0.5,stock/a0,stock,0.0,2,True,4.75,7,190,0.4494
P4 n40 d0.5,P4,40,0.5,stock/a1,stock,1.0,2,True,4.425,6,177,0.6707
P4 n40 d0.5,P4,40,0.5,cuthill/a0,cuthill,0.0,2,True,4.4,6,176,0.2377
P4 n40 d0.5,P4,40,0.5,cuthill/a1,cuthill,1.0,2,True,4.65,7,186,0.2901
P4 n40 d0.5,P4,40,0.5,stock/a0,stock,0.0,3,True,4.825,7,193,0.2813
P4 n40 d0.5,P4,40,0.5,stock/a1,stock,1.0,3,True,5.0,9,200,0.3214
P4 n40 d0.5,P4,40,0.5,cuthill/a0,cuthill,0.0,3,True,4.9,8,196,0.1114
P4 n40 d0.5,P4,40,0.5,cuthill/a1,cuthill,1.0,3,True,4.825,7,193,0.1688
P4 n40 d0.5,P4,40,0.5,stock/a0,stock,0.0,4,True,4.8,7,192,0.267
P4 n40 d0.5,P4,40,0.5,stock/a1,stock,1.0,4,True,4.625,7,185,0.5318
P4 n40 d0.5,P4,40,0.5,cuthill/a0,cuthill,0.0,4,True,4.7,7,188,0.2088
P4 n40 d0.5,P4,40,0.5,cuthill/a1,cuthill,1.0,4,True,4.325,6,173,0.2354
P4 n40 d0.5,P4,40,0.5,stock/a0,stock,0.0,5,True,4.8,7,192,0.4732
P4 n40 d0.5,P4,40,0.5,stock/a1,stock,1.0,5,True,4.375,6,175,0.3791
P4 n40 d0.5,P4,40,0.5,cuthill/a0,cuthill,0.0,5,True,4.55,7,182,0.0977
P4 n40 d0.5,P4,40,0.5,cuthill/a1,cuthill,1.0,5,True,5.175,9,207,0.2499
P4 n40 d0.5,P4,40,0.5,stock/a0,stock,0.0,6,True,4.75,8,190,0.1269
P4 n40 d0.5,P4,40,0.5,stock/a1,stock,1.0,6,True,4.775,8,191,0.2141
P4 n40 d0.5,P4,40,0.5,cuthill/a0,cuthill,0.0,6,True,4.675,7,187,0.3092
P4 n40 d0.5,P4,40,0.5,cuthill/a1,cuthill,1.0,6,True,4.8,7,192,0.2793
P4 n40 d0.5,P4,40,0.5,stock/a0,stock,0.0,7,True,4.95,8,198,0.0587
P4 n40 d0.5,P4,40,0.5,stock/a1,stock,1.0,7,True,4.725,7,189,0.0981
P4 n40 d0.5,P4,40,0.5,cuthill/a0,cuthill,0.0,7,True,4.675,8,187,0.0987
P4 n40 d0.5,P4,40,0.5,cuthill/a1,cuthill,1.0,7,True,4.775,9,191,0.072
P4 n40 d0.5,P4,40,0.5,stock/a0,stock,0.0,8,True,4.95,7,198,0.2399
P4 n40 d0.5,P4,40,0.5,stock/a1,stock,1.0,8,True,4.675,7,187,0.3861
P4 n40 d0.5,P4,40,0.5,cuthill/a0,cuthill,0.0,8,True,4.9,8,196,0.0924
P4 n40 d0.5,P4,40,0.5,cuthill/a1,cuthill,1.0,8,True,4.45,7,178,0.206
P4 n40 d0.5,P4,40,0.5,stock/a0,stock,0.0,9,True,4.775,7,191,0.1309
P4 n40 d0.5,P4,40,0.5,stock/a1,stock,1.0,9,True,4.55,8,182,0.474
P4 n40 d0.5,P4,40,0.5,cuthill/a0,cuthill,0.0,9,True,4.85,8,194,0.0801
P4 n40 d0.5,P4,40,0.5,cuthill/a1,cuthill,1.0,9,True,4.55,7,182,0.0981
P4 n45 d0.4,P4,45,0.4,stock/a0,stock,0.0,0,False,,,,1.3098
P4 n45 d0.4,P4,45,0.4,stock/a1,stock,1.0,0,False,,,,1.832
P4 n45 d0.4,P4,45,0.4,cuthill/a0,cuthill,0.0,0,False,,,,1.5819
P4 n45 d0.4,P4,45,0.4,cuthill/a1,cuthill,1.0,0,False,,,,1.9952
P4 n45 d0.4,P4,45,0.4,stock/a0,stock,0.0,1,False,,,,1.3951
P4 n45 d0.4,P4,45,0.4,stock/a1,stock,1.0,1,False,,,,2.444
P4 n45 d0.4,P4,45,0.4,cuthill/a0,cuthill,0.0,1,False,,,,1.63
P4 n45 d0.4,P4,45,0.4,cuthill/a1,cuthill,1.0,1,False,,,,2.0962
P4 n45 d0.4,P4,45,0.4,stock/a0,stock,0.0,2,False,,,,1.8235
P4 n45 d0.4,P4,45,0.4,stock/a1,stock,1.0,2,False,,,,1.9004
P4 n45 d0.4,P4,45,0.4,cuthill/a0,cuthill,0.0,2,False,,,,1.992
P4 n45 d0.4,P4,45,0.4,cuthill/a1,cuthill,1.0,2,False,,,,1.865
P4 n45 d0.4,P4,45,0.4,stock/a0,stock,0.0,3,False,,,,1.5013
P4 n45 d0.4,P4,45,0.4,stock/a1,stock,1.0,3,False,,,,1.4793
P4 n45 d0.4,P4,45,0.4,cuthill/a0,cuthill,0.0,3,False,,,,1.499
P4 n45 d0.4,P4,45,0.4,cuthill/a1,cuthill,1.0,3,False,,,,2.0896
P4 n45 d0.4,P4,45,0.4,stock/a0,stock,0.0,4,False,,,,1.5489
P4 n45 d0.4,P4,45,0.4,stock/a1,stock,1.0,4,False,,,,2.3103
P4 n45 d0.4,P4,45,0.4,cuthill/a0,cuthill,0.0,4,False,,,,1.6658
P4 n45 d0.4,P4,45,0.4,cuthill/a1,cuthill,1.0,4,False,,,,2.2323
P4 n45 d0.4,P4,45,0.4,stock/a0,stock,0.0,5,False,,,,1.3388
P4 n45 d0.4,P4,45,0.4,stock/a1,stock,1.0,5,False,,,,1.7083
P4 n45 d0.4,P4,45,0.4,cuthill/a0,cuthill,0.0,5,False,,,,1.8958
P4 n45 d0.4,P4,45,0.4,cuthill/a1,cuthill,1.0,5,False,,,,2.0162
P4 n45 d0.4,P4,45,0.4,stock/a0,stock,0.0,6,False,,,,1.6628
P4 n45 d0.4,P4,45,0.4,stock/a1,stock,1.0,6,False,,,,1.6099
P4 n45 d0.4,P4,45,0.4,cuthill/a0,cuthill,0.0,6,False,,,,1.5047
P4 n45 d0.4,P4,45,0.4,cuthill/a1,cuthill,1.0,6,False,,,,2.2855
P4 n45 d0.4,P4,45,0.4,stock/a0,stock,0.0,7,False,,,,1.7317
P4 n45 d0.4,P4,45,0.4,stock/a1,stock,1.0,7,False,,,,1.7469
P4 n45 d0.4,P4,45,0.4,cuthill/a0,cuthill,0.0,7,False,,,,1.6951
P4 n45 d0.4,P4,45,0.4,cuthill/a1,cuthill,1.0,7,False,,,,1.7659
P4 n45 d0.4,P4,45,0.4,stock/a0,stock,0.0,8,False,,,,1.6438
P4 n45 d0.4,P4,45,0.4,stock/a1,stock,1.0,8,False,,,,1.6771
P4 n45 d0.4,P4,45,0.4,cuthill/a0,cuthill,0.0,8,False,,,,1.7419
P4 n45 d0.4,P4,45,0.4,cuthill/a1,cuthill,1.0,8,False,,,,1.7472
P4 n45 d0.4,P4,45,0.4,stock/a0,stock,0.0,9,False,,,,1.5117
P4 n45 d0.4,P4,45,0.4,stock/a1,stock,1.0,9,False,,,,1.3533
P4 n45 d0.4,P4,45,0.4,cuthill/a0,cuthill,0.0,9,False,,,,1.6243
P4 n45 d0.4,P4,45,0.4,cuthill/a1,cuthill,1.0,9,False,,,,1.8576
P4 n45 d0.5,P4,45,0.5,stock/a0,stock,0.0,0,False,,,,1.5977
P4 n45 d0.5,P4,45,0.5,stock/a1,stock,1.0,0,False,,,,1.4134
P4 n45 d0.5,P4,45,0.5,cuthill/a0,cuthill,0.0,0,False,,,,1.5544
P4 n45 d0.5,P4,45,0.5,cuthill/a1,cuthill,1.0,0,False,,,,2.0311
P4 n45 d0.5,P4,45,0.5,stock/a0,stock,0.0,1,False,,,,1.3965
P4 n45 d0.5,P4,45,0.5,stock/a1,stock,1.0,1,False,,,,1.4643
P4 n45 d0.5,P4,45,0.5,cuthill/a0,cuthill,0.0,1,False,,,,1.6985
P4 n45 d0.5,P4,45,0.5,cuthill/a1,cuthill,1.0,1,False,,,,2.2294
P4 n45 d0.5,P4,45,0.5,stock/a0,stock,0.0,2,False,,,,1.3352
P4 n45 d0.5,P4,45,0.5,stock/a1,stock,1.0,2,False,,,,1.7036
P4 n45 d0.5,P4,45,0.5,cuthill/a0,cuthill,0.0,2,False,,,,1.4359
P4 n45 d0.5,P4,45,0.5,cuthill/a1,cuthill,1.0,2,False,,,,1.8442
P4 n45 d0.5,P4,45,0.5,stock/a0,stock,0.0,3,False,,,,1.4942
P4 n45 d0.5,P4,45,0.5,stock/a1,stock,1.0,3,False,,,,1.616
P4 n45 d0.5,P4,45,0.5,cuthill/a0,cuthill,0.0,3,False,,,,1.8284
P4 n45 d0.5,P4,45,0.5,cuthill/a1,cuthill,1.0,3,False,,,,1.8265
P4 n45 d0.5,P4,45,0.5,stock/a0,stock,0.0,4,False,,,,1.7075
P4 n45 d0.5,P4,45,0.5,stock/a1,stock,1.0,4,False,,,,1.3694
P4 n45 d0.5,P4,45,0.5,cuthill/a0,cuthill,0.0,4,False,,,,1.779
P4 n45 d0.5,P4,45,0.5,cuthill/a1,cuthill,1.0,4,False,,,,1.6621
P4 n45 d0.5,P4,45,0.5,stock/a0,stock,0.0,5,False,,,,1.3516
P4 n45 d0.5,P4,45,0.5,stock/a1,stock,1.0,5,False,,,,1.3877
P4 n45 d0.5,P4,45,0.5,cuthill/a0,cuthill,0.0,5,False,,,,1.6182
P4 n45 d0.5,P4,45,0.5,cuthill/a1,cuthill,1.0,5,False,,,,1.8833
P4 n45 d0.5,P4,45,0.5,stock/a0,stock,0.0,6,False,,,,1.3866
P4 n45 d0.5,P4,45,0.5,stock/a1,stock,1.0,6,False,,,,1.3741
P4 n45 d0.5,P4,45,0.5,cuthill/a0,cuthill,0.0,6,False,,,,1.5894
P4 n45 d0.5,P4,45,0.5,cuthill/a1,cuthill,1.0,6,False,,,,1.8309
P4 n45 d0.5,P4,45,0.5,stock/a0,stock,0.0,7,False,,,,1.6485
P4 n45 d0.5,P4,45,0.5,stock/a1,stock,1.0,7,False,,,,1.8985
P4 n45 d0.5,P4,45,0.5,cuthill/a0,cuthill,0.0,7,False,,,,1.5349
P4 n45 d0.5,P4,45,0.5,cuthill/a1,cuthill,1.0,7,False,,,,1.808
P4 n45 d0.5,P4,45,0.5,stock/a0,stock,0.0,8,False,,,,1.344
P4 n45 d0.5,P4,45,0.5,stock/a1,stock,1.0,8,False,,,,1.6268
P4 n45 d0.5,P4,45,0.5,cuthill/a0,cuthill,0.0,8,False,,,,1.5293
P4 n45 d0.5,P4,45,0.5,cuthill/a1,cuthill,1.0,8,False,,,,1.5782
P4 n45 d0.5,P4,45,0.5,stock/a0,stock,0.0,9,False,,,,1.6303
P4 n45 d0.5,P4,45,0.5,stock/a1,stock,1.0,9,False,,,,1.7799
P4 n45 d0.5,P4,45,0.5,cuthill/a0,cuthill,0.0,9,False,,,,1.7021
P4 n45 d0.5,P4,45,0.5,cuthill/a1,cuthill,1.0,9,False,,,,1.9905
P4 n40 d0.4,P4,40,0.4,stock/a0.25,stock,0.25,0,True,4.325,6,173,0.1215
P4 n40 d0.4,P4,40,0.4,stock/a4.0,stock,4.0,0,True,4.55,7,182,0.2523
P4 n40 d0.4,P4,40,0.4,stock/a0.25,stock,0.25,1,True,4.375,6,175,0.2228
P4 n40 d0.4,P4,40,0.4,stock/a4.0,stock,4.0,1,True,4.3,6,172,0.2717
P4 n40 d0.4,P4,40,0.4,stock/a0.25,stock,0.25,2,True,4.275,7,171,0.0941
P4 n40 d0.4,P4,40,0.4,stock/a4.0,stock,4.0,2,True,4.45,6,178,0.1655
P4 n40 d0.4,P4,40,0.4,stock/a0.25,stock,0.25,3,True,4.05,6,162,0.1604
P4 n40 d0.4,P4,40,0.4,stock/a4.0,stock,4.0,3,True,4.15,6,166,0.3156
P4 n40 d0.4,P4,40,0.4,stock/a0.25,stock,0.25,4,True,4.425,6,177,0.0772
P4 n40 d0.4,P4,40,0.4,stock/a4.0,stock,4.0,4,True,4.425,6,177,0.3674
P4 n40 d0.4,P4,40,0.4,stock/a0.25,stock,0.25,5,True,4.05,6,162,0.2019
P4 n40 d0.4,P4,40,0.4,stock/a4.0,stock,4.0,5,True,4.4,7,176,0.2254
P4 n40 d0.4,P4,40,0.4,stock/a0.25,stock,0.25,6,True,4.175,6,167,0.1567
P4 n40 d0.4,P4,40,0.4,stock/a4.0,stock,4.0,6,True,4.425,7,177,0.1748
P4 n40 d0.4,P4,40,0.4,stock/a0.25,stock,0.25,7,True,4.65,7,186,0.0715
P4 n40 d0.4,P4,40,0.4,stock/a4.0,stock,4.0,7,True,4.4,6,176,0.2395
P4 n40 d0.4,P4,40,0.4,stock/a0.25,stock,0.25,8,True,4.375,6,175,0.0608
P4 n40 d0.4,P4,40,0.4,stock/a4.0,stock,4.0,8,True,4.375,6,175,0.0608
P4 n40 d0.4,P4,40,0.4,stock/a0.25,stock,0.25,9,True,4.275,6,171,0.1571
P4 n40 d0.4,P4,40,0.4,stock/a4.0,stock,4.0,9,True,4.275,6,171,0.1568
P4 n40 d0.5,P4,40,0.5,stock/a0.25,stock,0.25,0,True,4.5,6,180,0.2785
P4 n40 d0.5,P4,40,0.5,stock/a4.0,stock,4.0,0,True,5.05,8,202,0.371
P4 n40 d0.5,P4,40,0.5,stock/a0.25,stock,0.25,1,True,5.0,8,200,0.2074
P4 n40 d0.5,P4,40,0.5,stock/a4.0,stock,4.0,1,True,4.55,7,182,0.322
P4 n40 d0.5,P4,40,0.5,stock/a0.25,stock,0.25,2,True,4.45,6,178,0.2111
P4 n40 d0.5,P4,40,0.5,stock/a4.0,stock,4.0,2,True,4.775,7,191,0.4337
P4 n40 d0.5,P4,40,0.5,stock/a0.25,stock,0.25,3,True,4.4,6,176,0.6503
P4 n40 d0.5,P4,40,0.5,stock/a4.0,stock,4.0,3,True,4.675,7,187,0.508
P4 n40 d0.5,P4,40,0.5,stock/a0.25,stock,0.25,4,True,4.625,6,185,0.238
P4 n40 d0.5,P4,40,0.5,stock/a4.0,stock,4.0,4,True,4.875,7,195,0.4549
P4 n40 d0.5,P4,40,0.5,stock/a0.25,stock,0.25,5,True,5.275,9,211,0.2104
P4 n40 d0.5,P4,40,0.5,stock/a4.0,stock,4.0,5,True,4.8,7,192,0.3921
P4 n40 d0.5,P4,40,0.5,stock/a0.25,stock,0.25,6,True,4.625,6,185,0.3854
P4 n40 d0.5,P4,40,0.5,stock/a4.0,stock,4.0,6,True,4.75,7,190,0.4892
P4 n40 d0.5,P4,40,0.5,stock/a0.25,stock,0.25,7,True,4.725,7,189,0.0976
P4 n40 d0.5,P4,40,0.5,stock/a4.0,stock,4.0,7,True,4.725,7,189,0.0979
P4 n40 d0.5,P4,40,0.5,stock/a0.25,stock,0.25,8,True,4.45,6,178,0.1973
P4 n40 d0.5,P4,40,0.5,stock/a4.0,stock,4.0,8,True,4.4,6,176,0.4816
P4 n40 d0.5,P4,40,0.5,stock/a0.25,stock,0.25,9,True,5.0,7,200,0.4037
P4 n40 d0.5,P4,40,0.5,stock/a4.0,stock,4.0,9,True,4.975,7,199,0.3786
P4 n45 d0.4,P4,45,0.4,stock/a0.25,stock,0.25,0,False,,,,2.2016
P4 n45 d0.4,P4,45,0.4,stock/a4.0,stock,4.0,0,False,,,,2.0271
P4 n45 d0.4,P4,45,0.4,stock/a0.25,stock,0.25,1,False,,,,1.5879
P4 n45 d0.4,P4,45,0.4,stock/a4.0,stock,4.0,1,False,,,,1.8848
P4 n45 d0.4,P4,45,0.4,stock/a0.25,stock,0.25,2,False,,,,1.4969
P4 n45 d0.4,P4,45,0.4,stock/a4.0,stock,4.0,2,False,,,,1.7817
P4 n45 d0.4,P4,45,0.4,stock/a0.25,stock,0.25,3,False,,,,1.9568
P4 n45 d0.4,P4,45,0.4,stock/a4.0,stock,4.0,3,False,,,,1.5949
P4 n45 d0.4,P4,45,0.4,stock/a0.25,stock,0.25,4,False,,,,1.8028
P4 n45 d0.4,P4,45,0.4,stock/a4.0,stock,4.0,4,False,,,,2.0316
P4 n45 d0.4,P4,45,0.4,stock/a0.25,stock,0.25,5,False,,,,2.241
P4 n45 d0.4,P4,45,0.4,stock/a4.0,stock,4.0,5,False,,,,1.9952
P4 n45 d0.4,P4,45,0.4,stock/a0.25,stock,0.25,6,False,,,,1.9198
P4 n45 d0.4,P4,45,0.4,stock/a4.0,stock,4.0,6,False,,,,1.5749
P4 n45 d0.4,P4,45,0.4,stock/a0.25,stock,0.25,7,False,,,,2.1512
P4 n45 d0.4,P4,45,0.4,stock/a4.0,stock,4.0,7,False,,,,1.7827
P4 n45 d0.4,P4,45,0.4,stock/a0.25,stock,0.25,8,False,,,,1.9722
P4 n45 d0.4,P4,45,0.4,stock/a4.0,stock,4.0,8,False,,,,1.7551
P4 n45 d0.4,P4,45,0.4,stock/a0.25,stock,0.25,9,False,,,,2.0273
P4 n45 d0.4,P4,45,0.4,stock/a4.0,stock,4.0,9,False,,,,1.5494
P4 n45 d0.5,P4,45,0.5,stock/a0.25,stock,0.25,0,False,,,,1.6979
P4 n45 d0.5,P4,45,0.5,stock/a4.0,stock,4.0,0,False,,,,1.4633
P4 n45 d0.5,P4,45,0.5,stock/a0.25,stock,0.25,1,False,,,,1.8104
P4 n45 d0.5,P4,45,0.5,stock/a4.0,stock,4.0,1,False,,,,2.1292
P4 n45 d0.5,P4,45,0.5,stock/a0.25,stock,0.25,2,False,,,,1.8829
P4 n45 d0.5,P4,45,0.5,stock/a4.0,stock,4.0,2,False,,,,1.6897
P4 n45 d0.5,P4,45,0.5,stock/a0.25,stock,0.25,3,False,,,,1.9167
P4 n45 d0.5,P4,45,0.5,stock/a4.0,stock,4.0,3,False,,,,1.7043
P4 n45 d0.5,P4,45,0.5,stock/a0.25,stock,0.25,4,False,,,,2.2945
P4 n45 d0.5,P4,45,0.5,stock/a4.0,stock,4.0,4,False,,,,2.0081
P4 n45 d0.5,P4,45,0.5,stock/a0.25,stock,0.25,5,False,,,,1.8278
P4 n45 d0.5,P4,45,0.5,stock/a4.0,stock,4.0,5,False,,,,1.838
P4 n45 d0.5,P4,45,0.5,stock/a0.25,stock,0.25,6,False,,,,1.5352
P4 n45 d0.5,P4,45,0.5,stock/a4.0,stock,4.0,6,False,,,,2.0396
P4 n45 d0.5,P4,45,0.5,stock/a0.25,stock,0.25,7,False,,,,1.6234
P4 n45 d0.5,P4,45,0.5,stock/a4.0,stock,4.0,7,False,,,,1.4831
P4 n45 d0.5,P4,45,0.5,stock/a0.25,stock,0.25,8,False,,,,1.5942
P4 n45 d0.5,P4,45,0.5,stock/a4.0,stock,4.0,8,False,,,,1.8917
P4 n45 d0.5,P4,45,0.5,stock/a0.25,stock,0.25,9,False,,,,1.6273
P4 n45 d0.5,P4,45,0.5,stock/a4.0,stock,4.0,9,False,,,,1.4623
