cell,fabric,gid,arm,seed,final_acl,max_chain,init_wall,arrange_wall,cl_acc,cl_rev,orient_acc,fold_tried,fold_acc,fold_rev,max_edge_span,mm_skipped,ball_acc,time
turan_n162,P16,2647,fold,1,7.654,8,0.02,7.41,3,107,0,3,0,3,14.0,,0,62.3
turan_n162,P16,2647,fold,2,7.654,8,0.12,7.25,3,107,0,3,0,3,14.0,,0,60.2
turan_n162,P16,2647,strain,0,7.654,8,0.03,7.3,4,108,0,4,0,4,14.0,,0,61.9
turan_n162,P16,2647,strain,1,7.654,8,0.08,7.38,4,108,0,4,0,4,14.0,,0,61.5
turan_n162,P16,2647,strain,2,7.654,8,0.13,7.45,4,108,0,4,0,4,14.0,,0,62.7
ws_n486,P16,17188,default,0,3.658,14,0.08,29.87,31,541,0,0,0,0,426.0,,0,60.0
ws_n486,P16,17188,default,1,3.7,13,0.07,29.78,23,570,0,0,0,0,22.0,,0,60.0
ws_n486,P16,17188,default,2,3.309,13,0.16,29.78,23,570,0,0,0,0,22.0,,0,60.0
ws_n486,P16,17188,orient,0,3.796,14,0.09,29.75,17,489,5,0,0,0,22.0,,0,60.0
ws_n486,P16,17188,orient,1,3.514,13,0.18,29.77,17,492,5,0,0,0,22.0,,0,60.0
ws_n486,P16,17188,orient,2,3.095,11,0.15,29.77,24,465,6,0,0,0,19.0,,0,60.0
ws_n486,P16,17188,fold,0,3.245,11,0.08,29.88,24,470,6,2,0,2,19.0,,0,60.0
ws_n486,P16,17188,fold,1,3.514,13,0.08,29.84,17,488,5,1,0,1,22.0,,0,60.0
ws_n486,P16,17188,fold,2,3.095,11,0.07,29.85,24,450,6,2,0,2,19.0,,0,60.0
ws_n486,P16,17188,strain,0,3.823,14,0.08,29.77,15,289,5,1,1,0,21.0,,0,60.0
ws_n486,P16,17188,strain,1,3.652,13,0.07,29.85,19,432,8,1,1,0,21.0,,0,60.0
ws_n486,P16,17188,strain,2,3.586,12,0.08,29.84,19,416,8,1,1,0,21.0,,0,60.0
