gid,n,e,tmpl_acl,prune_s,err
18975,36,144,2.361,0.0,
18976,178,534,9.258,0.22,
18977,36,144,3.333,0.0,
18978,36,144,3.361,0.0,
18979,36,144,3.361,0.0,
18980,36,144,3.139,0.0,
18981,36,144,3.139,0.0,
18983,36,144,3.111,0.0,
18984,36,144,3.306,0.0,
18985,36,144,3.306,0.0,
18986,36,144,3.389,0.0,
18987,36,144,3.389,0.0,
18988,36,144,3.278,0.0,
18989,36,144,3.278,0.0,
18990,36,144,3.194,0.0,
18991,36,144,3.194,0.0,
18992,36,144,3.361,0.0,
18993,36,144,3.361,0.0,
18994,36,144,3.389,0.0,
18995,36,144,3.389,0.0,
18997,36,144,3.194,0.0,
18999,36,144,3.361,0.0,
19001,36,144,3.278,0.0,
19002,36,144,3.333,0.0,
19003,36,144,3.333,0.0,
19004,36,144,3.306,0.0,
19005,36,144,3.306,0.0,
19006,36,216,2.806,0.0,
19007,36,216,2.806,0.0,
19009,36,216,2.806,0.0,
19011,36,216,2.806,0.0,
19013,36,216,3.639,0.0,
19014,36,216,3.667,0.0,
19015,36,216,3.667,0.0,
19016,36,216,3.556,0.0,
19017,36,216,3.556,0.0,
19018,36,216,3.444,0.0,
19019,36,216,3.444,0.0,
19020,36,216,3.556,0.0,
19021,36,216,3.556,0.0,
19022,36,216,3.528,0.0,
19023,36,216,3.528,0.0,
19025,36,216,3.472,0.0,
19026,36,216,3.639,0.0,
19027,36,216,3.639,0.0,
19028,36,216,3.5,0.0,
19029,36,216,3.5,0.0,
19031,36,216,3.389,0.0,
19032,36,216,3.667,0.0,
19033,36,216,3.667,0.0,
19034,36,216,3.5,0.0,
19035,36,216,3.5,0.0,
19036,36,216,3.528,0.0,
19037,36,216,3.528,0.0,
19039,36,216,3.556,0.0,
19040,36,216,3.556,0.0,
19041,36,216,3.556,0.0,
19042,38,76,1.553,0.0,
19043,38,76,1.553,0.0,
19044,38,76,1.553,0.0,
19046,38,76,2.158,0.0,
19048,38,76,2.421,0.0,
19050,38,76,1.974,0.0,
19051,38,76,2.526,0.0,
19052,38,76,2.526,0.0,
19054,38,76,2.579,0.0,
19056,38,76,2.5,0.0,
19058,38,76,2.579,0.0,
19059,38,76,2.526,0.0,
19060,38,76,2.526,0.0,
19061,38,76,2.816,0.0,
19062,38,76,2.816,0.0,
19064,38,76,2.711,0.0,
19065,38,76,2.763,0.0,
19066,38,76,2.763,0.0,
19067,38,76,2.316,0.0,
19068,38,76,2.316,0.0,
19069,38,76,2.868,0.0,
19070,38,76,2.868,0.0,
19072,38,76,2.632,0.0,
19074,38,76,2.553,0.0,
19075,38,114,2.132,0.0,
19076,38,114,2.132,0.0,
19077,38,114,2.132,0.0,
19078,38,114,2.132,0.0,
19079,38,114,2.132,0.0,
19080,38,114,2.132,0.0,
19081,38,114,3.026,0.0,
19082,38,114,3.026,0.0,
19084,38,114,3.0,0.0,
19086,38,114,2.947,0.0,
19087,38,114,2.974,0.0,
19088,38,114,2.974,0.0,
19089,38,114,3.079,0.0,
19090,38,114,3.079,0.0,
19091,38,114,3.026,0.0,
19092,38,114,3.026,0.0,
19094,38,114,3.184,0.0,
19095,38,114,3.105,0.0,
19096,38,114,3.105,0.0,
19097,38,114,3.263,0.0,
19098,38,114,3.263,0.0,
19099,38,114,2.974,0.0,
19100,38,114,2.974,0.0,
19102,38,114,3.132,0.0,
19104,38,114,3.132,0.0,
19106,38,114,3.211,0.0,
19107,38,114,3.184,0.0,
19108,38,114,3.184,0.0,
19109,38,114,3.053,0.0,
19110,38,114,3.053,0.0,
19111,10,30,1.9,0.0,
19112,38,190,2.605,0.0,
19113,38,190,2.605,0.0,
19114,38,190,2.605,0.0,
19115,38,190,2.605,0.0,
19116,38,190,2.605,0.0,
19117,38,190,3.605,0.0,
19118,38,190,3.605,0.0,
19119,14,42,2.071,0.0,
19120,38,190,3.474,0.0,
19121,16,48,1.938,0.0,
19122,38,190,3.474,0.0,
19123,38,190,3.605,0.0,
19124,38,190,3.605,0.0,
19125,18,54,2.167,0.0,
19126,38,190,3.605,0.0,
19127,20,60,2.25,0.0,
19128,38,190,3.526,0.0,
19129,22,66,2.409,0.0,
19130,38,190,3.368,0.0,
19131,38,190,3.579,0.0,
19132,38,190,3.579,0.0,
19133,38,190,3.605,0.0,
19134,38,190,3.605,0.0,
19135,38,190,3.526,0.0,
19136,38,190,3.526,0.0,
19137,26,78,2.5,0.0,
19138,38,190,3.474,0.0,
19139,28,84,2.786,0.0,
19140,38,190,3.526,0.0,
19141,38,190,3.474,0.0,
19142,38,190,3.474,0.0,
19143,30,90,2.867,0.0,
19144,38,190,3.526,0.0,
19145,32,96,2.781,0.0,
19146,38,190,3.447,0.0,
19147,38,380,3.526,0.0,
19148,38,380,3.526,0.0,
19149,36,108,3.056,0.0,
19150,38,380,3.526,0.0,
19151,38,114,3.184,0.0,
19152,38,380,3.526,0.0,
19153,42,126,3.333,0.0,
19154,38,380,3.842,0.0,
19155,38,380,3.816,0.0,
19156,38,380,3.816,0.0,
19157,38,380,3.763,0.0,
19158,38,380,3.763,0.0,
19159,50,150,3.82,0.0,
19160,38,380,3.816,0.0,
19161,38,380,3.737,0.0,
19162,38,380,3.737,0.0,
19163,38,380,3.816,0.0,
19164,38,380,3.816,0.0,
19165,38,380,3.816,0.0,
19166,38,380,3.816,0.0,
19167,58,174,3.948,0.01,
19168,38,380,3.868,0.0,
19169,64,192,4.172,0.01,
19170,38,380,3.789,0.0,
19171,70,210,4.729,0.01,
19172,38,380,3.763,0.0,
19173,38,380,3.816,0.0,
19174,38,380,3.816,0.0,
19175,38,380,3.789,0.0,
19176,38,380,3.789,0.0,
19177,38,380,3.868,0.0,
19178,38,380,3.868,0.0,
19179,82,246,5.146,0.01,
19180,38,380,3.658,0.0,
19181,38,380,3.789,0.0,
19182,38,380,3.789,0.0,
19183,40,80,1.575,0.0,
19184,40,80,1.575,0.0,
19185,40,80,1.575,0.0,
19186,40,80,2.425,0.0,
19187,40,80,2.425,0.0,
19188,106,318,6.274,0.03,
19189,40,80,2.275,0.0,
19190,40,80,1.875,0.0,
19191,40,80,1.875,0.0,
19192,126,378,7.071,0.04,
19193,40,80,2.575,0.0,
19194,40,80,2.475,0.0,
19195,40,80,2.475,0.0,
19196,40,80,2.625,0.0,
19197,40,80,2.625,0.0,
19198,40,80,2.625,0.0,
19199,40,80,2.625,0.0,
19200,150,450,7.84,0.11,
19201,40,80,2.725,0.0,
19202,164,492,8.518,0.15,
19203,40,80,2.65,0.0,
19204,178,534,9.258,0.2,
19205,40,80,2.75,0.0,
19206,40,80,2.9,0.0,
19207,40,80,2.9,0.0,
19208,40,80,2.75,0.0,
19209,40,80,2.75,0.0,
19211,40,80,2.9,0.0,
19212,40,80,2.55,0.0,
19213,40,80,2.55,0.0,
19214,40,80,2.75,0.0,
19215,40,80,2.75,0.0,
19216,40,160,2.325,0.0,
19217,40,160,2.325,0.0,
19219,40,160,2.325,0.0,
19221,40,160,2.325,0.0,
19223,40,160,3.4,0.0,
19224,40,160,3.325,0.0,
19225,40,160,3.325,0.0,
19226,40,160,3.375,0.0,
19227,40,160,3.375,0.0,
19229,40,160,3.375,0.0,
19231,40,160,3.45,0.0,
19233,40,160,3.375,0.0,
19235,40,160,3.45,0.0,
19236,40,160,3.55,0.0,
19237,40,160,3.55,0.0,
19238,40,160,3.325,0.0,
19239,40,160,3.325,0.0,
19240,40,160,3.525,0.0,
19241,40,160,3.525,0.0,
19243,40,160,3.425,0.0,
19245,40,160,3.575,0.0,
19247,40,160,3.4,0.0,
19248,40,160,3.225,0.0,
19249,40,160,3.225,0.0,
19251,40,160,3.4,0.0,
19252,40,200,2.575,0.0,
19253,40,200,2.575,0.0,
19255,40,200,2.575,0.0,
19257,40,200,2.575,0.0,
19259,40,200,3.5,0.0,
19261,40,200,3.6,0.0,
19263,40,200,3.65,0.0,
19265,40,200,3.6,0.0,
19266,40,200,3.625,0.0,
19267,40,200,3.625,0.0,
19268,40,200,3.65,0.0,
19269,40,200,3.65,0.0,
19271,40,200,3.525,0.0,
19272,40,200,3.625,0.0,
19273,40,200,3.625,0.0,
19274,40,200,3.525,0.0,
19275,40,200,3.525,0.0,
19277,40,200,3.525,0.0,
19278,40,200,3.5,0.0,
19279,40,200,3.5,0.0,
19281,40,200,3.7,0.0,
19283,40,200,3.575,0.0,
19284,40,200,3.6,0.0,
19285,40,200,3.6,0.0,
19286,40,200,3.5,0.0,
19287,40,200,3.5,0.0,
19289,40,240,2.725,0.0,
19290,40,240,2.725,0.0,
19291,40,240,2.725,0.0,
19292,40,240,2.725,0.0,
19293,40,240,2.725,0.0,
19294,40,240,3.8,0.0,
19295,40,240,3.8,0.0,
19297,40,240,3.7,0.0,
19299,40,240,3.575,0.0,
19300,40,240,3.725,0.0,
19301,40,240,3.725,0.0,
19303,40,240,3.7,0.0,
19305,40,240,3.725,0.0,
19306,40,240,3.65,0.0,
19307,40,240,3.65,0.0,
19309,40,240,3.625,0.0,
19311,40,240,3.6,0.0,
19312,40,240,3.675,0.0,
19313,40,240,3.675,0.0,
19315,40,240,3.525,0.0,
19317,40,240,3.725,0.0,
19319,40,240,3.75,0.0,
19321,40,240,3.6,0.0,
19323,40,240,3.675,0.0,
19325,40,400,3.5,0.0,
19326,40,400,3.5,0.0,
19327,40,400,3.5,0.0,
19328,40,400,3.5,0.0,
19329,40,400,3.5,0.0,
19330,40,400,3.825,0.0,
19331,40,400,3.825,0.0,
19333,40,400,3.85,0.0,
19335,40,400,3.775,0.0,
19336,10,40,2.0,0.0,
19337,40,400,3.825,0.0,
19338,40,400,3.85,0.0,
19339,40,400,3.85,0.0,
19340,12,48,1.917,0.0,
19341,40,400,3.825,0.0,
19342,40,400,3.825,0.0,
19343,40,400,3.825,0.0,
19344,14,56,2.0,0.0,
19345,40,400,3.775,0.0,
19346,16,64,2.0,0.0,
19347,40,400,3.8,0.0,
19348,40,400,3.875,0.0,
19349,40,400,3.875,0.0,
19350,18,72,2.111,0.0,
19351,40,400,3.775,0.0,
19352,20,80,2.2,0.0,
19353,40,400,3.8,0.0,
19354,22,88,2.227,0.0,
19355,40,400,3.775,0.0,
19356,40,400,3.825,0.0,
19357,40,400,3.825,0.0,
19358,40,400,3.825,0.0,
19359,40,400,3.825,0.0,
19360,42,126,2.143,0.0,
19361,42,126,2.143,0.0,
19362,26,104,2.231,0.0,
19363,42,126,2.143,0.0,
19364,28,112,2.286,0.0,
19365,42,126,2.143,0.0,
19366,32,128,2.219,0.0,
19367,42,126,3.286,0.0,
19368,42,126,3.119,0.0,
19369,42,126,3.119,0.0,
19370,34,136,2.324,0.0,
19371,42,126,3.262,0.0,
19372,42,126,3.19,0.0,
19373,42,126,3.19,0.0,
19374,36,144,2.361,0.0,
19375,42,126,3.262,0.0,
19376,40,160,2.325,0.0,
19377,42,126,3.405,0.0,
19378,44,176,2.386,0.0,
19379,42,126,3.429,0.0,
19380,42,126,3.405,0.0,
19381,42,126,3.405,0.0,
19382,42,126,3.405,0.0,
19383,42,126,3.405,0.0,
19384,42,126,3.262,0.0,
19385,42,126,3.262,0.0,
19386,52,208,2.423,0.0,
19387,42,126,3.19,0.0,
19388,56,224,2.393,0.0,
19389,42,126,3.214,0.0,
19390,42,126,3.333,0.0,
19391,42,126,3.333,0.0,
19392,62,248,2.435,0.01,
19393,42,126,3.333,0.0,
19394,68,272,2.456,0.01,
19395,42,126,3.381,0.0,
19396,44,88,1.614,0.0,
19397,44,88,1.614,0.0,
19398,44,88,1.614,0.0,
19399,44,88,2.455,0.0,
19400,44,88,2.455,0.0,
19401,80,320,2.425,0.01,
19402,44,88,2.295,0.0,
19403,86,344,2.477,0.01,
19404,44,88,2.318,0.0,
19405,94,376,2.479,0.02,
19406,44,88,3.0,0.0,
19407,94,376,2.479,0.02,
19408,44,88,2.886,0.0,
19409,44,88,2.818,0.0,
19410,44,88,2.818,0.0,
19411,112,448,2.464,0.02,
19412,44,88,2.932,0.0,
19413,44,88,2.864,0.0,
19414,44,88,2.864,0.0,
19415,44,88,2.75,0.0,
19416,44,88,2.75,0.0,
19417,134,536,2.507,0.03,
19418,44,88,3.0,0.0,
19419,134,536,2.507,0.03,
19420,44,88,2.977,0.0,
19421,146,584,2.507,0.05,
19422,44,88,2.841,0.0,
19423,158,632,2.513,0.06,
19424,44,88,3.136,0.0,
19425,44,88,2.886,0.0,
19426,44,88,2.886,0.0,
19427,44,88,2.886,0.0,
19428,44,88,2.886,0.0,
19429,44,176,2.386,0.0,
19430,44,176,2.386,0.0,
19432,44,176,2.386,0.0,
19434,44,176,2.386,0.0,
19436,44,176,3.568,0.0,
19437,44,176,3.659,0.0,
19438,44,176,3.659,0.0,
19440,44,176,3.5,0.0,
19442,44,176,3.432,0.0,
19443,44,176,3.727,0.0,
19444,44,176,3.727,0.0,
19445,44,176,3.75,0.0,
19446,44,176,3.75,0.0,
19447,44,176,3.75,0.0,
19448,44,176,3.75,0.0,
19449,44,176,3.727,0.0,
19450,44,176,3.727,0.0,
19451,44,176,3.727,0.0,
19452,44,176,3.727,0.0,
19454,44,176,3.795,0.0,
19455,44,176,3.614,0.0,
19456,44,176,3.614,0.0,
19457,44,176,3.705,0.0,
19458,44,176,3.705,0.0,
19460,44,176,3.659,0.0,
19461,44,176,3.568,0.0,
19462,44,176,3.568,0.0,
19463,44,176,3.636,0.0,
19464,44,176,3.636,0.0,
19465,44,220,2.659,0.0,
19466,44,220,2.659,0.0,
19468,44,220,2.659,0.0,
19470,44,220,2.659,0.0,
19472,44,220,4.068,0.0,
19473,44,220,3.864,0.0,
19474,44,220,3.864,0.0,
19475,44,220,3.727,0.0,
19476,44,220,3.727,0.0,
19478,44,220,3.864,0.0,
19479,44,220,3.864,0.0,
19480,44,220,3.864,0.0,
19482,44,220,3.909,0.0,
19484,44,220,3.977,0.0,
19485,44,220,3.841,0.0,
19486,44,220,3.841,0.0,
19487,44,220,3.841,0.0,
19488,44,220,3.841,0.0,
19489,44,220,4.068,0.0,
19490,44,220,4.068,0.0,
19492,44,220,3.886,0.0,
19494,44,220,3.909,0.0,
19496,44,220,3.932,0.0,
19497,44,220,3.75,0.0,
19498,44,220,3.75,0.0,
19499,44,220,4.0,0.0,
19500,44,220,4.0,0.0,
19501,44,264,2.841,0.0,
19502,44,264,2.841,0.0,
19504,44,264,2.841,0.0,
19506,44,264,2.841,0.0,
19508,44,264,4.068,0.0,
19509,44,264,4.023,0.0,
19510,44,264,4.023,0.0,
19511,44,264,3.932,0.0,
19512,44,264,3.932,0.0,
19514,44,264,4.0,0.01,
19515,44,264,3.977,0.0,
19516,44,264,3.977,0.0,
19517,44,264,4.045,0.01,
19518,44,264,4.045,0.01,
19519,44,264,3.977,0.01,
19520,44,264,3.977,0.01,
19522,44,264,3.773,0.01,
19524,44,264,4.0,0.0,
19526,44,264,4.023,0.0,
19527,44,264,3.977,0.0,
19528,44,264,3.977,0.0,
19529,44,264,4.114,0.0,
19530,44,264,4.114,0.0,
19531,44,264,3.955,0.0,
19532,44,264,3.955,0.0,
19534,44,264,3.955,0.0,
19536,44,264,3.977,0.0,
19538,44,440,3.727,0.0,
19539,44,440,3.727,0.0,
19540,44,440,3.727,0.0,
19542,44,440,3.727,0.0,
19544,44,440,4.318,0.0,
19545,44,440,4.227,0.0,
19546,44,440,4.227,0.0,
19547,44,440,4.364,0.01,
19548,44,440,4.364,0.01,
19550,44,440,4.182,0.0,
19551,44,440,4.182,0.0,
19552,44,440,4.182,0.0,
19553,44,440,4.182,0.0,
19554,44,440,4.182,0.0,
19555,44,440,4.205,0.0,
19556,44,440,4.205,0.0,
19558,44,440,4.205,0.0,
19559,10,40,2.0,0.0,
19560,44,440,4.25,0.0,
19561,12,48,2.167,0.0,
19562,44,440,4.25,0.0,
19563,44,440,4.205,0.0,
19564,44,440,4.205,0.0,
19565,44,440,4.205,0.0,
19566,44,440,4.205,0.0,
19567,44,440,4.227,0.0,
19568,44,440,4.227,0.0,
19569,16,64,2.125,0.0,
19570,44,440,4.273,0.0,
19571,18,72,2.389,0.0,
19572,44,440,4.25,0.0,
19573,46,138,2.152,0.0,
19574,46,138,2.152,0.0,
19575,20,80,2.6,0.0,
19576,46,138,2.152,0.0,
19577,22,88,2.5,0.0,
19578,46,138,2.152,0.0,
19579,46,138,3.152,0.0,
19580,46,138,3.152,0.0,
19581,24,96,2.5,0.0,
19582,46,138,3.348,0.0,
19583,26,104,2.615,0.0,
19584,46,138,3.478,0.0,
19585,28,112,2.893,0.0,
19586,46,138,3.457,0.0,
19587,46,138,3.63,0.0,
19588,46,138,3.63,0.0,
19589,32,128,3.062,0.0,
19590,46,138,3.457,0.0,
19591,34,136,3.176,0.0,
19592,46,138,3.457,0.0,
19593,46,138,3.435,0.0,
19594,46,138,3.435,0.0,
19595,46,138,3.457,0.0,
19596,46,138,3.457,0.0,
19597,46,138,3.652,0.0,
19598,46,138,3.652,0.0,
19599,46,138,3.587,0.01,
19600,46,138,3.587,0.01,
19601,46,138,3.348,0.0,
19602,46,138,3.348,0.0,
19603,46,138,3.652,0.01,
19604,46,138,3.652,0.0,
19605,48,192,3.604,0.0,
19606,46,138,3.478,0.0,
19607,52,208,4.25,0.0,
19608,46,138,3.565,0.0,
19609,48,96,1.562,0.0,
19610,48,96,1.562,0.0,
19611,48,96,1.562,0.0,
19612,62,248,4.355,0.01,
19613,48,96,2.354,0.0,
19614,48,96,2.625,0.0,
19615,48,96,2.625,0.0,
19616,48,96,2.688,0.0,
19617,48,96,2.688,0.0,
19618,74,296,5.095,0.01,
19619,48,96,2.938,0.0,
19620,48,96,2.979,0.0,
19621,48,96,2.979,0.0,
19622,48,96,2.854,0.0,
19623,48,96,2.854,0.0,
19624,48,96,3.146,0.0,
19625,48,96,3.146,0.0,
19626,86,344,5.558,0.02,
19627,48,96,3.021,0.0,
19628,94,376,5.968,0.02,
19629,48,96,2.875,0.0,
19630,48,96,3.188,0.0,
19631,48,96,3.188,0.0,
19632,102,408,6.431,0.02,
19633,48,96,3.167,0.0,
19634,112,448,6.875,0.04,
19635,48,96,3.042,0.0,
19636,122,488,7.0,0.05,
19637,48,96,3.0,0.0,
19638,48,96,3.104,0.0,
19639,48,96,3.104,0.0,
19640,48,96,3.021,0.0,
19641,48,96,3.021,0.0,
19642,48,192,2.333,0.0,
19643,48,192,2.333,0.0,
19644,146,584,8.034,0.06,
19645,48,192,2.333,0.0,
19646,158,632,8.848,0.1,
19647,48,192,2.333,0.0,
19648,172,688,9.39,0.13,
19649,48,192,3.688,0.0,
19650,172,688,9.541,0.12,
19651,48,192,3.688,0.0,
19653,48,192,3.604,0.0,
19654,48,192,3.833,0.0,
19655,48,192,3.833,0.0,
19657,48,192,3.833,0.0,
19659,48,192,3.708,0.0,
19661,48,192,3.958,0.0,
19662,48,192,3.771,0.0,
19663,48,192,3.771,0.0,
19664,48,192,3.812,0.0,
19665,48,192,3.812,0.0,
19666,48,192,3.708,0.0,
19667,48,192,3.708,0.0,
19669,48,192,3.896,0.0,
19670,48,192,3.854,0.0,
19671,48,192,3.854,0.0,
19672,48,192,3.875,0.0,
19673,48,192,3.875,0.0,
19675,48,192,3.792,0.0,
19677,48,192,3.833,0.0,
19679,48,240,2.625,0.0,
19681,48,240,2.625,0.0,
19683,48,240,2.625,0.0,
19685,48,240,3.771,0.0,
19686,48,240,4.0,0.0,
19687,48,240,4.0,0.0,
19688,48,240,3.771,0.0,
19689,48,240,3.771,0.0,
19690,48,240,3.854,0.0,
19691,48,240,3.854,0.0,
19693,48,240,4.021,0.0,
19695,48,240,3.917,0.0,
19696,48,240,3.958,0.0,
19697,48,240,3.958,0.01,
19699,48,240,4.062,0.01,
19700,48,240,4.083,0.01,
19701,48,240,4.083,0.01,
19703,48,240,3.938,0.01,
19704,48,240,3.958,0.01,
19705,48,240,3.958,0.01,
19706,48,240,4.062,0.01,
19707,48,240,4.062,0.0,
19708,48,240,4.0,0.0,
19709,48,240,4.0,0.0,
19711,48,240,4.125,0.0,
19713,48,240,4.146,0.0,
19714,48,288,2.771,0.0,
19715,48,288,2.771,0.0,
19717,48,288,2.771,0.0,
19719,48,288,2.771,0.0,
19720,48,288,4.021,0.0,
19721,48,288,4.021,0.0,
19723,48,288,4.042,0.0,
19725,48,288,4.125,0.0,
19727,48,288,4.146,0.0,
19728,48,288,4.104,0.0,
19729,48,288,4.104,0.0,
19730,48,288,4.083,0.0,
19731,48,288,4.083,0.0,
19733,48,288,4.083,0.0,
19734,48,288,4.146,0.0,
19735,48,288,4.146,0.0,
19736,48,288,4.208,0.0,
19737,48,288,4.208,0.0,
19739,48,288,4.104,0.0,
19741,48,288,3.938,0.0,
19743,48,288,4.042,0.0,
19745,48,288,4.146,0.0,
19746,48,288,4.167,0.0,
19747,48,288,4.167,0.0,
19748,48,288,4.188,0.0,
19749,48,288,4.188,0.0,
19750,48,480,3.667,0.01,
19751,48,480,3.667,0.01,
19753,48,480,3.667,0.01,
19755,48,480,3.667,0.01,
19757,48,480,4.333,0.0,
19758,48,480,4.333,0.0,
19759,48,480,4.333,0.0,
19761,48,480,4.292,0.0,
19763,48,480,4.292,0.0,
19764,48,480,4.375,0.0,
19765,48,480,4.375,0.0,
19766,48,480,4.333,0.0,
19767,48,480,4.333,0.0,
19769,48,480,4.292,0.0,
19770,48,480,4.333,0.0,
19771,48,480,4.333,0.0,
19772,48,480,4.354,0.0,
19773,48,480,4.354,0.01,
19775,48,480,4.375,0.0,
19776,48,480,4.229,0.01,
19777,48,480,4.229,0.01,
19778,48,480,4.354,0.01,
19779,48,480,4.354,0.0,
19780,10,40,2.0,0.0,
19781,48,480,4.312,0.0,
19782,48,480,4.312,0.01,
19783,48,480,4.312,0.01,
19784,48,480,4.25,0.01,
19785,48,480,4.25,0.01,
19786,50,150,2.16,0.0,
19787,50,150,2.16,0.0,
19788,14,56,2.143,0.0,
19789,50,150,2.16,0.0,
19790,50,150,2.16,0.0,
19791,50,150,2.16,0.0,
19792,50,150,3.46,0.0,
19793,50,150,3.46,0.0,
19794,18,72,2.444,0.0,
19795,50,150,3.56,0.0,
19796,20,80,2.35,0.0,
19797,50,150,3.5,0.0,
19798,50,150,3.68,0.0,
19799,50,150,3.68,0.0,
19800,50,150,3.74,0.0,
19801,50,150,3.74,0.0,
19802,50,150,3.54,0.0,
19803,50,150,3.54,0.0,
19804,50,150,3.78,0.0,
19805,50,150,3.78,0.0,
19806,26,104,2.769,0.0,
19807,50,150,3.76,0.0,
19808,28,112,2.786,0.0,
19809,50,150,3.84,0.0,
19810,50,150,3.7,0.0,
19811,50,150,3.7,0.0,
19812,32,128,3.031,0.0,
19813,50,150,3.66,0.0,
19814,34,136,3.265,0.0,
19815,50,150,3.66,0.0,
19816,36,144,3.111,0.0,
19817,50,150,3.82,0.0,
19818,50,150,3.78,0.0,
19819,50,150,3.78,0.0,
19820,50,150,3.4,0.0,
19821,50,150,3.4,0.0,
19822,52,104,1.596,0.0,
19823,52,104,1.596,0.0,
19824,52,104,1.596,0.0,
19825,52,104,2.404,0.0,
19826,52,104,2.404,0.0,
19827,48,192,3.708,0.0,
19828,52,104,2.673,0.0,
19829,52,104,2.846,0.0,
19830,52,104,2.846,0.0,
19831,56,224,4.071,0.0,
19832,52,104,3.192,0.0,
19833,52,104,2.885,0.0,
19834,52,104,2.885,0.0,
19835,52,104,2.981,0.0,
19836,52,104,2.981,0.0,
19837,68,272,4.779,0.01,
19838,52,104,3.173,0.0,
19839,68,272,4.912,0.01,
19840,52,104,3.173,0.0,
19841,74,296,5.189,0.01,
19842,52,104,2.981,0.0,
19843,52,104,3.0,0.0,
19844,52,104,3.0,0.0,
19845,80,320,5.525,0.01,
19846,52,104,3.192,0.0,
19847,86,344,5.674,0.02,
19848,52,104,3.192,0.0,
19849,94,376,5.947,0.02,
19850,52,104,3.173,0.0,
19851,52,104,3.385,0.0,
19852,52,104,3.385,0.0,
19853,52,104,3.231,0.0,
19854,52,104,3.231,0.0,
19855,52,208,2.423,0.0,
19856,52,208,2.423,0.0,
19857,112,448,6.786,0.03,
19858,52,208,2.423,0.0,
19859,52,208,2.423,0.0,
19860,52,208,2.423,0.0,
19861,52,208,4.269,0.0,
19862,52,208,4.269,0.0,
19863,134,536,7.948,0.06,
19864,52,208,4.25,0.0,
19865,146,584,8.562,0.07,
19866,52,208,3.904,0.0,
19867,52,208,3.923,0.01,
19868,52,208,3.923,0.0,
19869,158,632,9.0,0.1,
19870,52,208,4.115,0.0,
19871,52,208,4.096,0.0,
19872,52,208,4.096,0.0,
19874,52,208,4.173,0.0,
19875,52,208,4.0,0.0,
19876,52,208,4.0,0.0,
19877,52,208,4.173,0.0,
19878,52,208,4.173,0.0,
19879,52,208,4.058,0.0,
19880,52,208,4.058,0.0,
19882,52,208,4.019,0.0,
19884,52,208,4.096,0.0,
19886,52,208,4.173,0.0,
19888,52,208,4.096,0.0,
19890,52,208,4.154,0.0,
19892,52,260,2.692,0.0,
19893,52,260,2.692,0.01,
19894,52,260,2.692,0.01,
19895,52,260,2.692,0.01,
19896,52,260,2.692,0.01,
19897,52,260,4.308,0.01,
19898,52,260,4.308,0.01,
19900,52,260,4.308,0.01,
19902,52,260,4.288,0.01,
19903,52,260,4.346,0.01,
19904,52,260,4.346,0.01,
19906,52,260,4.173,0.01,
19908,52,260,4.346,0.0,
19910,52,260,4.231,0.01,
19911,52,260,4.173,0.0,
19912,52,260,4.173,0.0,
19913,52,260,4.192,0.0,
19914,52,260,4.192,0.0,
19915,52,260,4.25,0.0,
19916,52,260,4.25,0.0,
19918,52,260,4.25,0.0,
19920,52,260,4.404,0.0,
19922,52,260,4.135,0.0,
19923,52,260,4.154,0.01,
19924,52,260,4.154,0.01,
19925,52,260,4.231,0.0,
19926,52,260,4.231,0.0,
19927,52,312,2.865,0.0,
19928,52,312,2.865,0.0,
19930,52,312,2.865,0.0,
19932,52,312,2.865,0.0,
19934,52,312,4.346,0.0,
19935,52,312,4.596,0.0,
19936,52,312,4.596,0.0,
19937,52,312,4.423,0.0,
19938,52,312,4.423,0.0,
19939,52,312,4.404,0.0,
19940,52,312,4.404,0.0,
19942,52,312,4.519,0.0,
19944,52,312,4.577,0.0,
19946,52,312,4.327,0.0,
19947,52,312,4.385,0.0,
19948,52,312,4.385,0.0,
19949,52,312,4.192,0.01,
19950,52,312,4.192,0.01,
19951,52,312,4.385,0.0,
19952,52,312,4.385,0.0,
19954,52,312,4.442,0.0,
19956,52,312,4.462,0.0,
19958,52,312,4.577,0.01,
19959,52,312,4.385,0.01,
19960,52,312,4.385,0.01,
19961,52,312,4.385,0.01,
19962,52,312,4.385,0.01,
19963,52,520,3.846,0.01,
19964,52,520,3.846,0.01,
19966,52,520,3.846,0.01,
19968,52,520,3.846,0.01,
19970,52,520,4.712,0.0,
19971,52,520,4.673,0.01,
19972,52,520,4.673,0.01,
19973,52,520,4.692,0.0,
19974,52,520,4.692,0.0,
19976,52,520,4.712,0.0,
19977,52,520,4.712,0.01,
19978,52,520,4.712,0.01,
19980,52,520,4.731,0.0,
19982,52,520,4.615,0.01,
19983,52,520,4.635,0.01,
19984,52,520,4.635,0.0,
19985,52,520,4.808,0.0,
19986,52,520,4.808,0.01,
19987,52,520,4.769,0.01,
19988,52,520,4.769,0.01,
19990,52,520,4.673,0.01,
19992,52,520,4.654,0.0,
19994,52,520,4.692,0.0,
19995,52,520,4.654,0.01,
19996,52,520,4.654,0.01,
19997,52,520,4.731,0.0,
19998,52,520,4.731,0.0,
20000,54,162,2.167,0.0,
20001,54,162,2.167,0.0,
20002,54,162,2.167,0.0,
20003,54,162,2.167,0.0,
20004,54,162,2.167,0.0,
20005,54,162,3.741,0.0,
20006,54,162,3.741,0.0,
20007,54,162,3.463,0.01,
