gid,n,e,tmpl_acl,prune_s,err
12946,18,90,2.556,0.0,
12948,18,90,2.556,0.0,
12950,18,90,2.556,0.0,
12952,18,108,2.722,0.0,
12953,18,108,2.722,0.0,
12954,18,108,2.722,0.0,
12955,18,108,2.556,0.0,
12956,18,108,2.556,0.0,
12957,18,135,2.722,0.0,
12958,18,135,2.722,0.0,
12959,18,135,2.722,0.0,
12960,18,135,2.722,0.0,
12961,18,135,2.722,0.0,
12962,18,135,2.722,0.0,
12963,20,30,1.75,0.0,
12964,20,30,2.0,0.0,
12965,20,30,1.85,0.0,
12966,20,40,2.0,0.0,
12967,20,40,2.0,0.0,
12968,20,40,2.2,0.0,
12969,20,40,2.2,0.0,
12970,20,40,1.9,0.0,
12971,20,40,1.9,0.0,
12972,20,50,2.5,0.0,
12973,20,50,2.5,0.0,
12975,20,50,2.45,0.0,
12977,20,50,2.3,0.0,
12978,6,12,1.333,0.0,
12979,20,60,2.4,0.0,
12980,20,60,2.5,0.0,
12981,20,60,2.5,0.0,
12982,20,60,2.4,0.0,
12983,20,60,2.4,0.0,
12984,20,80,2.6,0.0,
12985,20,80,2.6,0.0,
12986,10,20,1.7,0.0,
12987,20,80,2.65,0.0,
12988,20,80,2.65,0.0,
12989,20,80,2.65,0.0,
12990,14,28,1.857,0.0,
12991,20,100,2.65,0.0,
12992,20,100,2.65,0.0,
12993,20,100,2.65,0.0,
12994,20,100,2.65,0.0,
12995,20,100,2.65,0.0,
12996,20,120,2.75,0.0,
12997,20,120,2.75,0.0,
12998,18,36,2.0,0.0,
12999,20,120,2.8,0.0,
13000,20,40,2.2,0.0,
13001,20,120,2.8,0.0,
13002,20,150,2.8,0.0,
13003,20,150,2.8,0.0,
13004,22,44,2.318,0.0,
13005,20,150,2.8,0.0,
13006,24,48,2.292,0.0,
13007,20,150,2.8,0.0,
13008,22,33,2.091,0.0,
13009,22,33,1.909,0.0,
13010,22,33,2.227,0.0,
13011,28,56,2.643,0.0,
13012,22,44,2.318,0.0,
13013,28,56,2.75,0.0,
13014,22,44,2.227,0.0,
13015,22,44,2.318,0.0,
13016,22,44,2.318,0.0,
13017,34,68,2.706,0.0,
13018,22,55,2.364,0.0,
13019,34,68,2.441,0.0,
13020,22,55,2.409,0.0,
13021,38,76,2.868,0.0,
13022,22,55,2.455,0.0,
13023,40,80,2.95,0.0,
13024,22,66,2.545,0.0,
13025,40,80,3.075,0.0,
13026,22,66,2.364,0.0,
13027,22,66,2.364,0.0,
13028,22,66,2.364,0.0,
13029,48,96,3.167,0.0,
13030,22,88,2.455,0.0,
13031,48,96,3.208,0.0,
13032,22,88,2.682,0.0,
13033,22,88,2.636,0.0,
13034,22,88,2.636,0.0,
13035,56,112,3.607,0.0,
13036,22,110,2.773,0.0,
13037,22,110,2.682,0.0,
13038,22,110,2.682,0.0,
13039,62,124,3.774,0.01,
13040,22,110,2.636,0.0,
13041,22,132,2.727,0.0,
13042,22,132,2.727,0.0,
13043,68,136,4.044,0.01,
13044,22,132,2.727,0.0,
13045,74,148,4.068,0.01,
13046,22,132,2.636,0.0,
13047,80,160,4.625,0.01,
13048,22,165,2.773,0.0,
13049,80,160,4.588,0.01,
13050,22,165,2.818,0.0,
13051,22,165,2.818,0.0,
13052,22,165,2.818,0.0,
13053,96,192,5.062,0.02,
13054,22,220,2.818,0.0,
13055,22,220,2.818,0.0,
13056,22,220,2.818,0.0,
13057,22,220,2.818,0.0,
13058,22,220,2.818,0.0,
13059,24,36,2.167,0.0,
13060,24,36,1.958,0.0,
13061,24,36,1.917,0.0,
13062,24,48,2.25,0.0,
13063,24,48,2.25,0.0,
13064,122,244,6.18,0.04,
13065,24,48,2.292,0.0,
13066,134,268,6.813,0.05,
13067,24,48,2.167,0.0,
13068,24,60,2.417,0.0,
13069,24,60,2.417,0.0,
13070,146,292,6.808,0.07,
13071,24,60,2.417,0.0,
13072,160,320,7.494,0.07,
13073,24,60,2.333,0.0,
13074,24,72,2.583,0.0,
13075,24,72,2.583,0.0,
13076,174,348,8.057,0.12,
13077,24,72,2.458,0.0,
13078,24,72,2.292,0.0,
13079,24,72,2.292,0.0,
13080,24,96,2.75,0.0,
13081,24,96,2.75,0.0,
13083,24,96,2.75,0.0,
13085,24,96,2.667,0.0,
13086,24,120,2.708,0.0,
13087,24,120,2.708,0.0,
13089,24,120,2.75,0.0,
13090,24,120,2.833,0.0,
13091,24,120,2.833,0.0,
13092,24,144,2.792,0.0,
13093,24,144,2.792,0.0,
13095,24,144,2.667,0.0,
13097,24,144,2.792,0.0,
13098,24,180,2.833,0.0,
13099,24,180,2.833,0.0,
13101,24,180,2.75,0.0,
13103,24,180,2.75,0.0,
13105,24,240,2.833,0.0,
13106,24,240,2.792,0.0,
13107,24,240,2.792,0.0,
13108,24,240,2.833,0.0,
13109,24,240,2.833,0.0,
13110,26,39,2.154,0.0,
13111,26,39,2.308,0.0,
13112,26,39,2.231,0.0,
13114,26,52,2.577,0.0,
13115,26,52,2.346,0.0,
13116,26,52,2.346,0.0,
13118,26,52,2.192,0.0,
13119,26,65,2.692,0.0,
13120,26,65,2.692,0.0,
13122,26,65,2.769,0.0,
13124,26,65,2.462,0.0,
13126,26,78,2.731,0.0,
13127,26,78,2.808,0.0,
13128,26,78,2.808,0.0,
13129,26,78,2.846,0.0,
13130,26,78,2.846,0.0,
13132,26,104,3.0,0.0,
13133,26,104,3.0,0.0,
13134,26,104,3.0,0.0,
13135,26,104,2.769,0.0,
13136,26,104,2.769,0.0,
13138,26,130,3.077,0.0,
13140,26,130,3.077,0.0,
13142,26,130,3.0,0.0,
13143,26,156,3.077,0.0,
13144,26,156,3.077,0.0,
13146,26,156,3.115,0.0,
13148,26,156,3.154,0.0,
13150,26,195,3.231,0.0,
13151,26,195,3.154,0.0,
13152,26,195,3.154,0.0,
13153,26,195,3.231,0.0,
13154,26,195,3.231,0.0,
13156,26,260,3.269,0.0,
13157,26,260,3.231,0.0,
13158,26,260,3.231,0.0,
13160,26,260,3.308,0.0,
13161,28,42,1.893,0.0,
13162,28,42,2.143,0.0,
13163,28,42,2.107,0.0,
13164,28,56,2.643,0.0,
13165,28,56,2.643,0.0,
13167,28,56,2.714,0.0,
13168,28,56,2.75,0.0,
13169,28,56,2.75,0.0,
13170,28,70,2.571,0.0,
13171,28,70,2.571,0.0,
13173,28,70,2.714,0.0,
13175,28,70,2.75,0.0,
13176,28,84,2.857,0.0,
13177,28,84,2.857,0.0,
13178,28,84,2.893,0.0,
13179,28,84,2.893,0.0,
13180,28,84,2.857,0.0,
13181,28,84,2.857,0.0,
13182,28,112,3.0,0.0,
13183,28,112,3.0,0.0,
13185,28,112,3.071,0.0,
13187,28,112,3.107,0.0,
13188,28,140,3.107,0.0,
13189,28,140,3.107,0.0,
13190,28,140,3.286,0.0,
13191,28,140,3.286,0.0,
13192,28,140,3.143,0.0,
13193,28,140,3.143,0.0,
13194,28,168,3.143,0.0,
13195,28,168,3.143,0.0,
13197,28,168,3.179,0.0,
13199,28,168,3.214,0.0,
13200,28,210,3.25,0.0,
13201,28,210,3.25,0.0,
13203,28,210,3.179,0.0,
13205,28,210,3.179,0.0,
13206,8,20,1.375,0.0,
13207,28,280,3.286,0.0,
13208,28,280,3.357,0.0,
13209,28,280,3.357,0.0,
13210,10,25,1.5,0.0,
13211,28,280,3.357,0.0,
13212,30,75,2.8,0.0,
13213,30,75,2.8,0.0,
13214,12,30,1.75,0.0,
13215,30,75,2.6,0.0,
13216,14,35,2.0,0.0,
13217,30,75,2.8,0.0,
13218,16,40,2.062,0.0,
13219,30,90,2.867,0.0,
13220,16,40,2.062,0.0,
13221,30,90,2.833,0.0,
13222,18,45,2.222,0.0,
13223,30,90,2.933,0.0,
13224,20,50,2.5,0.0,
13225,30,180,3.267,0.0,
13226,30,180,3.2,0.0,
13227,30,180,3.2,0.0,
13228,30,180,3.167,0.0,
13229,30,180,3.167,0.0,
13230,30,225,3.333,0.0,
13231,30,225,3.333,0.0,
13232,24,60,2.333,0.0,
13233,30,225,3.367,0.0,
13234,26,65,2.769,0.0,
13235,30,225,3.333,0.0,
13236,32,48,2.219,0.0,
13237,32,48,2.344,0.0,
13238,32,48,2.094,0.0,
13239,30,75,2.8,0.0,
13240,32,64,2.5,0.0,
13241,30,75,2.8,0.0,
13242,32,64,2.719,0.0,
13243,32,80,2.875,0.0,
13244,32,64,2.75,0.0,
13245,32,80,2.906,0.0,
13246,32,80,2.906,0.0,
13247,32,80,2.875,0.0,
13248,32,80,2.875,0.0,
13249,32,80,2.781,0.0,
13250,32,80,2.781,0.0,
13251,32,96,2.969,0.0,
13252,32,96,2.969,0.0,
13253,42,105,3.5,0.0,
13254,32,96,3.0,0.0,
13255,46,115,3.478,0.0,
13256,32,96,2.938,0.0,
13257,50,125,3.7,0.0,
13258,32,128,3.031,0.0,
13259,50,125,3.8,0.0,
13260,32,128,3.156,0.0,
13261,54,135,3.833,0.0,
13262,32,128,3.0,0.0,
13263,32,160,3.188,0.0,
13264,32,160,3.188,0.0,
13265,58,145,4.121,0.01,
13266,32,160,3.156,0.0,
13267,64,160,4.062,0.01,
13268,32,160,3.094,0.0,
13269,32,320,3.312,0.0,
13270,32,320,3.312,0.0,
13271,32,320,3.344,0.0,
13272,32,320,3.344,0.0,
13273,32,320,3.312,0.0,
13274,32,320,3.312,0.0,
13275,32,480,3.375,0.0,
13276,32,480,3.375,0.0,
13277,32,480,3.375,0.01,
13278,32,480,3.375,0.01,
13279,32,480,3.375,0.01,
13280,32,480,3.375,0.01,
13281,34,51,2.147,0.0,
13282,34,51,2.412,0.0,
13283,34,51,2.353,0.0,
13284,34,68,2.706,0.0,
13285,34,68,2.706,0.0,
13286,106,265,6.198,0.02,
13287,34,68,2.676,0.0,
13288,34,68,2.441,0.0,
13289,34,68,2.441,0.0,
13290,126,315,6.794,0.04,
13291,34,136,3.294,0.0,
13292,34,136,3.265,0.0,
13293,34,136,3.265,0.0,
13294,34,136,3.353,0.0,
13295,34,136,3.353,0.0,
13296,34,170,3.441,0.0,
13297,34,170,3.441,0.0,
13298,150,375,7.993,0.07,
13299,34,170,3.294,0.0,
13300,164,410,8.28,0.08,
13301,34,170,3.5,0.0,
13302,178,445,9.084,0.11,
13303,34,204,3.324,0.0,
13304,34,204,3.5,0.0,
13305,34,204,3.5,0.0,
13306,34,204,3.588,0.0,
13307,34,204,3.588,0.0,
13309,34,255,3.618,0.0,
13311,34,255,3.618,0.0,
13313,34,255,3.588,0.0,
13315,34,340,3.676,0.0,
13316,34,340,3.765,0.0,
13317,34,340,3.765,0.0,
13318,34,340,3.765,0.0,
13319,34,340,3.765,0.0,
13320,36,90,2.944,0.0,
13321,36,90,2.944,0.0,
13323,36,90,3.139,0.0,
13325,36,90,2.861,0.0,
13326,36,108,3.111,0.0,
13327,36,108,3.111,0.0,
13328,36,108,3.222,0.0,
13329,36,108,3.222,0.0,
13330,36,108,3.222,0.0,
13331,36,108,3.222,0.0,
13332,36,144,3.306,0.0,
13333,36,144,3.306,0.0,
13335,36,144,3.528,0.0,
13337,36,144,3.25,0.0,
13338,36,216,3.583,0.0,
13339,36,216,3.583,0.0,
13341,36,216,3.556,0.0,
13343,36,216,3.722,0.0,
13344,36,270,3.778,0.0,
13345,36,270,3.778,0.0,
13347,36,270,3.778,0.0,
13349,36,270,3.667,0.0,
13350,36,540,3.889,0.0,
13351,36,540,3.889,0.0,
13353,36,540,3.861,0.0,
13355,36,540,3.889,0.0,
13356,38,57,2.158,0.0,
13357,38,57,2.421,0.0,
13358,38,57,2.632,0.0,
13359,38,76,2.921,0.0,
13360,38,76,2.921,0.0,
13362,38,76,2.868,0.0,
13364,38,76,2.921,0.0,
13365,38,95,3.132,0.0,
13366,38,95,3.132,0.0,
13368,38,95,3.026,0.0,
13370,38,95,3.053,0.0,
13371,38,114,3.316,0.0,
13372,38,114,3.316,0.0,
13374,38,114,3.132,0.0,
13376,38,114,3.158,0.0,
13378,38,190,3.579,0.0,
13380,38,190,3.684,0.0,
13382,38,190,3.605,0.0,
13384,38,380,3.868,0.0,
13385,38,380,3.868,0.0,
13386,38,380,3.868,0.0,
13388,38,380,3.816,0.0,
13389,38,570,3.895,0.0,
13390,38,570,3.895,0.0,
13392,38,570,3.868,0.0,
13394,38,570,3.895,0.0,
13395,40,60,2.575,0.0,
13396,40,60,2.575,0.0,
13397,40,60,2.65,0.0,
13399,40,80,2.95,0.0,
13401,40,80,2.95,0.0,
13403,40,80,3.075,0.0,
13404,40,160,3.525,0.0,
13405,40,160,3.525,0.0,
13407,40,160,3.375,0.0,
13408,40,160,3.5,0.0,
13409,40,160,3.5,0.0,
13411,40,200,3.725,0.0,
13412,40,200,3.625,0.0,
13413,40,200,3.625,0.0,
13414,40,200,3.625,0.0,
13415,40,200,3.625,0.0,
13416,40,240,3.65,0.0,
13417,40,240,3.65,0.0,
13419,40,240,3.75,0.0,
13421,40,240,3.775,0.0,
13422,40,300,3.775,0.0,
13423,40,300,3.775,0.0,
13425,40,300,3.75,0.0,
13427,40,300,3.8,0.0,
13429,40,400,3.85,0.0,
13431,40,400,3.875,0.0,
13433,40,400,3.825,0.0,
13434,8,24,1.5,0.0,
13435,42,105,3.286,0.0,
13436,42,105,3.357,0.0,
13437,42,105,3.357,0.0,
13438,10,30,1.9,0.0,
13439,42,105,3.5,0.0,
13440,12,36,2.0,0.0,
13441,42,126,3.357,0.0,
13442,42,126,3.524,0.0,
13443,42,126,3.524,0.0,
13444,42,126,3.476,0.0,
13445,42,126,3.476,0.0,
13446,42,630,4.357,0.01,
13447,42,630,4.357,0.01,
13448,16,48,2.062,0.0,
13449,42,630,4.357,0.01,
13450,42,630,4.381,0.01,
13451,42,630,4.381,0.01,
13452,42,840,4.381,0.01,
13453,42,840,4.381,0.01,
13454,20,60,2.4,0.0,
13455,42,840,4.381,0.01,
13456,22,66,2.364,0.0,
13457,42,840,4.381,0.01,
13458,44,66,2.705,0.0,
13459,44,66,2.773,0.0,
13460,44,66,2.886,0.0,
13461,26,78,2.731,0.0,
13462,44,88,3.205,0.0,
13463,26,78,2.846,0.0,
13464,44,88,3.182,0.0,
13465,44,88,3.068,0.0,
13466,44,88,3.068,0.0,
13467,30,90,2.867,0.0,
13468,44,176,3.727,0.0,
13469,44,176,3.886,0.01,
13470,44,176,3.886,0.01,
13471,32,96,3.0,0.0,
13472,44,176,3.818,0.01,
13473,36,108,3.111,0.0,
13474,44,220,4.023,0.01,
13475,44,220,3.977,0.01,
13476,44,220,3.977,0.0,
13477,38,114,3.132,0.0,
13478,44,220,3.955,0.0,
13479,44,264,4.205,0.0,
13480,44,264,4.205,0.0,
13481,42,126,3.476,0.0,
13482,44,264,4.136,0.0,
13483,46,138,3.826,0.0,
13484,44,264,4.068,0.01,
13485,50,150,3.84,0.0,
13486,44,330,4.182,0.0,
13487,50,150,4.02,0.0,
13488,44,330,4.182,0.0,
13489,54,162,4.167,0.0,
13490,44,330,4.159,0.0,
13491,58,174,4.138,0.01,
13492,44,440,4.386,0.01,
13493,44,440,4.25,0.01,
13494,44,440,4.25,0.01,
13495,44,440,4.273,0.01,
13496,44,440,4.273,0.01,
13497,70,210,4.871,0.01,
13498,46,115,3.37,0.0,
13499,70,210,4.657,0.01,
13500,46,115,3.478,0.0,
13501,46,115,3.457,0.0,
13502,46,115,3.457,0.0,
13503,46,138,3.674,0.0,
13504,46,138,3.674,0.0,
13505,46,138,3.826,0.0,
13506,46,138,3.826,0.0,
13507,90,270,5.656,0.02,
13508,46,138,3.609,0.0,
13509,46,345,4.217,0.0,
13510,46,345,4.217,0.0,
13511,46,345,4.217,0.0,
13512,46,345,4.217,0.0,
13513,46,345,4.196,0.0,
13514,46,345,4.196,0.0,
13515,116,348,6.957,0.03,
13516,46,690,4.37,0.01,
13517,46,690,4.391,0.01,
13518,46,690,4.391,0.01,
13519,126,378,7.27,0.05,
13520,46,690,4.413,0.01,
13521,46,920,4.413,0.01,
13522,46,920,4.413,0.01,
13523,138,414,7.906,0.05,
13524,46,920,4.413,0.01,
13525,150,450,8.28,0.06,
13526,46,920,4.413,0.01,
13527,48,72,3.042,0.0,
13528,48,72,2.875,0.0,
13529,48,72,2.812,0.0,
13530,178,534,9.601,0.11,
13531,48,96,3.167,0.0,
13532,48,96,3.125,0.0,
13533,48,96,3.125,0.0,
13534,48,96,3.208,0.0,
13535,48,96,3.208,0.0,
13537,48,192,4.021,0.01,
13539,48,192,4.042,0.01,
13540,48,192,3.958,0.01,
13541,48,192,3.958,0.01,
13542,48,240,4.0,0.0,
13543,48,240,4.0,0.0,
13545,48,240,4.208,0.0,
13547,48,240,4.062,0.0,
13549,48,288,4.042,0.0,
13551,48,288,4.188,0.0,
13553,48,288,4.104,0.0,
13554,48,480,4.375,0.0,
13555,48,480,4.375,0.0,
13557,48,480,4.312,0.01,
13559,48,480,4.312,0.01,
13561,50,125,3.7,0.0,
13562,50,125,3.48,0.0,
13563,50,125,3.48,0.0,
13564,50,125,3.8,0.0,
13565,50,125,3.8,0.0,
13567,50,150,3.84,0.0,
13569,50,150,3.98,0.0,
13571,50,150,4.02,0.0,
13573,50,750,4.82,0.01,
13574,50,750,4.8,0.01,
13575,50,750,4.8,0.01,
13576,50,750,4.82,0.01,
13577,50,750,4.82,0.01,
13578,50,1000,4.88,0.01,
13579,50,1000,4.88,0.01,
13581,50,1000,4.88,0.01,
13583,50,1000,4.86,0.01,
13584,52,78,3.269,0.0,
13585,52,78,2.712,0.0,
13586,52,78,3.173,0.0,
13587,52,104,3.385,0.0,
13588,52,104,3.385,0.0,
13589,52,104,3.442,0.0,
13590,52,104,3.442,0.0,
13592,52,104,3.327,0.0,
13593,52,208,4.096,0.0,
13594,52,208,4.096,0.0,
13595,52,208,4.25,0.0,
13596,52,208,4.25,0.0,
13597,52,208,4.115,0.01,
13598,52,208,4.115,0.01,
13600,52,260,4.462,0.01,
13601,52,260,4.462,0.01,
13602,52,260,4.462,0.01,
13603,52,260,4.558,0.01,
13604,52,260,4.558,0.01,
13606,52,312,4.538,0.01,
13607,52,312,4.5,0.01,
13608,52,312,4.5,0.01,
13609,52,312,4.577,0.01,
13610,52,312,4.577,0.01,
13611,52,390,4.654,0.01,
13612,52,390,4.654,0.01,
13614,52,390,4.635,0.01,
13616,52,390,4.712,0.01,
13617,52,520,4.769,0.01,
13618,52,520,4.769,0.01,
13619,52,520,4.788,0.0,
13620,52,520,4.788,0.0,
13621,52,520,4.788,0.0,
13622,52,520,4.788,0.0,
13624,54,135,3.963,0.0,
13625,54,135,3.833,0.0,
13626,54,135,3.833,0.0,
13627,54,135,3.907,0.0,
13628,54,135,3.907,0.0,
13630,54,162,4.241,0.0,
13631,54,162,4.167,0.0,
13632,54,162,4.167,0.0,
13634,54,162,4.074,0.0,
13636,54,810,4.926,0.01,
13638,54,810,4.833,0.01,
13640,54,810,4.889,0.01,
13641,54,1080,4.926,0.01,
13642,54,1080,4.926,0.01,
13644,54,1080,4.926,0.01,
13646,54,1080,4.907,0.01,
13647,56,84,3.268,0.0,
13648,56,84,2.982,0.0,
13649,56,84,3.196,0.0,
13651,56,112,3.607,0.0,
13652,56,112,3.482,0.0,
13653,56,112,3.482,0.0,
13654,56,112,3.661,0.0,
13655,56,112,3.661,0.0,
13657,56,224,4.286,0.0,
13659,56,224,4.179,0.01,
13660,56,224,4.357,0.01,
13661,56,224,4.357,0.0,
13662,10,40,2.0,0.0,
13663,56,336,4.821,0.0,
13664,56,336,4.661,0.01,
13665,56,336,4.661,0.01,
13666,56,336,4.679,0.01,
13667,56,336,4.679,0.01,
13668,14,56,2.143,0.0,
13669,56,420,4.786,0.0,
13670,14,56,2.0,0.0,
13671,56,420,4.643,0.01,
13672,16,64,2.062,0.0,
13673,56,420,4.804,0.0,
13674,18,72,2.333,0.0,
13675,58,145,4.034,0.01,
13676,58,145,4.0,0.01,
13677,58,145,4.0,0.01,
13678,20,80,2.65,0.0,
13679,58,145,4.121,0.01,
13680,58,174,4.138,0.01,
13681,58,174,4.138,0.01,
13682,22,88,2.636,0.0,
13683,58,174,4.207,0.01,
13684,24,96,2.75,0.0,
13685,58,174,4.259,0.01,
13686,26,104,3.0,0.0,
13687,58,290,4.828,0.01,
13688,58,290,4.655,0.01,
13689,58,290,4.655,0.01,
13690,28,112,3.071,0.0,
13691,58,290,4.707,0.01,
13692,58,580,5.121,0.01,
13693,58,580,5.121,0.01,
13694,32,128,3.0,0.0,
13695,58,580,5.172,0.01,
13696,34,136,3.265,0.0,
13697,58,580,5.017,0.01,
13698,36,144,3.306,0.0,
13699,58,870,5.31,0.01,
13700,58,870,5.224,0.02,
13701,58,870,5.224,0.02,
13702,58,870,5.224,0.02,
13703,58,870,5.224,0.02,
13704,60,450,5.117,0.01,
13705,60,450,5.117,0.01,
13706,44,176,3.818,0.01,
13707,60,450,5.133,0.01,
13708,48,192,4.042,0.0,
13709,60,450,5.117,0.01,
13710,60,1200,5.417,0.01,
13711,60,1200,5.417,0.01,
13712,52,208,4.115,0.0,
13713,60,1200,5.433,0.01,
13714,56,224,4.179,0.01,
13715,60,1200,5.4,0.01,
13716,62,93,3.355,0.01,
13717,62,93,3.468,0.0,
13718,62,93,3.323,0.01,
13719,68,272,5.074,0.01,
13720,62,124,3.952,0.01,
13721,62,124,3.774,0.01,
13722,62,124,3.774,0.01,
13723,62,124,3.984,0.01,
13724,62,124,3.984,0.01,
13725,80,320,5.65,0.01,
13726,62,248,4.758,0.01,
13727,80,320,5.7,0.01,
13728,62,248,4.677,0.01,
13729,62,248,4.726,0.01,
13730,62,248,4.726,0.01,
13731,62,310,4.839,0.01,
13732,62,310,4.839,0.01,
13733,94,376,6.234,0.02,
13734,62,310,4.903,0.01,
13735,102,408,6.784,0.02,
13736,62,310,4.968,0.01,
13737,112,448,7.232,0.02,
13738,62,372,5.081,0.01,
13739,62,372,5.161,0.01,
13740,62,372,5.161,0.01,
13741,62,372,5.097,0.01,
13742,62,372,5.097,0.01,
13743,134,536,8.455,0.04,
13744,62,620,5.258,0.01,
13745,62,620,5.274,0.01,
13746,62,620,5.274,0.01,
13747,146,584,8.842,0.05,
13748,62,620,5.242,0.01,
13749,64,160,4.188,0.01,
13750,64,160,4.188,0.01,
13751,158,632,9.506,0.08,
13752,64,160,4.062,0.01,
13753,172,688,10.215,0.11,
13754,64,160,4.344,0.01,
13756,64,192,4.5,0.01,
13758,64,192,4.438,0.01,
13759,64,192,4.203,0.01,
13760,64,192,4.203,0.01,
13761,64,960,5.391,0.01,
13762,64,960,5.391,0.02,
13764,64,960,5.406,0.01,
13766,64,960,5.391,0.01,
13767,66,396,5.273,0.01,
13768,66,396,5.273,0.01,
13770,66,396,5.318,0.01,
13771,66,396,5.197,0.01,
13772,66,396,5.197,0.01,
13773,66,495,5.409,0.01,
13774,66,495,5.409,0.01,
13776,66,495,5.485,0.01,
13778,66,495,5.485,0.01,
13779,66,1320,5.833,0.02,
13780,66,1320,5.833,0.02,
13782,66,1320,5.848,0.01,
13784,66,1320,5.833,0.01,
13785,68,102,3.382,0.01,
13786,68,102,3.603,0.01,
13787,68,102,3.691,0.01,
13788,68,136,3.926,0.01,
13789,68,136,3.926,0.01,
13791,68,136,4.074,0.01,
13793,68,136,4.044,0.01,
13794,68,272,5.074,0.01,
13795,68,272,5.074,0.01,
13797,68,272,5.0,0.01,
13798,68,272,5.0,0.01,
13799,68,272,5.0,0.01,
13800,68,340,5.397,0.01,
13801,68,340,5.397,0.01,
13803,68,340,5.294,0.01,
13805,68,340,5.162,0.01,
13806,68,680,5.706,0.01,
13807,68,680,5.706,0.01,
13809,68,680,5.647,0.01,
13810,68,680,5.75,0.01,
13811,68,680,5.75,0.01,
13813,70,175,4.471,0.01,
13814,70,175,4.529,0.01,
13815,70,175,4.529,0.01,
13816,70,175,4.329,0.01,
13817,70,175,4.329,0.01,
13818,70,210,4.871,0.01,
13819,70,210,4.871,0.01,
13820,70,210,4.814,0.01,
13821,70,210,4.814,0.01,
13822,70,210,4.657,0.01,
13823,70,210,4.657,0.01,
13825,70,1050,5.829,0.01,
13826,70,1050,5.9,0.01,
13827,70,1050,5.9,0.01,
13828,70,1050,5.857,0.01,
13829,70,1050,5.857,0.02,
13831,70,1400,5.886,0.02,
13832,70,1400,5.943,0.02,
13833,70,1400,5.943,0.02,
13834,70,1400,5.943,0.02,
13835,70,1400,5.943,0.02,
13836,72,432,5.569,0.01,
13837,72,432,5.569,0.01,
13839,72,432,5.472,0.01,
13841,72,432,5.542,0.01,
13842,72,540,5.625,0.01,
13843,72,540,5.625,0.01,
13845,72,540,5.639,0.01,
13847,72,540,5.694,0.01,
13848,74,111,3.649,0.01,
13849,74,111,3.811,0.01,
13850,74,111,3.541,0.01,
13852,74,148,4.23,0.01,
13853,74,148,4.068,0.01,
13854,74,148,4.068,0.01,
13855,74,148,4.351,0.01,
13856,74,148,4.351,0.01,
13858,74,296,5.297,0.01,
13860,74,296,5.311,0.01,
13862,74,296,5.324,0.01,
13864,74,370,5.568,0.01,
13865,74,370,5.608,0.01,
13866,74,370,5.608,0.01,
13867,74,370,5.486,0.01,
13868,74,370,5.486,0.01,
13870,74,740,5.986,0.01,
13872,74,740,6.0,0.01,
13874,74,740,6.068,0.02,
13876,76,190,4.816,0.01,
13877,76,190,4.697,0.01,
13878,76,190,4.697,0.01,
13879,76,190,4.697,0.01,
13880,76,190,4.697,0.01,
13881,76,228,4.987,0.01,
13882,76,228,4.987,0.01,
13883,76,228,5.079,0.01,
13884,76,228,5.079,0.01,
13885,12,60,2.167,0.0,
13886,76,228,5.105,0.01,
13887,14,70,2.214,0.0,
13888,76,1140,6.368,0.02,
13889,14,70,2.143,0.0,
13890,76,1140,6.316,0.02,
13891,76,1140,6.303,0.02,
13892,76,1140,6.303,0.02,
13893,78,468,5.846,0.01,
13894,78,468,5.846,0.01,
13895,18,90,2.556,0.0,
13896,78,468,5.885,0.01,
13897,20,100,2.65,0.0,
13898,78,468,5.949,0.01,
13899,78,585,6.077,0.01,
13900,78,585,6.077,0.01,
13901,22,110,2.636,0.0,
13902,78,585,6.013,0.02,
13903,24,120,2.75,0.0,
13904,78,585,6.115,0.01,
13905,26,130,3.077,0.0,
13906,78,1560,6.423,0.02,
13907,26,130,3.0,0.0,
13908,78,1560,6.423,0.02,
13909,78,1560,6.41,0.02,
13910,78,1560,6.41,0.02,
13911,80,120,4.037,0.01,
13912,80,120,3.862,0.01,
13913,80,120,3.85,0.01,
13914,80,160,4.625,0.01,
13915,80,160,4.625,0.01,
13916,34,170,3.5,0.0,
13917,80,160,4.6,0.01,
13918,80,160,4.588,0.01,
13919,80,160,4.588,0.01,
13920,80,320,5.65,0.01,
13921,80,320,5.65,0.01,
13922,40,200,3.625,0.0,
13923,80,320,5.763,0.01,
13924,44,220,3.977,0.0,
13925,80,320,5.7,0.01,
13926,48,240,4.0,0.0,
13927,80,400,5.8,0.01,
13928,80,400,5.838,0.01,
13929,80,400,5.838,0.01,
13930,52,260,4.462,0.0,
13931,80,400,5.8,0.01,
13932,80,800,6.263,0.02,
13933,80,800,6.263,0.01,
13934,58,290,4.707,0.01,
13935,80,800,6.2,0.01,
13936,62,310,4.903,0.01,
13937,80,800,6.3,0.02,
13938,68,340,5.397,0.01,
13939,82,205,4.939,0.01,
13940,68,340,5.162,0.01,
13941,82,205,5.049,0.01,
13942,74,370,5.608,0.01,
13943,82,205,5.073,0.01,
13944,82,246,5.341,0.01,
13945,82,246,5.341,0.01,
13946,80,400,5.8,0.01,
13947,82,246,5.402,0.01,
13948,82,246,5.341,0.01,
13949,82,246,5.341,0.01,
13950,96,480,6.667,0.02,
13951,84,1260,6.845,0.01,
13952,84,1260,6.881,0.02,
13953,84,1260,6.881,0.01,
13954,84,1260,6.845,0.01,
