cell,fabric,gid,arm,seed,final_acl,max_chain,mm_skipped,ball_acc,ball_wall,questions,time
spin_glass_n163,Z12,37309,mm+ball,2,11.417,13,True,0,13.1,7,49.7
spin_glass_n163,Z12,37309,ball,0,11.417,13,True,0,13.8,7,25.7
spin_glass_n163,Z12,37309,ball,1,11.417,13,True,0,13.6,7,25.5
spin_glass_n163,Z12,37309,ball,2,11.417,13,True,0,13.9,7,25.9
spin_glass_n163,Z12,37309,ball-rng,0,11.417,13,True,0,27.2,7,54.5
spin_glass_n163,Z12,37309,ball-rng,1,11.417,13,True,0,28.7,7,57.9
spin_glass_n163,Z12,37309,ball-rng,2,11.417,13,True,0,30.2,7,57.7
regular_n316,Z12,13096,mm+ball,0,2.924,7,False,1,32.4,305,60.0
regular_n316,Z12,13096,mm+ball,1,2.769,6,False,0,32.9,305,60.0
regular_n316,Z12,13096,mm+ball,2,2.861,7,False,1,32.3,309,60.0
regular_n316,Z12,13096,ball,0,4.225,14,False,8,33.0,314,60.0
regular_n316,Z12,13096,ball,1,4.085,13,False,6,33.7,310,60.0
regular_n316,Z12,13096,ball,2,4.351,16,False,5,32.7,313,60.0
regular_n316,Z12,13096,ball-rng,0,4.054,13,False,9,33.1,314,60.1
regular_n316,Z12,13096,ball-rng,1,4.019,15,False,7,33.8,310,60.4
regular_n316,Z12,13096,ball-rng,2,4.244,13,False,6,33.2,313,60.5
ws_n486,Z12,17188,mm+ball,0,2.975,10,False,0,27.0,465,60.3
ws_n486,Z12,17188,mm+ball,1,2.903,10,False,0,27.0,458,60.0
ws_n486,Z12,17188,mm+ball,2,2.955,10,False,0,27.0,463,60.1
ws_n486,Z12,17188,mm+ball,3,3.251,10,False,0,27.9,475,60.0
ws_n486,Z12,17188,mm+ball,4,2.887,10,False,0,25.5,460,60.3
ws_n486,Z12,17188,mm+ball,5,2.949,9,False,0,26.9,475,60.4
ws_n486,Z12,17188,mm+ball,6,2.825,10,False,0,26.7,466,60.4
ws_n486,Z12,17188,mm+ball,7,2.848,10,False,0,27.8,466,60.3
ws_n486,Z12,17188,mm+ball,8,2.784,9,False,0,26.7,464,60.1
ws_n486,Z12,17188,mm+ball,9,3.111,10,False,0,27.6,468,60.0
ws_n486,Z12,17188,ball,0,4.523,27,False,5,29.2,474,60.5
ws_n486,Z12,17188,ball,1,4.551,23,False,4,29.7,469,60.7
ws_n486,Z12,17188,ball,2,4.726,19,False,4,28.9,482,60.0
ws_n486,Z12,17188,ball,3,4.642,24,False,5,29.0,475,60.0
ws_n486,Z12,17188,ball,4,4.677,25,False,4,28.9,479,60.0
ws_n486,Z12,17188,ball,5,4.778,27,False,3,28.5,475,60.0
ws_n486,Z12,17188,ball,6,4.467,24,False,8,28.7,475,60.0
ws_n486,Z12,17188,ball,7,4.504,21,False,7,29.0,475,60.0
ws_n486,Z12,17188,ball,8,4.811,22,False,4,28.7,478,60.0
ws_n486,Z12,17188,ball,9,4.547,19,False,2,28.8,474,60.1
ws_n486,Z12,17188,ball-rng,0,4.426,22,False,10,28.8,478,60.0
ws_n486,Z12,17188,ball-rng,1,4.377,18,False,10,28.9,474,60.1
ws_n486,Z12,17188,ball-rng,2,4.611,18,False,8,28.9,482,60.1
ws_n486,Z12,17188,ball-rng,3,4.424,22,False,5,28.7,474,60.0
ws_n486,Z12,17188,ball-rng,4,4.539,21,False,4,28.9,472,60.0
ws_n486,Z12,17188,ball-rng,5,4.436,22,False,7,28.6,469,60.0
ws_n486,Z12,17188,ball-rng,6,4.556,21,False,3,28.8,475,60.0
ws_n486,Z12,17188,ball-rng,7,4.471,23,False,3,29.0,478,60.0
ws_n486,Z12,17188,ball-rng,8,4.274,20,False,5,28.3,475,60.0
ws_n486,Z12,17188,ball-rng,9,4.64,19,False,5,28.6,470,60.0
grid_200,Z12,1590,mm+ball,0,1.09,2,False,0,32.6,128,49.6
grid_200,Z12,1590,mm+ball,1,1.145,2,False,0,43.2,134,59.7
grid_200,Z12,1590,mm+ball,2,1.13,2,False,0,33.8,147,49.3
grid_200,Z12,1590,ball,0,1.635,8,False,18,43.7,177,60.0
grid_200,Z12,1590,ball,1,1.695,5,False,15,43.0,177,60.0
grid_200,Z12,1590,ball,2,1.565,6,False,28,49.5,176,60.0
grid_200,Z12,1590,ball-rng,0,1.345,4,False,20,53.2,177,60.0
grid_200,Z12,1590,ball-rng,1,1.39,5,False,29,52.6,177,60.0
grid_200,Z12,1590,ball-rng,2,1.425,4,False,28,51.8,176,60.0
honeycomb_200,Z12,32393,mm+ball,0,1.085,2,False,0,33.9,129,40.9
honeycomb_200,Z12,32393,mm+ball,1,1.09,2,False,0,27.3,139,33.8
honeycomb_200,Z12,32393,mm+ball,2,1.095,2,False,0,33.2,139,39.7
honeycomb_200,Z12,32393,ball,0,1.47,4,False,17,53.6,168,60.0
honeycomb_200,Z12,32393,ball,1,1.405,4,False,14,53.4,171,60.0
honeycomb_200,Z12,32393,ball,2,1.475,4,False,24,54.0,178,60.0
honeycomb_200,Z12,32393,ball-rng,0,1.44,6,False,22,54.3,168,60.0
honeycomb_200,Z12,32393,ball-rng,1,1.37,4,False,17,53.2,171,60.0
honeycomb_200,Z12,32393,ball-rng,2,1.36,4,False,23,54.8,178,60.0
king_graph_196,Z12,32622,mm+ball,0,1.561,3,False,0,51.4,125,60.0
king_graph_196,Z12,32622,mm+ball,1,1.531,3,False,0,51.7,141,60.0
king_graph_196,Z12,32622,mm+ball,2,1.49,2,False,1,51.5,125,60.0
king_graph_196,Z12,32622,ball,0,2.061,7,False,17,52.0,157,60.0
king_graph_196,Z12,32622,ball,1,2.02,5,False,15,52.3,131,60.0
king_graph_196,Z12,32622,ball,2,1.954,11,False,8,47.9,145,60.0
king_graph_196,Z12,32622,ball-rng,0,1.643,4,False,16,52.4,157,60.0
king_graph_196,Z12,32622,ball-rng,1,1.791,5,False,18,47.8,131,60.0
king_graph_196,Z12,32622,ball-rng,2,1.857,5,False,13,52.2,145,60.0
K100,P16,,mm+ball,0,11.23,16,,0,0.1,0,34.3
K100,P16,,mm+ball,1,11.51,17,,0,0.0,0,32.4
K100,P16,,mm+ball,2,11.65,17,,0,0.0,0,61.5
K100,P16,,ball,0,11.23,16,,0,0.1,0,5.1
K100,P16,,ball,1,11.52,17,,0,0.1,0,4.3
K100,P16,,ball,2,11.71,19,,0,0.0,0,3.4
K100,P16,,ball-rng,0,11.23,16,,0,0.1,0,3.8
K100,P16,,ball-rng,1,11.52,17,,0,0.1,0,4.3
K100,P16,,ball-rng,2,11.71,19,,0,0.1,0,4.9
turan_n162,P16,2647,mm+ball,0,7.654,8,,0,4.3,16,60.6
turan_n162,P16,2647,mm+ball,1,7.654,8,,0,3.6,16,60.2
turan_n162,P16,2647,mm+ball,2,7.654,8,,0,4.1,16,60.2
turan_n162,P16,2647,ball,0,7.654,8,,0,45.3,16,60.4
turan_n162,P16,2647,ball,1,7.698,16,,0,44.4,11,60.5
turan_n162,P16,2647,ball,2,7.654,8,,0,45.7,16,60.1
turan_n162,P16,2647,ball-rng,0,7.654,8,,0,45.3,16,60.5
turan_n162,P16,2647,ball-rng,1,7.698,16,,0,45.4,11,60.2
turan_n162,P16,2647,ball-rng,2,7.654,8,,0,47.0,16,60.5
ws_n486,P16,17188,mm+ball,0,3.658,14,,0,26.5,428,60.0
ws_n486,P16,17188,mm+ball,1,3.798,14,,0,26.4,424,60.0
ws_n486,P16,17188,mm+ball,2,3.477,13,,0,24.8,439,60.0
ws_n486,P16,17188,ball,0,5.185,23,,2,28.8,454,60.0
ws_n486,P16,17188,ball,1,4.862,27,,2,28.4,438,60.0
ws_n486,P16,17188,ball,2,5.012,29,,5,28.4,441,60.0
ws_n486,P16,17188,ball-rng,0,4.877,22,,3,28.5,450,60.0
ws_n486,P16,17188,ball-rng,1,5.064,27,,5,28.4,450,60.0
ws_n486,P16,17188,ball-rng,2,4.883,29,,5,28.4,441,60.0
