topo,n,p,inst_seed,arm,family,algo_seed,switch_val,status,success,acl,acl_spur,max_chain,qubits,wall,n_edges,err
Z12,100,0.10101010101010101,102,ramp2,ramp,0,4.0,SUCCESS,1,4.52,4.42,8,452,3.4798,508,
Z12,100,0.10101010101010101,102,ramp2,ramp,3,4.0,SUCCESS,1,4.7,4.51,9,470,3.5721,508,
Z12,100,0.10101010101010101,102,ramp2h,ramp,3,4.0,SUCCESS,1,4.7,4.51,9,470,3.6012,508,
Z12,100,0.10101010101010101,101,ramp2h,ramp,7,5.0,SUCCESS,1,4.19,4.12,8,419,3.7708,498,
Z12,100,0.10101010101010101,101,ramp2,ramp,7,5.0,SUCCESS,1,4.19,4.12,8,419,3.775,498,
Z12,100,0.10101010101010101,101,ramp2,ramp,10,5.0,SUCCESS,1,4.29,4.19,8,429,3.7925,498,
Z12,100,0.10101010101010101,101,ramp2h,ramp,10,5.0,SUCCESS,1,4.29,4.19,8,429,3.8052,498,
Z12,100,0.10101010101010101,102,ramp2h,ramp,6,4.0,SUCCESS,1,4.4,4.26,8,440,4.1298,508,
Z12,100,0.10101010101010101,102,ramp2,ramp,6,4.0,SUCCESS,1,4.4,4.26,8,440,4.2274,508,
Z12,100,0.10101010101010101,101,ramp2,ramp,4,5.0,SUCCESS,1,4.62,4.43,8,462,4.9506,498,
Z12,100,0.10101010101010101,101,ramp2h,ramp,4,5.0,SUCCESS,1,4.62,4.43,8,462,5.1189,498,
Z12,100,0.10101010101010101,102,ramp2h,ramp,8,4.0,SUCCESS,1,4.61,4.46,8,461,5.3799,508,
Z12,100,0.10101010101010101,102,ramp2,ramp,8,4.0,SUCCESS,1,4.61,4.46,8,461,5.408,508,
Z12,100,0.10101010101010101,101,ramp2,ramp,1,5.0,SUCCESS,1,4.27,4.2,8,427,5.4706,498,
Z12,100,0.10101010101010101,102,ramp2h,ramp,11,4.0,SUCCESS,1,5.14,4.96,9,514,2.8316,508,
Z12,100,0.10101010101010101,102,ramp2h,ramp,12,4.0,SUCCESS,1,4.61,4.48,8,461,2.8272,508,
Z12,100,0.10101010101010101,101,ramp2h,ramp,1,5.0,SUCCESS,1,4.27,4.2,8,427,5.5984,498,
Z12,100,0.10101010101010101,103,ramp2h,ramp,8,4.0,SUCCESS,1,5.17,4.9,10,517,2.1447,500,
Z12,100,0.10101010101010101,102,ramp2,ramp,12,4.0,SUCCESS,1,4.61,4.48,8,461,2.8915,508,
Z12,100,0.10101010101010101,102,ramp2,ramp,11,4.0,SUCCESS,1,5.14,4.96,9,514,2.9536,508,
Z12,100,0.10101010101010101,102,ramp2h,ramp,13,4.0,SUCCESS,1,4.75,4.55,9,475,2.8442,508,
Z12,100,0.10101010101010101,102,ramp2,ramp,13,4.0,SUCCESS,1,4.75,4.55,9,475,2.9018,508,
Z12,100,0.10101010101010101,103,ramp2h,ramp,10,4.0,SUCCESS,1,4.94,4.74,10,494,2.2361,500,
Z12,100,0.10101010101010101,103,ramp2,ramp,8,4.0,SUCCESS,1,5.17,4.9,10,517,2.311,500,
Z12,100,0.10101010101010101,103,ramp2,ramp,10,4.0,SUCCESS,1,4.94,4.74,10,494,2.3233,500,
Z12,100,0.10101010101010101,103,ramp2h,ramp,1,4.0,SUCCESS,1,4.74,4.48,9,474,2.8669,500,
Z12,100,0.10101010101010101,103,ramp2,ramp,1,4.0,SUCCESS,1,4.74,4.48,9,474,2.9307,500,
Z12,100,0.10101010101010101,102,ramp2h,ramp,9,4.0,SUCCESS,1,4.73,4.57,9,473,3.3713,508,
Z12,100,0.10101010101010101,102,ramp2,ramp,9,4.0,SUCCESS,1,4.73,4.57,9,473,3.3817,508,
Z12,100,0.10101010101010101,103,ramp2,ramp,5,4.0,SUCCESS,1,4.85,4.72,9,485,2.7266,500,
Z12,100,0.10101010101010101,103,ramp2h,ramp,5,4.0,SUCCESS,1,4.85,4.72,9,485,2.6996,500,
Z12,100,0.10101010101010101,103,ramp2,ramp,0,4.0,SUCCESS,1,4.49,4.44,9,449,3.5671,500,
Z12,100,0.10101010101010101,102,ramp2,ramp,14,4.0,SUCCESS,1,4.57,4.52,8,457,3.6657,508,
