topo,n,p,inst_seed,arm,family,algo_seed,switch_val,status,success,acl,acl_spur,max_chain,qubits,wall,n_edges,err
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,0,,SUCCESS,1,5.8643,5.6429,11,821,8.8558,691,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,9,,SUCCESS,1,5.9643,5.6857,12,835,8.4387,691,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,7,,SUCCESS,1,5.7857,5.6,12,810,9.2819,691,
Z12,100,0.10101010101010101,105,p3-mm-beta-mf,arm,5,,SUCCESS,1,4.6,4.44,8,460,13.1518,522,
Z12,140,0.07194244604316546,102,minorminer,arm,1,,SUCCESS,1,6.5643,6.2357,13,919,4.6618,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,2,,SUCCESS,1,5.9214,5.7143,13,829,10.2445,691,
Z12,140,0.07194244604316546,102,minorminer,arm,0,,SUCCESS,1,6.4143,6.15,13,898,4.9522,693,
Z12,140,0.07194244604316546,102,minorminer,arm,4,,SUCCESS,1,6.8357,6.5143,16,957,4.4236,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,6,,SUCCESS,1,5.7929,5.6071,11,811,10.4381,691,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,5,,SUCCESS,1,5.9,5.7286,12,826,10.8375,691,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,8,,SUCCESS,1,5.5786,5.4214,11,781,11.0546,691,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,3,,SUCCESS,1,5.5643,5.3714,12,779,11.7543,691,
Z12,140,0.07194244604316546,102,minorminer,arm,7,,SUCCESS,1,5.8786,5.6929,12,823,5.4984,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,1,,SUCCESS,1,5.8286,5.65,12,816,12.627,691,
Z12,140,0.07194244604316546,102,minorminer,arm,12,,SUCCESS,1,6.2786,6.0643,13,879,5.569,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,13,,SUCCESS,1,5.7929,5.65,11,811,11.3698,691,
Z12,140,0.07194244604316546,102,p3-mm-beta-fb,arm,1,,SUCCESS,1,6.25,5.9429,12,875,5.4446,693,
Z12,140,0.07194244604316546,102,minorminer,arm,9,,SUCCESS,1,6.0071,5.7857,12,841,6.3116,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,4,,SUCCESS,1,5.4714,5.2929,11,766,13.0753,691,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,12,,SUCCESS,1,5.7929,5.6071,11,811,11.9137,691,
Z12,140,0.07194244604316546,102,minorminer,arm,11,,SUCCESS,1,5.8357,5.6214,11,817,6.5691,693,
Z12,140,0.07194244604316546,102,minorminer,arm,3,,SUCCESS,1,5.8857,5.6786,12,824,7.9707,693,
Z12,140,0.07194244604316546,102,minorminer,arm,8,,SUCCESS,1,6.2643,5.9929,12,877,7.6142,693,
Z12,140,0.07194244604316546,102,minorminer,arm,13,,SUCCESS,1,6.2643,6.0214,12,877,7.2457,693,
Z12,140,0.07194244604316546,102,minorminer,arm,2,,SUCCESS,1,6.0929,5.8429,13,853,9.0784,693,
Z12,140,0.07194244604316546,102,minorminer,arm,14,,SUCCESS,1,6.2929,5.9786,12,881,7.7126,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-fb,arm,14,,SUCCESS,1,6.0357,5.8643,13,845,13.3784,691,
Z12,140,0.07194244604316546,102,minorminer,arm,10,,SUCCESS,1,5.9214,5.7357,11,829,8.5312,693,
Z12,140,0.07194244604316546,102,minorminer,arm,6,,SUCCESS,1,5.7357,5.6429,10,803,9.4024,693,
Z12,140,0.07194244604316546,102,minorminer,arm,5,,SUCCESS,1,5.7,5.5643,12,798,9.971,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-mf,arm,11,,SUCCESS,1,5.9286,5.6571,12,830,12.7808,691,
Z12,140,0.07194244604316546,101,p3-mm-beta-mf,arm,0,,SUCCESS,1,5.8643,5.6429,11,821,14.8403,691,
Z12,140,0.07194244604316546,102,p3-mm-beta-fb,arm,0,,SUCCESS,1,5.7929,5.5714,13,811,9.6227,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-mf,arm,10,,SUCCESS,1,5.8,5.4786,12,812,13.5866,691,
Z12,140,0.07194244604316546,102,p3-mm-beta-fb,arm,5,,SUCCESS,1,5.9571,5.65,11,834,8.5576,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-mf,arm,7,,SUCCESS,1,5.7857,5.6,12,810,14.2945,691,
Z12,140,0.07194244604316546,102,p3-mm-beta-fb,arm,10,,SUCCESS,1,5.8714,5.6929,11,822,8.0941,693,
Z12,140,0.07194244604316546,102,p3-mm-beta-fb,arm,9,,SUCCESS,1,6.2286,5.95,13,872,8.2887,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-mf,arm,3,,SUCCESS,1,5.5643,5.3714,12,779,16.2526,691,
Z12,140,0.07194244604316546,102,p3-mm-beta-fb,arm,6,,SUCCESS,1,5.8929,5.7071,12,825,8.7963,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-mf,arm,8,,SUCCESS,1,5.5786,5.4214,11,781,15.0317,691,
Z12,140,0.07194244604316546,102,p3-mm-beta-fb,arm,4,,SUCCESS,1,5.6786,5.5429,11,795,10.2591,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-mf,arm,6,,SUCCESS,1,5.7929,5.6071,11,811,15.6307,691,
Z12,140,0.07194244604316546,102,p3-mm-beta-fb,arm,3,,SUCCESS,1,5.9214,5.7071,11,829,11.2152,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-mf,arm,5,,SUCCESS,1,5.9,5.7286,12,826,16.4931,691,
Z12,140,0.07194244604316546,102,p3-mm-beta-fb,arm,11,,SUCCESS,1,6.3357,6.1214,13,887,9.3251,693,
Z12,140,0.07194244604316546,102,p3-mm-beta-fb,arm,8,,SUCCESS,1,6.1143,5.9,12,856,9.5851,693,
Z12,140,0.07194244604316546,102,p3-mm-beta-fb,arm,12,,SUCCESS,1,6.1071,5.9357,12,855,9.2547,693,
Z12,140,0.07194244604316546,101,p3-mm-beta-mf,arm,9,,SUCCESS,1,5.7071,5.5286,11,799,16.6366,691,
Z12,140,0.07194244604316546,101,p3-mm-beta-mf,arm,2,,SUCCESS,1,5.6214,5.4429,11,787,18.6981,691,
Z12,140,0.07194244604316546,102,p3-mm-beta-fb,arm,7,,SUCCESS,1,5.8286,5.5857,11,816,11.3291,693,
