topo,n,p,inst_seed,arm,base_seed,K,per_run_s,status,success,n_success,acl,acl_spur,max_chain,qubits,time,err
P16,140,0.2,104,mm-bo1x60,3,1,60.0,SUCCESS,1,1,15.6357,14.85,24,2189,18.0402,
P16,140,0.2,102,mm-bo3x20,4,3,20.0,SUCCESS,1,3,15.15,14.3429,24,2121,61.6002,
P16,140,0.2,103,mm-bo1x60,4,1,60.0,SUCCESS,1,1,15.0,14.2071,24,2100,45.7527,
P16,140,0.2,102,mm-bo6x10,4,6,10.0,SUCCESS,1,6,15.7643,14.7643,26,2207,62.6874,
P16,140,0.2,104,mm-bo1x60,1,1,60.0,SUCCESS,1,1,16.3214,15.2857,27,2285,38.3548,
P16,140,0.2,103,mm-bo3x20,0,3,20.0,SUCCESS,1,3,16.5714,15.4714,29,2320,61.1854,
P16,140,0.2,103,mm-bo6x10,0,6,10.0,SUCCESS,1,6,16.7214,15.7857,32,2341,61.6759,
P16,140,0.2,102,mm-bo12x5,4,12,5.0,SUCCESS,1,12,16.55,15.5357,29,2317,64.5817,
P16,140,0.2,104,mm-bo1x60,0,1,60.0,SUCCESS,1,1,14.9071,14.1214,24,2087,44.3477,
P16,140,0.2,103,mm-bo1x60,2,1,60.0,SUCCESS,1,1,14.6857,13.9429,24,2056,57.3446,
P16,140,0.2,104,mm-bo1x60,4,1,60.0,SUCCESS,1,1,16.1786,15.1929,28,2265,25.0969,
P16,140,0.2,103,mm-bo3x20,2,3,20.0,SUCCESS,1,3,15.6929,14.7071,27,2197,58.3908,
P16,140,0.2,103,mm-bo3x20,1,3,20.0,SUCCESS,1,3,15.3429,14.3571,26,2148,61.364,
P16,140,0.2,103,mm-bo12x5,0,12,5.0,SUCCESS,1,12,17.8643,16.5571,30,2501,65.2073,
P16,140,0.2,103,mm-bo6x10,1,6,10.0,SUCCESS,1,6,16.35,15.25,29,2289,61.8451,
P16,140,0.2,103,mm-bo12x5,1,12,5.0,SUCCESS,1,12,17.1286,15.7643,34,2398,64.2259,
P16,140,0.2,103,mm-bo6x10,2,6,10.0,SUCCESS,1,6,15.9,14.8571,27,2226,62.4607,
P16,140,0.2,103,mm-bo3x20,3,3,20.0,SUCCESS,1,3,15.6357,14.7357,26,2189,61.085,
P16,140,0.2,103,mm-bo6x10,3,6,10.0,SUCCESS,1,6,16.4,15.1929,29,2296,61.7126,
P16,140,0.2,103,mm-bo12x5,2,12,5.0,SUCCESS,1,12,17.15,15.8571,33,2401,64.9692,
P16,140,0.2,103,mm-bo3x20,4,3,20.0,SUCCESS,1,3,16.1214,15.1143,27,2257,60.3958,
P16,140,0.2,103,mm-bo12x5,3,12,5.0,SUCCESS,1,12,17.2214,16.05,31,2411,63.952,
P16,140,0.2,105,mm-bo1x60,1,1,60.0,SUCCESS,1,1,15.4429,14.6857,24,2162,28.7875,
P16,140,0.2,103,mm-bo6x10,4,6,10.0,SUCCESS,1,6,16.3929,15.4786,29,2295,62.6297,
P16,140,0.2,104,mm-bo3x20,0,3,20.0,SUCCESS,1,3,16.1071,15.2357,28,2255,60.3412,
P16,140,0.2,104,mm-bo1x60,2,1,60.0,SUCCESS,1,1,15.65,14.8714,26,2191,54.0834,
P16,140,0.2,103,mm-bo12x5,4,12,5.0,SUCCESS,1,12,16.75,15.6429,29,2345,64.3799,
P16,140,0.2,105,mm-bo1x60,2,1,60.0,SUCCESS,1,1,15.0071,14.3286,25,2101,29.5681,
P16,140,0.2,104,mm-bo6x10,0,6,10.0,SUCCESS,1,6,16.4429,15.3357,29,2302,62.051,
P16,140,0.2,104,mm-bo3x20,1,3,20.0,SUCCESS,1,3,16.1143,15.0643,28,2256,60.6778,
P16,140,0.2,104,mm-bo12x5,0,12,5.0,SUCCESS,1,12,16.9786,15.6786,31,2377,63.9426,
P16,140,0.2,105,mm-bo1x60,0,1,60.0,SUCCESS,1,1,15.9286,14.9357,27,2230,43.7698,
P16,140,0.2,104,mm-bo6x10,1,6,10.0,SUCCESS,1,6,16.8571,15.6571,30,2360,61.8407,
P16,140,0.2,104,mm-bo12x5,1,12,5.0,SUCCESS,1,12,17.4429,16.1571,32,2442,64.2628,
P16,140,0.2,104,mm-bo3x20,2,3,20.0,SUCCESS,1,3,16.2,15.1571,26,2268,61.0157,
P16,140,0.2,104,mm-bo6x10,2,6,10.0,SUCCESS,1,6,17.0571,15.6786,30,2388,61.8508,
P16,140,0.2,104,mm-bo3x20,3,3,20.0,SUCCESS,1,3,15.6357,14.85,24,2189,59.0623,
P16,140,0.2,105,mm-bo1x60,3,1,60.0,SUCCESS,1,1,15.45,14.6,25,2163,33.4895,
P16,140,0.2,104,mm-bo12x5,2,12,5.0,SUCCESS,1,12,17.4929,16.0786,31,2449,64.2147,
P16,140,0.2,104,mm-bo6x10,3,6,10.0,SUCCESS,1,6,15.6357,14.85,24,2189,61.881,
P16,140,0.2,105,mm-bo1x60,4,1,60.0,SUCCESS,1,1,17.1571,16.0571,28,2402,35.1705,
P16,140,0.2,104,mm-bo3x20,4,3,20.0,SUCCESS,1,3,15.7714,14.7714,27,2208,60.6693,
P16,140,0.2,104,mm-bo6x10,4,6,10.0,SUCCESS,1,6,16.7571,15.6,30,2346,62.67,
P16,140,0.2,104,mm-bo12x5,3,12,5.0,SUCCESS,1,12,17.1,15.9214,31,2394,63.8316,
P16,140,0.2,105,mm-bo3x20,0,3,20.0,SUCCESS,1,3,16.05,15.2643,26,2247,61.0362,
P16,140,0.2,104,mm-bo12x5,4,12,5.0,SUCCESS,1,12,17.5429,16.3429,32,2456,64.5486,
P16,140,0.2,105,mm-bo6x10,0,6,10.0,SUCCESS,1,6,16.6071,15.3643,27,2325,62.9072,
P16,140,0.2,105,mm-bo3x20,1,3,20.0,SUCCESS,1,3,15.5571,14.7571,26,2178,60.174,
P16,140,0.2,105,mm-bo12x5,0,12,5.0,SUCCESS,1,12,16.5143,15.5357,30,2312,65.9986,
P16,140,0.2,105,mm-bo6x10,1,6,10.0,SUCCESS,1,6,16.1214,15.1286,28,2257,61.6632,
P16,140,0.2,105,mm-bo3x20,2,3,20.0,SUCCESS,1,3,14.9143,14.3,28,2088,61.3596,
P16,140,0.2,105,mm-bo12x5,1,12,5.0,SUCCESS,1,12,16.2643,15.1071,29,2277,64.6163,
P16,140,0.2,105,mm-bo6x10,2,6,10.0,SUCCESS,1,6,16.4429,15.2357,28,2302,62.6022,
P16,140,0.2,105,mm-bo12x5,2,12,5.0,SUCCESS,1,12,17.4643,16.2071,35,2445,62.9256,
P16,140,0.2,105,mm-bo3x20,3,3,20.0,SUCCESS,1,3,15.4786,14.4929,26,2167,61.7087,
P16,140,0.2,105,mm-bo6x10,3,6,10.0,SUCCESS,1,6,16.6429,15.4,28,2330,61.7992,
P16,140,0.2,105,mm-bo3x20,4,3,20.0,SUCCESS,1,3,16.6143,15.6571,29,2326,61.3564,
P16,140,0.2,105,mm-bo12x5,3,12,5.0,SUCCESS,1,12,17.7429,16.55,33,2484,63.6249,
P16,140,0.2,105,mm-bo6x10,4,6,10.0,SUCCESS,1,6,18.0286,16.7714,30,2524,62.7719,
P16,140,1.0,101,mm-bo1x60,3,1,60.0,SUCCESS,1,1,19.5571,18.2214,35,2738,46.0826,
P16,140,1.0,101,mm-bo1x60,0,1,60.0,SUCCESS,1,1,20.1214,17.4357,38,2817,62.7464,
P16,140,0.2,105,mm-bo12x5,4,12,5.0,SUCCESS,1,12,16.95,15.6857,30,2373,65.8187,
P16,140,1.0,101,mm-bo1x60,1,1,60.0,SUCCESS,1,1,14.8571,13.7786,19,2080,60.6064,
P16,140,1.0,101,mm-bo3x20,0,3,20.0,SUCCESS,1,3,22.6071,19.9071,62,3165,65.7395,
P16,140,1.0,101,mm-bo1x60,2,1,60.0,SUCCESS,1,1,15.2286,13.9929,21,2132,64.0349,
P16,140,1.0,101,mm-bo3x20,2,3,20.0,SUCCESS,1,3,15.2286,13.9929,21,2132,63.6859,
P16,140,1.0,101,mm-bo3x20,1,3,20.0,SUCCESS,1,3,14.55,13.7857,20,2037,67.8556,
P16,140,1.0,101,mm-bo1x60,4,1,60.0,SUCCESS,1,1,22.2429,19.2643,35,3114,62.8507,
P16,140,1.0,101,mm-bo3x20,4,3,20.0,SUCCESS,1,3,15.2357,13.9286,22,2133,63.7099,
P16,140,1.0,101,mm-bo3x20,3,3,20.0,SUCCESS,1,3,19.5571,18.2214,35,2738,65.0656,
P16,140,1.0,101,mm-bo6x10,0,6,10.0,SUCCESS,1,5,24.4429,21.6,73,3422,79.5177,
P16,140,1.0,101,mm-bo6x10,1,6,10.0,SUCCESS,1,6,14.55,13.7857,20,2037,74.5716,
P16,140,1.0,102,mm-bo1x60,0,1,60.0,SUCCESS,1,1,20.1214,17.4357,38,2817,62.0954,
P16,140,1.0,102,mm-bo1x60,3,1,60.0,SUCCESS,1,1,19.5571,18.2214,35,2738,44.9206,
P16,140,1.0,102,mm-bo3x20,0,3,20.0,SUCCESS,1,3,22.6071,19.9071,62,3165,63.466,
P16,140,1.0,102,mm-bo1x60,1,1,60.0,SUCCESS,1,1,14.8571,13.7786,19,2080,61.0022,
P16,140,1.0,101,mm-bo6x10,2,6,10.0,SUCCESS,1,6,15.2286,13.9929,21,2132,79.0163,
P16,140,1.0,102,mm-bo1x60,2,1,60.0,SUCCESS,1,1,15.2286,13.9929,21,2132,60.7729,
P16,140,1.0,102,mm-bo3x20,1,3,20.0,SUCCESS,1,3,14.55,13.7857,20,2037,66.5689,
P16,140,1.0,101,mm-bo6x10,3,6,10.0,SUCCESS,1,5,15.1786,14.0643,20,2125,82.298,
P16,140,1.0,102,mm-bo6x10,1,6,10.0,SUCCESS,1,5,14.55,13.7857,20,2037,70.489,
P16,140,1.0,102,mm-bo3x20,2,3,20.0,SUCCESS,1,3,15.2286,13.9929,21,2132,67.3384,
P16,140,1.0,102,mm-bo3x20,3,3,20.0,SUCCESS,1,3,19.5571,18.2214,35,2738,64.3085,
P16,140,1.0,102,mm-bo6x10,0,6,10.0,SUCCESS,1,5,24.4429,21.6,73,3422,80.3703,
P16,140,1.0,101,mm-bo6x10,4,6,10.0,SUCCESS,1,4,13.95,13.6,21,1953,87.8094,
P16,140,1.0,102,mm-bo1x60,4,1,60.0,SUCCESS,1,1,22.2429,19.2643,35,3114,62.9383,
P16,140,1.0,102,mm-bo3x20,4,3,20.0,SUCCESS,1,3,15.2357,13.9286,22,2133,65.2909,
P16,140,1.0,102,mm-bo6x10,2,6,10.0,SUCCESS,1,6,15.2286,13.9929,21,2132,78.6646,
P16,140,1.0,103,mm-bo1x60,0,1,60.0,SUCCESS,1,1,20.1214,17.4357,38,2817,63.0973,
P16,140,1.0,103,mm-bo1x60,1,1,60.0,SUCCESS,1,1,14.8571,13.7786,19,2080,60.1736,
P16,140,1.0,103,mm-bo1x60,3,1,60.0,SUCCESS,1,1,19.5571,18.2214,35,2738,46.2664,
P16,140,1.0,102,mm-bo6x10,3,6,10.0,SUCCESS,1,5,15.1786,14.0643,20,2125,79.773,
P16,140,1.0,103,mm-bo3x20,0,3,20.0,SUCCESS,1,3,21.75,18.9571,61,3045,68.4435,
P16,140,1.0,103,mm-bo1x60,2,1,60.0,SUCCESS,1,1,15.2286,13.9929,21,2132,61.1064,
P16,140,1.0,103,mm-bo3x20,1,3,20.0,SUCCESS,1,3,14.55,13.7857,20,2037,67.3154,
P16,140,1.0,103,mm-bo3x20,2,3,20.0,SUCCESS,1,3,15.2286,13.9929,21,2132,64.1402,
P16,140,1.0,103,mm-bo6x10,1,6,10.0,SUCCESS,1,5,14.55,13.7857,20,2037,71.5663,
P16,140,1.0,102,mm-bo6x10,4,6,10.0,SUCCESS,1,4,13.95,13.6,21,1953,84.3808,
P16,140,1.0,103,mm-bo6x10,0,6,10.0,SUCCESS,1,5,24.4429,21.6,73,3422,80.8299,
P16,140,1.0,103,mm-bo3x20,3,3,20.0,SUCCESS,1,3,19.5571,18.2214,35,2738,68.5781,
P16,140,1.0,101,mm-bo12x5,1,12,5.0,SUCCESS,1,8,14.55,13.7857,20,2037,136.0449,
P16,140,1.0,104,mm-bo1x60,0,1,60.0,SUCCESS,1,1,20.1214,17.4357,38,2817,60.804,
P16,140,1.0,101,mm-bo12x5,3,12,5.0,SUCCESS,1,10,14.35,13.8714,21,2009,128.2751,
P16,140,1.0,103,mm-bo1x60,4,1,60.0,SUCCESS,1,1,22.2429,19.2643,35,3114,63.2638,
P16,140,1.0,103,mm-bo6x10,2,6,10.0,SUCCESS,1,6,15.2286,13.9929,21,2132,80.2794,
P16,140,1.0,103,mm-bo3x20,4,3,20.0,SUCCESS,1,3,15.2357,13.9286,22,2133,65.1265,
P16,140,1.0,104,mm-bo3x20,0,3,20.0,SUCCESS,1,3,21.75,18.9571,61,3045,63.3352,
P16,140,1.0,101,mm-bo12x5,0,12,5.0,SUCCESS,1,6,14.8857,13.7786,22,2084,145.5709,
P16,140,1.0,101,mm-bo12x5,4,12,5.0,SUCCESS,1,8,13.95,13.6,21,1953,130.8745,
P16,140,1.0,103,mm-bo6x10,3,6,10.0,SUCCESS,1,5,14.35,13.8714,21,2009,77.5833,
P16,140,1.0,104,mm-bo1x60,1,1,60.0,SUCCESS,1,1,14.8571,13.7786,19,2080,61.9081,
P16,140,1.0,101,mm-bo12x5,2,12,5.0,SUCCESS,1,6,15.55,13.9714,23,2177,142.8935,
P16,140,1.0,104,mm-bo1x60,3,1,60.0,SUCCESS,1,1,19.5571,18.2214,35,2738,47.8784,
P16,140,1.0,104,mm-bo3x20,1,3,20.0,SUCCESS,1,3,14.55,13.7857,20,2037,65.6847,
P16,160,0.05,101,mm-bo1x60,0,1,60.0,SUCCESS,1,1,6.3375,6.1688,15,1014,7.543,
P16,140,1.0,104,mm-bo1x60,2,1,60.0,SUCCESS,1,1,15.2286,13.9929,21,2132,62.7809,
P16,140,1.0,104,mm-bo3x20,2,3,20.0,SUCCESS,1,3,15.2286,13.9929,21,2132,66.4513,
P16,140,1.0,104,mm-bo6x10,0,6,10.0,SUCCESS,1,5,24.4429,21.6,73,3422,79.8374,
P16,140,1.0,104,mm-bo6x10,1,6,10.0,SUCCESS,1,6,14.55,13.7857,20,2037,72.9055,
P16,140,1.0,103,mm-bo6x10,4,6,10.0,SUCCESS,1,4,13.95,13.6,21,1953,86.654,
P16,140,1.0,102,mm-bo12x5,1,12,5.0,SUCCESS,1,8,14.55,13.7857,20,2037,139.0295,
P16,140,1.0,102,mm-bo12x5,0,12,5.0,SUCCESS,1,6,14.8857,13.7786,22,2084,144.9003,
P16,140,1.0,102,mm-bo12x5,3,12,5.0,SUCCESS,1,10,14.35,13.8714,21,2009,128.6935,
P16,160,0.05,101,mm-bo1x60,1,1,60.0,SUCCESS,1,1,6.8875,6.6125,16,1102,5.2356,
P16,140,1.0,104,mm-bo3x20,3,3,20.0,SUCCESS,1,3,19.5571,18.2214,35,2738,64.135,
P16,140,1.0,102,mm-bo12x5,2,12,5.0,SUCCESS,1,6,15.55,13.9714,23,2177,141.4039,
P16,160,0.05,101,mm-bo1x60,3,1,60.0,SUCCESS,1,1,6.425,6.2438,14,1028,3.9833,
P16,140,1.0,104,mm-bo1x60,4,1,60.0,SUCCESS,1,1,22.2429,19.2643,35,3114,60.8902,
P16,160,0.05,101,mm-bo1x60,2,1,60.0,SUCCESS,1,1,6.15,5.9625,13,984,11.272,
P16,140,1.0,104,mm-bo6x10,2,6,10.0,SUCCESS,1,6,15.2286,13.9929,21,2132,79.4214,
P16,160,0.05,101,mm-bo3x20,0,3,20.0,SUCCESS,1,3,6.1437,6.0125,12,983,23.6384,
P16,140,1.0,102,mm-bo12x5,4,12,5.0,SUCCESS,1,8,13.95,13.6,21,1953,134.2814,
P16,140,1.0,105,mm-bo1x60,0,1,60.0,SUCCESS,1,1,20.1214,17.4357,38,2817,60.5217,
P16,160,0.05,101,mm-bo3x20,1,3,20.0,SUCCESS,1,3,6.7,6.4125,15,1072,18.513,
P16,140,1.0,104,mm-bo3x20,4,3,20.0,SUCCESS,1,3,15.2357,13.9286,22,2133,67.7478,
P16,160,0.05,101,mm-bo1x60,4,1,60.0,SUCCESS,1,1,6.7,6.4188,15,1072,6.1675,
P16,140,1.0,105,mm-bo3x20,0,3,20.0,SUCCESS,1,3,21.75,18.9571,61,3045,64.6588,
P16,160,0.05,102,mm-bo1x60,0,1,60.0,SUCCESS,1,1,6.8375,6.6,17,1094,5.8967,
P16,160,0.05,101,mm-bo3x20,3,3,20.0,SUCCESS,1,3,6.4125,6.1875,14,1026,15.2717,
P16,140,1.0,105,mm-bo1x60,1,1,60.0,SUCCESS,1,1,14.8571,13.7786,19,2080,60.6256,
P16,140,1.0,104,mm-bo6x10,3,6,10.0,SUCCESS,1,5,15.1786,14.0643,20,2125,81.1137,
P16,140,1.0,105,mm-bo1x60,3,1,60.0,SUCCESS,1,1,19.5571,18.2214,35,2738,48.6269,
P16,160,0.05,101,mm-bo3x20,2,3,20.0,SUCCESS,1,3,6.15,5.9625,13,984,24.0505,
P16,160,0.05,102,mm-bo1x60,1,1,60.0,SUCCESS,1,1,6.2188,5.9813,15,995,6.2867,
P16,160,0.05,102,mm-bo1x60,2,1,60.0,SUCCESS,1,1,6.675,6.4688,16,1068,6.1186,
P16,140,1.0,103,mm-bo12x5,1,12,5.0,SUCCESS,1,8,14.55,13.7857,20,2037,138.3704,
P16,140,1.0,105,mm-bo3x20,1,3,20.0,SUCCESS,1,3,14.55,13.7857,20,2037,65.7628,
P16,140,1.0,103,mm-bo12x5,0,12,5.0,SUCCESS,1,6,14.8857,13.7786,22,2084,144.3324,
P16,160,0.05,102,mm-bo1x60,3,1,60.0,SUCCESS,1,1,7.0125,6.7687,17,1122,3.7544,
P16,140,1.0,104,mm-bo6x10,4,6,10.0,SUCCESS,1,4,13.95,13.6,21,1953,84.7232,
P16,160,0.05,102,mm-bo3x20,0,3,20.0,SUCCESS,1,3,5.8688,5.7625,12,939,18.1028,
P16,140,1.0,105,mm-bo1x60,2,1,60.0,SUCCESS,1,1,15.2286,13.9929,21,2132,60.9587,
P16,140,1.0,103,mm-bo12x5,3,12,5.0,SUCCESS,1,10,14.35,13.8714,21,2009,124.9968,
P16,160,0.05,101,mm-bo3x20,4,3,20.0,SUCCESS,1,3,5.925,5.7875,13,948,24.0462,
P16,160,0.05,102,mm-bo3x20,1,3,20.0,SUCCESS,1,3,6.2188,5.9813,15,995,16.6839,
P16,140,1.0,105,mm-bo6x10,0,6,10.0,SUCCESS,1,5,24.4429,21.6,73,3422,79.9713,
P16,140,1.0,103,mm-bo12x5,2,12,5.0,SUCCESS,1,6,15.55,13.9714,23,2177,140.9581,
P16,160,0.05,102,mm-bo1x60,4,1,60.0,SUCCESS,1,1,5.8438,5.6688,13,935,5.3643,
P16,140,1.0,105,mm-bo6x10,1,6,10.0,SUCCESS,1,6,14.55,13.7857,20,2037,71.3862,
P16,160,0.05,103,mm-bo1x60,0,1,60.0,SUCCESS,1,1,6.65,6.4938,15,1064,4.9009,
P16,160,0.05,101,mm-bo6x10,0,6,10.0,SUCCESS,1,6,6.1437,6.0125,12,983,48.5179,
P16,140,1.0,105,mm-bo3x20,3,3,20.0,SUCCESS,1,3,19.5571,18.2214,35,2738,64.5751,
P16,140,1.0,105,mm-bo3x20,2,3,20.0,SUCCESS,1,3,15.2286,13.9929,21,2132,67.1674,
P16,160,0.05,101,mm-bo6x10,1,6,10.0,SUCCESS,1,6,6.0875,5.9375,13,974,46.0231,
P16,160,0.05,101,mm-bo6x10,3,6,10.0,SUCCESS,1,6,6.2,6.0062,14,992,35.6204,
P16,140,1.0,105,mm-bo1x60,4,1,60.0,SUCCESS,1,1,22.2429,19.2643,35,3114,62.4097,
P16,160,0.05,102,mm-bo3x20,2,3,20.0,SUCCESS,1,3,6.4813,6.2313,15,1037,19.0015,
P16,140,1.0,103,mm-bo12x5,4,12,5.0,SUCCESS,1,8,13.95,13.6,21,1953,132.9605,
P16,160,0.05,103,mm-bo1x60,2,1,60.0,SUCCESS,1,1,7.2062,6.925,17,1153,3.7282,
P16,160,0.05,102,mm-bo3x20,3,3,20.0,SUCCESS,1,3,5.7687,5.6375,12,923,15.1963,
P16,160,0.05,103,mm-bo1x60,1,1,60.0,SUCCESS,1,1,6.2938,6.1437,14,1007,7.0232,
P16,140,1.0,105,mm-bo3x20,4,3,20.0,SUCCESS,1,3,15.2357,13.9286,22,2133,64.1381,
P16,160,0.05,101,mm-bo6x10,2,6,10.0,SUCCESS,1,6,6.1188,5.9437,14,979,45.9704,
P16,160,0.05,103,mm-bo1x60,3,1,60.0,SUCCESS,1,1,6.7,6.4125,15,1072,4.8848,
P16,160,0.05,102,mm-bo3x20,4,3,20.0,SUCCESS,1,3,5.8438,5.6688,13,935,15.8532,
P16,160,0.05,102,mm-bo6x10,1,6,10.0,SUCCESS,1,6,6.2188,5.9813,15,995,27.8881,
P16,160,0.05,103,mm-bo3x20,0,3,20.0,SUCCESS,1,3,6.5062,6.25,14,1041,15.2907,
P16,140,1.0,105,mm-bo6x10,2,6,10.0,SUCCESS,1,6,15.2286,13.9929,21,2132,77.847,
P16,160,0.05,101,mm-bo12x5,0,12,5.0,SUCCESS,1,12,6.4125,6.2062,14,1026,60.9102,
P16,160,0.05,103,mm-bo1x60,4,1,60.0,SUCCESS,1,1,6.3812,6.2812,14,1021,11.1833,
P16,160,0.05,104,mm-bo1x60,0,1,60.0,SUCCESS,1,1,6.4,6.1688,14,1024,8.9073,
P16,160,0.05,103,mm-bo3x20,2,3,20.0,SUCCESS,1,3,6.45,6.2188,14,1032,15.9639,
P16,160,0.05,103,mm-bo3x20,1,3,20.0,SUCCESS,1,3,6.2938,6.1437,14,1007,18.8752,
P16,160,0.05,101,mm-bo6x10,4,6,10.0,SUCCESS,1,6,5.925,5.7875,13,948,45.5522,
P16,160,0.05,102,mm-bo6x10,0,6,10.0,SUCCESS,1,6,5.8688,5.7625,12,939,41.4506,
P16,160,0.05,101,mm-bo12x5,1,12,5.0,SUCCESS,1,12,6.275,6.0812,13,1004,61.1565,
P16,140,1.0,105,mm-bo6x10,3,6,10.0,SUCCESS,1,5,15.1786,14.0643,20,2125,82.3906,
P16,160,0.05,104,mm-bo1x60,1,1,60.0,SUCCESS,1,1,6.675,6.5,15,1068,8.345,
P16,160,0.05,103,mm-bo3x20,3,3,20.0,SUCCESS,1,3,6.3375,6.125,13,1014,16.8127,
P16,160,0.05,102,mm-bo6x10,3,6,10.0,SUCCESS,1,6,5.725,5.525,13,916,31.3075,
P16,140,1.0,104,mm-bo12x5,0,12,5.0,SUCCESS,1,6,14.8857,13.7786,22,2084,143.4116,
P16,160,0.05,104,mm-bo1x60,3,1,60.0,SUCCESS,1,1,7.5125,7.25,16,1202,4.6582,
P16,160,0.05,101,mm-bo12x5,2,12,5.0,SUCCESS,1,12,6.3812,6.1875,13,1021,60.7064,
P16,160,0.05,102,mm-bo6x10,4,6,10.0,SUCCESS,1,6,5.8438,5.6688,13,935,29.6911,
P16,140,1.0,104,mm-bo12x5,1,12,5.0,SUCCESS,1,8,14.55,13.7857,20,2037,136.1536,
P16,160,0.05,102,mm-bo6x10,2,6,10.0,SUCCESS,1,6,6.0125,5.875,13,962,40.3102,
P16,160,0.05,103,mm-bo3x20,4,3,20.0,SUCCESS,1,3,6.3812,6.2812,14,1021,21.5753,
P16,140,1.0,105,mm-bo6x10,4,6,10.0,SUCCESS,1,4,13.95,13.6,21,1953,85.4246,
P16,160,0.05,104,mm-bo1x60,2,1,60.0,SUCCESS,1,1,6.7625,6.55,15,1082,9.8996,
P16,160,0.05,101,mm-bo12x5,3,12,5.0,SUCCESS,1,12,6.4125,6.1875,14,1026,58.4409,
P16,160,0.05,104,mm-bo1x60,4,1,60.0,SUCCESS,1,1,6.4437,6.2188,14,1031,9.2085,
P16,160,0.05,105,mm-bo1x60,0,1,60.0,SUCCESS,1,1,7.1875,6.9625,16,1150,6.7629,
P16,160,0.05,104,mm-bo3x20,0,3,20.0,SUCCESS,1,3,6.4,6.1688,14,1024,21.3234,
P16,160,0.05,105,mm-bo1x60,1,1,60.0,SUCCESS,1,1,7.0687,6.8812,16,1131,4.9463,
P16,140,1.0,104,mm-bo12x5,3,12,5.0,SUCCESS,1,10,14.35,13.8714,21,2009,128.15,
P16,160,0.05,103,mm-bo6x10,0,6,10.0,SUCCESS,1,6,6.0438,5.85,13,967,34.3624,
P16,160,0.05,103,mm-bo6x10,2,6,10.0,SUCCESS,1,6,6.175,6.0438,13,988,32.2522,
P16,160,0.05,104,mm-bo3x20,3,3,20.0,SUCCESS,1,3,7.0125,6.8187,15,1122,14.6835,
P16,140,1.0,104,mm-bo12x5,2,12,5.0,SUCCESS,1,6,15.55,13.9714,23,2177,140.46,
P16,160,0.05,101,mm-bo12x5,4,12,5.0,SUCCESS,1,12,6.1875,6.0563,13,990,59.5669,
P16,160,0.05,105,mm-bo1x60,2,1,60.0,SUCCESS,1,1,7.675,7.375,18,1228,5.095,
P16,160,0.05,104,mm-bo3x20,1,3,20.0,SUCCESS,1,3,6.4938,6.2625,13,1039,23.2888,
P16,160,0.05,103,mm-bo6x10,1,6,10.0,SUCCESS,1,6,6.2938,6.1437,14,1007,35.5007,
P16,160,0.05,105,mm-bo1x60,3,1,60.0,SUCCESS,1,1,7.2875,6.9938,17,1166,4.8973,
P16,160,0.05,102,mm-bo12x5,0,12,5.0,SUCCESS,1,12,5.9188,5.7812,12,947,59.7223,
P16,160,0.05,102,mm-bo12x5,1,12,5.0,SUCCESS,1,12,6.15,5.9625,14,984,56.0527,
P16,160,0.05,104,mm-bo3x20,2,3,20.0,SUCCESS,1,3,6.4062,6.25,15,1025,22.2519,
P16,160,0.05,103,mm-bo6x10,3,6,10.0,SUCCESS,1,6,6.1937,6.05,14,991,35.5189,
P16,160,0.05,105,mm-bo1x60,4,1,60.0,SUCCESS,1,1,6.8187,6.5312,16,1091,6.3493,
P16,160,0.05,102,mm-bo12x5,2,12,5.0,SUCCESS,1,12,6.0125,5.875,13,962,56.9776,
P16,140,1.0,104,mm-bo12x5,4,12,5.0,SUCCESS,1,8,13.95,13.6,21,1953,132.9697,
P16,160,0.05,103,mm-bo6x10,4,6,10.0,SUCCESS,1,6,6.325,6.0938,14,1012,39.0165,
P16,160,0.05,104,mm-bo3x20,4,3,20.0,SUCCESS,1,3,6.4437,6.2188,14,1031,25.4515,
Z12,100,0.2,101,mm-bo1x60,0,1,60.0,SUCCESS,1,1,7.99,7.49,14,799,12.0151,
P16,160,0.05,102,mm-bo12x5,3,12,5.0,SUCCESS,1,12,5.7687,5.6375,12,923,56.0132,
P16,160,0.05,105,mm-bo3x20,1,3,20.0,SUCCESS,1,3,6.6,6.4375,15,1056,21.6226,
P16,160,0.05,105,mm-bo3x20,0,3,20.0,SUCCESS,1,3,6.4,6.225,13,1024,25.0559,
P16,160,0.05,104,mm-bo6x10,0,6,10.0,SUCCESS,1,6,6.4,6.1688,14,1024,40.5147,
Z12,100,0.2,101,mm-bo1x60,1,1,60.0,SUCCESS,1,1,7.84,7.47,13,784,11.4296,
P16,160,0.05,105,mm-bo3x20,2,3,20.0,SUCCESS,1,3,6.5812,6.4313,14,1053,22.6026,
P16,160,0.05,102,mm-bo12x5,4,12,5.0,SUCCESS,1,12,5.8438,5.6688,13,935,57.8758,
P16,160,0.05,105,mm-bo3x20,3,3,20.0,SUCCESS,1,3,6.8125,6.6063,14,1090,22.8274,
P16,160,0.05,104,mm-bo6x10,1,6,10.0,SUCCESS,1,6,6.4313,6.2125,14,1029,42.0305,
P16,160,0.05,104,mm-bo6x10,3,6,10.0,SUCCESS,1,6,6.475,6.2812,15,1036,37.4908,
P16,160,0.05,103,mm-bo12x5,0,12,5.0,SUCCESS,1,12,6.2625,6.0375,15,1002,59.5798,
