topo,n,p,inst_seed,arm,base_seed,K,per_run_s,status,success,n_success,acl,acl_spur,max_chain,qubits,time,err
Z12,160,0.05,101,mm-bo12x5,4,12,5.0,SUCCESS,1,12,5.0125,4.85,12,802,54.815,
Z12,160,0.05,104,mm-bo3x20,0,3,20.0,SUCCESS,1,3,5.075,4.9125,10,812,20.4757,
Z12,160,0.05,104,mm-bo3x20,1,3,20.0,SUCCESS,1,3,4.9125,4.7625,10,786,18.3887,
Z12,160,0.05,105,mm-bo1x60,2,1,60.0,SUCCESS,1,1,5.2125,5.0938,11,834,5.5387,
Z12,140,1.0,104,mm-bo12x5,1,12,5.0,SUCCESS,1,1,23.9643,19.6357,51,3355,145.5187,
Z12,160,0.05,104,mm-bo3x20,2,3,20.0,SUCCESS,1,3,5.2812,5.1437,11,845,19.2349,
Z12,140,1.0,105,mm-bo6x10,4,6,10.0,SUCCESS,1,3,22.9,19.1929,49,3206,83.8598,
Z12,160,0.05,104,mm-bo3x20,3,3,20.0,SUCCESS,1,3,5.2125,5.025,11,834,16.5192,
Z12,160,0.05,104,mm-bo3x20,4,3,20.0,SUCCESS,1,3,5.4625,5.2875,12,874,14.6825,
Z12,160,0.05,103,mm-bo6x10,3,6,10.0,SUCCESS,1,6,5.0625,4.9375,11,810,29.078,
Z12,140,1.0,104,mm-bo12x5,3,12,5.0,SUCCESS,1,4,23.9571,19.5643,51,3354,130.4664,
Z12,160,0.05,105,mm-bo1x60,3,1,60.0,SUCCESS,1,1,5.6188,5.3937,13,899,5.356,
Z12,140,1.0,104,mm-bo12x5,0,12,5.0,FAILURE,0,0,,,,,155.5149,status=FAILURE
Z12,160,0.05,102,mm-bo12x5,1,12,5.0,SUCCESS,1,12,4.7938,4.6562,10,767,54.9515,
Z12,160,0.05,105,mm-bo1x60,4,1,60.0,SUCCESS,1,1,5.7125,5.5,12,914,4.8789,
Z12,160,0.05,103,mm-bo6x10,4,6,10.0,SUCCESS,1,6,5.0625,4.875,11,810,30.1468,
Z12,140,1.0,104,mm-bo12x5,2,12,5.0,FAILURE,0,0,,,,,148.5345,status=FAILURE
Z12,160,0.05,105,mm-bo3x20,1,3,20.0,SUCCESS,1,3,5.2812,5.15,12,845,15.8482,
Z12,160,0.05,102,mm-bo12x5,2,12,5.0,SUCCESS,1,12,4.725,4.5687,10,756,53.8867,
Z12,160,0.05,104,mm-bo6x10,1,6,10.0,SUCCESS,1,6,4.9125,4.7625,10,786,29.141,
Z12,160,0.05,105,mm-bo3x20,0,3,20.0,SUCCESS,1,3,5.5375,5.3375,12,886,20.0129,
Z12,160,0.05,102,mm-bo12x5,3,12,5.0,SUCCESS,1,12,4.6937,4.5187,11,751,52.4367,
Z12,160,0.05,105,mm-bo3x20,3,3,20.0,SUCCESS,1,3,5.5938,5.4,12,895,13.9108,
Z12,160,0.05,105,mm-bo3x20,2,3,20.0,SUCCESS,1,3,5.2125,5.0938,11,834,17.3707,
Z12,160,0.05,102,mm-bo12x5,4,12,5.0,SUCCESS,1,12,4.8063,4.6688,10,769,52.1252,
Z12,160,0.05,105,mm-bo3x20,4,3,20.0,SUCCESS,1,3,5.5,5.2375,12,880,13.3797,
Z12,160,0.05,104,mm-bo6x10,0,6,10.0,SUCCESS,1,6,5.075,4.9125,10,812,35.1275,
Z12,160,0.05,104,mm-bo6x10,4,6,10.0,SUCCESS,1,6,5.1688,5.0125,11,827,30.1084,
Z12,160,0.05,103,mm-bo12x5,1,12,5.0,SUCCESS,1,12,4.925,4.7625,11,788,52.0295,
Z12,160,0.05,103,mm-bo12x5,0,12,5.0,SUCCESS,1,12,4.9,4.7438,10,784,53.9333,
Z12,160,0.05,104,mm-bo6x10,2,6,10.0,SUCCESS,1,6,5.2812,5.1437,11,845,35.8139,
Z12,140,1.0,104,mm-bo12x5,4,12,5.0,SUCCESS,1,1,27.7929,21.1714,53,3891,141.516,
Z12,160,0.05,104,mm-bo6x10,3,6,10.0,SUCCESS,1,6,5.2125,5.025,11,834,34.6684,
Z12,160,0.05,103,mm-bo12x5,2,12,5.0,SUCCESS,1,12,4.9562,4.8312,10,793,52.1811,
Z12,160,0.05,105,mm-bo6x10,1,6,10.0,SUCCESS,1,6,5.2812,5.15,12,845,31.1269,
Z12,160,0.05,103,mm-bo12x5,4,12,5.0,SUCCESS,1,12,5.0625,4.875,11,810,53.2101,
Z12,160,0.05,103,mm-bo12x5,3,12,5.0,SUCCESS,1,12,4.9625,4.7625,11,794,55.5339,
Z12,160,0.05,105,mm-bo6x10,3,6,10.0,SUCCESS,1,6,5.1562,4.9938,11,825,30.407,
Z12,160,0.05,105,mm-bo6x10,0,6,10.0,SUCCESS,1,6,5.2438,5.0938,10,839,38.7019,
Z12,160,0.05,105,mm-bo6x10,4,6,10.0,SUCCESS,1,6,5.5,5.2375,12,880,27.5819,
Z12,160,0.05,105,mm-bo6x10,2,6,10.0,SUCCESS,1,6,5.2125,5.0938,11,834,34.2709,
Z12,160,0.05,104,mm-bo12x5,1,12,5.0,SUCCESS,1,12,5.0875,4.8937,11,814,54.0974,
Z12,160,0.05,104,mm-bo12x5,0,12,5.0,SUCCESS,1,12,5.0938,4.9562,10,815,57.2922,
Z12,140,1.0,105,mm-bo12x5,1,12,5.0,SUCCESS,1,1,23.9643,19.6357,51,3355,140.6274,
Z12,160,0.05,104,mm-bo12x5,2,12,5.0,SUCCESS,1,12,5.175,4.9875,11,828,55.3771,
Z12,160,0.05,104,mm-bo12x5,4,12,5.0,SUCCESS,1,12,5.3625,5.2,12,858,51.1947,
Z12,140,1.0,105,mm-bo12x5,3,12,5.0,SUCCESS,1,4,23.9571,19.5643,51,3354,128.2086,
Z12,140,1.0,105,mm-bo12x5,0,12,5.0,FAILURE,0,0,,,,,151.776,status=FAILURE
Z12,160,0.05,104,mm-bo12x5,3,12,5.0,SUCCESS,1,12,5.0563,4.875,11,809,55.0433,
Z12,160,0.05,105,mm-bo12x5,1,12,5.0,SUCCESS,1,12,5.2812,5.15,12,845,54.0281,
Z12,160,0.05,105,mm-bo12x5,0,12,5.0,SUCCESS,1,12,5.2438,5.0938,10,839,58.1428,
Z12,140,1.0,105,mm-bo12x5,2,12,5.0,FAILURE,0,0,,,,,143.9951,status=FAILURE
Z12,160,0.05,105,mm-bo12x5,3,12,5.0,SUCCESS,1,12,5.2687,5.0625,11,843,53.3988,
Z12,160,0.05,105,mm-bo12x5,2,12,5.0,SUCCESS,1,12,5.2125,5.0938,11,834,57.6241,
Z12,140,1.0,105,mm-bo12x5,4,12,5.0,SUCCESS,1,1,27.7929,21.1714,53,3891,135.8769,
Z12,160,0.05,105,mm-bo12x5,4,12,5.0,SUCCESS,1,12,5.1,4.925,12,816,54.5127,
