cell,n,p,inst_seed,algo_seed,stage,acl,acl_best,time_cum
P16:140:0.2,140,0.2,102,15,q5,17.9143,17.9143,41.0
P16:140:0.2,140,0.2,102,15,q6,18.15,17.9143,49.04
P16:140:0.2,140,0.2,102,15,q7,17.1143,17.1143,57.05
P16:140:0.2,140,0.2,102,15,q8,17.0429,17.0429,64.94
P16:140:0.2,140,0.2,102,15,spur,15.7357,15.7357,65.41
P16:140:0.2,140,0.2,103,0,q0legal,21.7,21.7,3.57
P16:140:0.2,140,0.2,103,0,q1,19.5786,19.5786,10.86
P16:140:0.2,140,0.2,103,0,q2,19.3357,19.3357,18.54
P16:140:0.2,140,0.2,103,0,q3,19.3857,19.3357,26.04
P16:140:0.2,140,0.2,103,0,q4,19.3357,19.3357,33.56
P16:140:0.2,140,0.2,103,0,q5,19.8071,19.3357,41.35
P16:140:0.2,140,0.2,103,0,q6,19.7643,19.3357,48.47
P16:140:0.2,140,0.2,103,0,q7,19.8357,19.3357,55.67
P16:140:0.2,140,0.2,103,0,q8,19.8214,19.3357,62.92
P16:140:0.2,140,0.2,103,0,spur,17.7571,17.7571,63.46
P16:140:0.2,140,0.2,103,1,q0legal,21.2286,21.2286,2.81
P16:140:0.2,140,0.2,103,1,q1,17.9786,17.9786,9.94
P16:140:0.2,140,0.2,103,1,q2,16.9714,16.9714,17.96
P16:140:0.2,140,0.2,103,1,q3,16.5429,16.5429,25.79
P16:140:0.2,140,0.2,103,1,q4,16.5429,16.5429,32.98
P16:140:0.2,140,0.2,103,1,q5,16.9643,16.5429,41.39
P16:140:0.2,140,0.2,103,1,q6,16.95,16.5429,49.07
P16:140:0.2,140,0.2,103,1,q7,16.95,16.5429,56.71
P16:140:0.2,140,0.2,103,1,q8,16.9214,16.5429,64.28
P16:140:0.2,140,0.2,103,1,spur,15.3286,15.3286,64.66
P16:140:0.2,140,0.2,103,2,q0legal,26.7929,26.7929,4.05
P16:140:0.2,140,0.2,103,2,q1,23.6214,23.6214,11.1
P16:140:0.2,140,0.2,103,2,q2,24.2286,23.6214,18.63
P16:140:0.2,140,0.2,103,2,q3,21.1857,21.1857,25.93
P16:140:0.2,140,0.2,103,2,q4,21.1786,21.1786,33.83
P16:140:0.2,140,0.2,103,2,q5,20.45,20.45,41.87
P16:140:0.2,140,0.2,103,2,q6,19.5571,19.5571,49.41
P16:140:0.2,140,0.2,103,2,q7,18.55,18.55,56.5
P16:140:0.2,140,0.2,103,2,q8,17.6857,17.6857,64.64
P16:140:0.2,140,0.2,103,2,spur,16.1571,16.1571,65.18
P16:140:0.2,140,0.2,103,3,q0legal,28.75,28.75,3.56
P16:140:0.2,140,0.2,103,3,q1,21.6,21.6,10.87
P16:140:0.2,140,0.2,103,3,q2,19.7857,19.7857,18.82
P16:140:0.2,140,0.2,103,3,q3,19.8643,19.7857,26.63
P16:140:0.2,140,0.2,103,3,q4,19.45,19.45,34.39
P16:140:0.2,140,0.2,103,3,q5,18.6214,18.6214,41.59
P16:140:0.2,140,0.2,103,3,q6,17.8214,17.8214,49.26
P16:140:0.2,140,0.2,103,3,q7,17.7643,17.7643,56.5
P16:140:0.2,140,0.2,103,3,q8,18.1286,17.7643,63.78
P16:140:0.2,140,0.2,103,3,spur,16.4571,16.4571,64.23
P16:140:0.2,140,0.2,103,4,q0legal,19.9786,19.9786,3.03
P16:140:0.2,140,0.2,103,4,q1,17.6214,17.6214,10.37
P16:140:0.2,140,0.2,103,4,q2,17.3929,17.3929,17.79
P16:140:0.2,140,0.2,103,4,q3,16.4357,16.4357,25.59
P16:140:0.2,140,0.2,103,4,q4,16.2571,16.2571,33.01
P16:140:0.2,140,0.2,103,4,q5,16.2071,16.2071,42.07
P16:140:0.2,140,0.2,103,4,q6,16.3357,16.2071,49.32
P16:140:0.2,140,0.2,103,4,q7,16.3071,16.2071,56.43
P16:140:0.2,140,0.2,103,4,q8,16.0286,16.0286,64.53
P16:140:0.2,140,0.2,103,4,spur,15.0,15.0,64.81
P16:140:0.2,140,0.2,103,5,q0legal,19.7643,19.7643,3.53
P16:140:0.2,140,0.2,103,5,q1,17.3,17.3,10.94
P16:140:0.2,140,0.2,103,5,q2,16.6857,16.6857,18.83
P16:140:0.2,140,0.2,103,5,q3,16.6643,16.6643,26.15
P16:140:0.2,140,0.2,103,5,q4,16.7429,16.6643,34.14
P16:140:0.2,140,0.2,103,5,q5,16.7429,16.6643,41.31
P16:140:0.2,140,0.2,103,5,q6,16.7357,16.6643,48.76
P16:140:0.2,140,0.2,103,5,q7,16.7071,16.6643,57.0
P16:140:0.2,140,0.2,103,5,q8,16.7071,16.6643,64.61
P16:140:0.2,140,0.2,103,5,spur,15.5214,15.5214,64.92
P16:140:0.2,140,0.2,103,6,q0legal,23.7643,23.7643,4.03
P16:140:0.2,140,0.2,103,6,q1,20.1786,20.1786,11.94
P16:140:0.2,140,0.2,103,6,q2,18.8,18.8,20.21
P16:140:0.2,140,0.2,103,6,q3,18.8143,18.8,27.61
P16:140:0.2,140,0.2,103,6,q4,18.7071,18.7071,35.44
P16:140:0.2,140,0.2,103,6,q5,18.9071,18.7071,42.93
P16:140:0.2,140,0.2,103,6,q6,18.1214,18.1214,50.51
P16:140:0.2,140,0.2,103,6,q7,17.55,17.55,57.76
P16:140:0.2,140,0.2,103,6,q8,17.5214,17.5214,65.55
P16:140:0.2,140,0.2,103,6,spur,16.1214,16.1214,66.04
P16:140:0.2,140,0.2,103,7,q0legal,24.0857,24.0857,2.71
P16:140:0.2,140,0.2,103,7,q1,19.75,19.75,10.68
P16:140:0.2,140,0.2,103,7,q2,19.1214,19.1214,17.87
P16:140:0.2,140,0.2,103,7,q3,18.7286,18.7286,25.72
P16:140:0.2,140,0.2,103,7,q4,17.8643,17.8643,33.76
P16:140:0.2,140,0.2,103,7,q5,17.8286,17.8286,41.8
P16:140:0.2,140,0.2,103,7,q6,17.6643,17.6643,49.32
P16:140:0.2,140,0.2,103,7,q7,17.55,17.55,56.92
P16:140:0.2,140,0.2,103,7,q8,16.8357,16.8357,64.56
P16:140:0.2,140,0.2,103,7,spur,15.3143,15.3143,64.92
P16:140:0.2,140,0.2,103,8,q0legal,26.6143,26.6143,4.82
P16:140:0.2,140,0.2,103,8,q1,22.3214,22.3214,12.4
P16:140:0.2,140,0.2,103,8,q2,19.9214,19.9214,20.4
P16:140:0.2,140,0.2,103,8,q3,20.0786,19.9214,28.05
P16:140:0.2,140,0.2,103,8,q4,18.5429,18.5429,35.27
P16:140:0.2,140,0.2,103,8,q5,18.1643,18.1643,42.76
P16:140:0.2,140,0.2,103,8,q6,16.9643,16.9643,50.05
P16:140:0.2,140,0.2,103,8,q7,17.1143,16.9643,57.24
P16:140:0.2,140,0.2,103,8,q8,17.0714,16.9643,64.76
P16:140:0.2,140,0.2,103,8,spur,15.8429,15.8429,65.08
P16:140:0.2,140,0.2,103,9,q0legal,19.1071,19.1071,2.34
P16:140:0.2,140,0.2,103,9,q1,18.4,18.4,9.48
P16:140:0.2,140,0.2,103,9,q2,18.2286,18.2286,17.27
P16:140:0.2,140,0.2,103,9,q3,17.7714,17.7714,24.92
P16:140:0.2,140,0.2,103,9,q4,17.3929,17.3929,32.77
P16:140:0.2,140,0.2,103,9,q5,17.55,17.3929,39.85
P16:140:0.2,140,0.2,103,9,q6,16.6357,16.6357,47.78
P16:140:0.2,140,0.2,103,9,q7,16.7429,16.6357,55.12
P16:140:0.2,140,0.2,103,9,q8,16.35,16.35,62.63
P16:140:0.2,140,0.2,103,9,spur,15.2214,15.2214,62.94
P16:140:0.2,140,0.2,103,11,q0legal,22.3357,22.3357,2.38
P16:140:0.2,140,0.2,103,11,q1,18.8929,18.8929,9.93
P16:140:0.2,140,0.2,103,11,q2,17.7429,17.7429,17.68
P16:140:0.2,140,0.2,103,11,q3,17.8143,17.7429,24.84
P16:140:0.2,140,0.2,103,11,q4,17.1714,17.1714,31.92
P16:140:0.2,140,0.2,103,11,q5,16.9571,16.9571,39.09
P16:140:0.2,140,0.2,103,11,q6,16.9429,16.9429,46.77
P16:140:0.2,140,0.2,103,11,q7,16.8929,16.8929,54.42
P16:140:0.2,140,0.2,103,11,q8,16.8857,16.8857,62.14
P16:140:0.2,140,0.2,103,11,spur,15.6286,15.6286,62.56
P16:140:0.2,140,0.2,103,10,q0legal,28.7857,28.7857,4.1
P16:140:0.2,140,0.2,103,10,q1,21.7071,21.7071,11.79
P16:140:0.2,140,0.2,103,10,q2,21.2929,21.2929,19.66
P16:140:0.2,140,0.2,103,10,q3,20.3571,20.3571,27.14
P16:140:0.2,140,0.2,103,10,q4,18.95,18.95,34.59
P16:140:0.2,140,0.2,103,10,q5,19.0143,18.95,41.79
P16:140:0.2,140,0.2,103,10,q6,19.4929,18.95,49.28
P16:140:0.2,140,0.2,103,10,q7,19.4857,18.95,56.7
P16:140:0.2,140,0.2,103,10,q8,18.2929,18.2929,63.82
P16:140:0.2,140,0.2,103,10,spur,16.7214,16.7214,64.3
P16:140:0.2,140,0.2,103,12,q0legal,29.7071,29.7071,3.53
P16:140:0.2,140,0.2,103,12,q1,23.6429,23.6429,10.77
P16:140:0.2,140,0.2,103,12,q2,23.0929,23.0929,17.9
P16:140:0.2,140,0.2,103,12,q3,23.1071,23.0929,26.3
P16:140:0.2,140,0.2,103,12,q4,22.4714,22.4714,34.02
P16:140:0.2,140,0.2,103,12,q5,22.6286,22.4714,41.25
P16:140:0.2,140,0.2,103,12,q6,20.1714,20.1714,49.06
P16:140:0.2,140,0.2,103,12,q7,20.1857,20.1714,56.91
P16:140:0.2,140,0.2,103,12,q8,18.5571,18.5571,64.85
P16:140:0.2,140,0.2,103,12,spur,17.1429,17.1429,65.18
P16:140:0.2,140,0.2,103,14,q0legal,27.6429,27.6429,2.97
P16:140:0.2,140,0.2,103,14,q1,22.6143,22.6143,10.21
P16:140:0.2,140,0.2,103,14,q2,22.3214,22.3214,17.23
P16:140:0.2,140,0.2,103,14,q3,20.9857,20.9857,24.39
P16:140:0.2,140,0.2,103,14,q4,19.1143,19.1143,31.44
P16:140:0.2,140,0.2,103,14,q5,19.5,19.1143,38.91
P16:140:0.2,140,0.2,103,14,q6,19.1,19.1,46.26
P16:140:0.2,140,0.2,103,14,q7,18.15,18.15,53.48
P16:140:0.2,140,0.2,103,14,q8,18.2714,18.15,60.75
P16:140:0.2,140,0.2,103,14,spur,16.6357,16.6357,61.18
P16:140:0.2,140,0.2,103,13,q0legal,26.4,26.4,3.01
P16:140:0.2,140,0.2,103,13,q1,22.0429,22.0429,10.71
P16:140:0.2,140,0.2,103,13,q2,22.0214,22.0214,18.6
P16:140:0.2,140,0.2,103,13,q3,19.9286,19.9286,26.46
P16:140:0.2,140,0.2,103,13,q4,17.9571,17.9571,33.84
P16:140:0.2,140,0.2,103,13,q5,17.9429,17.9429,41.25
P16:140:0.2,140,0.2,103,13,q6,17.9429,17.9429,48.74
P16:140:0.2,140,0.2,103,13,q7,17.9429,17.9429,55.94
P16:140:0.2,140,0.2,103,13,q8,17.9429,17.9429,63.65
P16:140:0.2,140,0.2,103,13,spur,16.3786,16.3786,64.04
P16:140:0.2,140,0.2,103,15,q0legal,23.3429,23.3429,3.01
P16:140:0.2,140,0.2,103,15,q1,19.4643,19.4643,11.25
P16:140:0.2,140,0.2,103,15,q2,18.8357,18.8357,19.36
P16:140:0.2,140,0.2,103,15,q3,17.7214,17.7214,26.56
P16:140:0.2,140,0.2,103,15,q4,17.8929,17.7214,34.16
P16:140:0.2,140,0.2,103,15,q5,17.25,17.25,42.26
P16:140:0.2,140,0.2,103,15,q6,16.9643,16.9643,50.0
P16:140:0.2,140,0.2,103,15,q7,16.4143,16.4143,57.33
P16:140:0.2,140,0.2,103,15,q8,16.4786,16.4143,64.59
P16:140:0.2,140,0.2,103,15,spur,15.3929,15.3929,64.79
P16:100:0.5,100,0.5,101,0,q0legal,12.62,12.62,1.98
P16:100:0.5,100,0.5,101,0,q1,12.71,12.62,9.35
P16:100:0.5,100,0.5,101,0,q2,12.77,12.62,16.6
P16:100:0.5,100,0.5,101,0,q3,14.49,12.62,23.89
P16:100:0.5,100,0.5,101,0,q4,14.54,12.62,31.86
P16:100:0.5,100,0.5,101,0,q5,15.24,12.62,39.67
P16:100:0.5,100,0.5,101,0,q6,14.01,12.62,47.31
P16:100:0.5,100,0.5,101,0,q7,13.97,12.62,55.3
P16:100:0.5,100,0.5,101,0,q8,14.35,12.62,62.99
P16:100:0.5,100,0.5,101,0,spur,12.18,12.18,63.11
P16:100:0.5,100,0.5,101,1,q0legal,15.62,15.62,4.29
P16:100:0.5,100,0.5,101,1,q1,15.29,15.29,11.39
P16:100:0.5,100,0.5,101,1,q2,14.89,14.89,18.62
P16:100:0.5,100,0.5,101,1,q3,15.33,14.89,25.93
P16:100:0.5,100,0.5,101,1,q4,13.98,13.98,33.7
P16:100:0.5,100,0.5,101,1,q5,13.44,13.44,40.81
P16:100:0.5,100,0.5,101,1,q6,13.42,13.42,47.97
P16:100:0.5,100,0.5,101,1,q7,13.38,13.38,55.02
P16:100:0.5,100,0.5,101,1,q8,13.87,13.38,62.2
P16:100:0.5,100,0.5,101,1,spur,12.26,12.26,62.38
P16:100:0.5,100,0.5,101,2,q0legal,12.58,12.58,2.18
P16:100:0.5,100,0.5,101,2,q1,12.58,12.58,10.0
P16:100:0.5,100,0.5,101,2,q2,12.58,12.58,17.35
P16:100:0.5,100,0.5,101,2,q3,12.58,12.58,25.78
P16:100:0.5,100,0.5,101,2,q4,12.58,12.58,33.42
P16:100:0.5,100,0.5,101,2,q5,14.26,12.58,41.4
P16:100:0.5,100,0.5,101,2,q6,14.23,12.58,49.75
P16:100:0.5,100,0.5,101,2,q7,14.22,12.58,58.03
P16:100:0.5,100,0.5,101,2,q8,14.27,12.58,65.48
P16:100:0.5,100,0.5,101,2,spur,12.26,12.26,65.55
P16:100:0.5,100,0.5,101,5,q0legal,12.49,12.49,1.55
P16:100:0.5,100,0.5,101,5,q1,15.52,12.49,9.78
P16:100:0.5,100,0.5,101,5,q2,15.49,12.49,17.08
P16:100:0.5,100,0.5,101,5,q3,14.81,12.49,24.81
P16:100:0.5,100,0.5,101,5,q4,15.09,12.49,32.11
P16:100:0.5,100,0.5,101,5,q5,15.04,12.49,39.32
P16:100:0.5,100,0.5,101,5,q6,14.68,12.49,46.38
P16:100:0.5,100,0.5,101,5,q7,14.68,12.49,53.88
P16:100:0.5,100,0.5,101,5,q8,14.66,12.49,61.57
P16:100:0.5,100,0.5,101,5,spur,12.12,12.12,61.7
P16:100:0.5,100,0.5,101,3,q0legal,22.82,22.82,3.21
P16:100:0.5,100,0.5,101,3,q1,18.16,18.16,11.17
P16:100:0.5,100,0.5,101,3,q2,19.79,18.16,18.4
P16:100:0.5,100,0.5,101,3,q3,17.9,17.9,26.27
P16:100:0.5,100,0.5,101,3,q4,15.86,15.86,34.3
P16:100:0.5,100,0.5,101,3,q5,15.96,15.86,41.77
P16:100:0.5,100,0.5,101,3,q6,16.23,15.86,49.57
P16:100:0.5,100,0.5,101,3,q7,15.03,15.03,56.82
P16:100:0.5,100,0.5,101,3,q8,14.97,14.97,64.39
P16:100:0.5,100,0.5,101,3,spur,13.17,13.17,64.69
P16:100:0.5,100,0.5,101,6,q0legal,20.03,20.03,2.86
P16:100:0.5,100,0.5,101,6,q1,19.65,19.65,10.08
P16:100:0.5,100,0.5,101,6,q2,21.44,19.65,17.67
P16:100:0.5,100,0.5,101,6,q3,17.31,17.31,25.63
P16:100:0.5,100,0.5,101,6,q4,14.77,14.77,33.45
P16:100:0.5,100,0.5,101,6,q5,14.23,14.23,40.98
P16:100:0.5,100,0.5,101,6,q6,14.97,14.23,48.06
P16:100:0.5,100,0.5,101,6,q7,14.34,14.23,55.64
P16:100:0.5,100,0.5,101,6,q8,14.31,14.23,63.37
P16:100:0.5,100,0.5,101,6,spur,12.95,12.95,63.61
P16:100:0.5,100,0.5,101,4,q0legal,12.58,12.58,2.13
P16:100:0.5,100,0.5,101,4,q1,12.66,12.58,10.71
P16:100:0.5,100,0.5,101,4,q2,12.97,12.58,18.99
P16:100:0.5,100,0.5,101,4,q3,12.97,12.58,27.13
P16:100:0.5,100,0.5,101,4,q4,12.97,12.58,34.33
P16:100:0.5,100,0.5,101,4,q5,12.97,12.58,42.91
P16:100:0.5,100,0.5,101,4,q6,12.97,12.58,50.75
P16:100:0.5,100,0.5,101,4,q7,13.25,12.58,58.52
P16:100:0.5,100,0.5,101,4,q8,13.39,12.58,66.56
P16:100:0.5,100,0.5,101,4,spur,12.19,12.19,66.7
P16:100:0.5,100,0.5,101,7,q0legal,20.35,20.35,2.46
P16:100:0.5,100,0.5,101,7,q1,22.17,20.35,10.25
P16:100:0.5,100,0.5,101,7,q2,17.66,17.66,17.99
P16:100:0.5,100,0.5,101,7,q3,17.62,17.62,25.13
P16:100:0.5,100,0.5,101,7,q4,17.62,17.62,32.35
P16:100:0.5,100,0.5,101,7,q5,15.8,15.8,40.15
P16:100:0.5,100,0.5,101,7,q6,15.72,15.72,47.19
P16:100:0.5,100,0.5,101,7,q7,15.37,15.37,55.52
P16:100:0.5,100,0.5,101,7,q8,15.32,15.32,63.08
P16:100:0.5,100,0.5,101,7,spur,13.55,13.55,63.43
P16:100:0.5,100,0.5,101,9,q0legal,17.93,17.93,3.29
P16:100:0.5,100,0.5,101,9,q1,16.4,16.4,10.91
P16:100:0.5,100,0.5,101,9,q2,16.34,16.34,18.2
P16:100:0.5,100,0.5,101,9,q3,17.54,16.34,26.18
P16:100:0.5,100,0.5,101,9,q4,16.35,16.34,33.83
P16:100:0.5,100,0.5,101,9,q5,15.54,15.54,40.85
P16:100:0.5,100,0.5,101,9,q6,15.58,15.54,48.22
P16:100:0.5,100,0.5,101,9,q7,14.28,14.28,55.59
P16:100:0.5,100,0.5,101,9,q8,14.22,14.22,63.26
P16:100:0.5,100,0.5,101,9,spur,12.85,12.85,63.5
P16:100:0.5,100,0.5,101,8,q0legal,16.9,16.9,5.37
P16:100:0.5,100,0.5,101,8,q1,17.37,16.9,13.0
P16:100:0.5,100,0.5,101,8,q2,15.76,15.76,20.39
P16:100:0.5,100,0.5,101,8,q3,15.4,15.4,28.13
P16:100:0.5,100,0.5,101,8,q4,14.37,14.37,35.39
P16:100:0.5,100,0.5,101,8,q5,13.62,13.62,42.77
P16:100:0.5,100,0.5,101,8,q6,13.46,13.46,50.47
P16:100:0.5,100,0.5,101,8,q7,13.96,13.46,57.85
P16:100:0.5,100,0.5,101,8,q8,13.08,13.08,65.5
P16:100:0.5,100,0.5,101,8,spur,11.89,11.89,65.66
P16:100:0.5,100,0.5,101,10,q0legal,24.5,24.5,3.37
P16:100:0.5,100,0.5,101,10,q1,24.64,24.5,11.03
P16:100:0.5,100,0.5,101,10,q2,22.86,22.86,18.75
P16:100:0.5,100,0.5,101,10,q3,20.22,20.22,26.43
P16:100:0.5,100,0.5,101,10,q4,19.4,19.4,34.42
P16:100:0.5,100,0.5,101,10,q5,18.19,18.19,41.54
P16:100:0.5,100,0.5,101,10,q6,17.54,17.54,49.53
P16:100:0.5,100,0.5,101,10,q7,15.94,15.94,56.74
P16:100:0.5,100,0.5,101,10,q8,16.5,15.94,64.72
P16:100:0.5,100,0.5,101,10,spur,13.87,13.87,64.94
P16:100:0.5,100,0.5,101,11,q0legal,17.55,17.55,3.64
P16:100:0.5,100,0.5,101,11,q1,16.76,16.76,11.33
P16:100:0.5,100,0.5,101,11,q2,16.79,16.76,19.27
P16:100:0.5,100,0.5,101,11,q3,17.85,16.76,26.8
P16:100:0.5,100,0.5,101,11,q4,15.71,15.71,33.98
P16:100:0.5,100,0.5,101,11,q5,14.97,14.97,41.83
P16:100:0.5,100,0.5,101,11,q6,14.96,14.96,49.69
P16:100:0.5,100,0.5,101,11,q7,15.11,14.96,57.41
P16:100:0.5,100,0.5,101,11,q8,14.82,14.82,65.12
P16:100:0.5,100,0.5,101,11,spur,13.1,13.1,65.4
P16:100:0.5,100,0.5,101,12,q0legal,16.18,16.18,3.91
P16:100:0.5,100,0.5,101,12,q1,14.9,14.9,11.68
P16:100:0.5,100,0.5,101,12,q2,14.9,14.9,18.83
P16:100:0.5,100,0.5,101,12,q3,14.89,14.89,26.44
P16:100:0.5,100,0.5,101,12,q4,14.75,14.75,34.19
P16:100:0.5,100,0.5,101,12,q5,14.74,14.74,42.37
P16:100:0.5,100,0.5,101,12,q6,15.06,14.74,50.08
P16:100:0.5,100,0.5,101,12,q7,15.01,14.74,58.14
P16:100:0.5,100,0.5,101,12,q8,14.97,14.74,65.56
P16:100:0.5,100,0.5,101,12,spur,12.96,12.96,65.87
P16:100:0.5,100,0.5,101,13,q0legal,14.69,14.69,3.22
P16:100:0.5,100,0.5,101,13,q1,14.56,14.56,11.26
P16:100:0.5,100,0.5,101,13,q2,14.54,14.54,19.15
P16:100:0.5,100,0.5,101,13,q3,14.33,14.33,26.87
P16:100:0.5,100,0.5,101,13,q4,14.26,14.26,33.93
P16:100:0.5,100,0.5,101,13,q5,14.25,14.25,41.63
P16:100:0.5,100,0.5,101,13,q6,14.21,14.21,49.06
P16:100:0.5,100,0.5,101,13,q7,14.19,14.19,56.19
P16:100:0.5,100,0.5,101,13,q8,14.19,14.19,63.82
P16:100:0.5,100,0.5,101,13,spur,12.52,12.52,64.02
P16:100:0.5,100,0.5,101,15,q0legal,18.16,18.16,3.38
P16:100:0.5,100,0.5,101,15,q1,19.76,18.16,11.1
P16:100:0.5,100,0.5,101,15,q2,16.85,16.85,18.25
P16:100:0.5,100,0.5,101,15,q3,15.75,15.75,26.14
P16:100:0.5,100,0.5,101,15,q4,15.7,15.7,34.15
P16:100:0.5,100,0.5,101,15,q5,15.37,15.37,41.17
P16:100:0.5,100,0.5,101,15,q6,15.86,15.37,48.46
P16:100:0.5,100,0.5,101,15,q7,14.41,14.41,55.69
P16:100:0.5,100,0.5,101,15,q8,14.32,14.32,63.87
P16:100:0.5,100,0.5,101,15,spur,12.83,12.83,64.1
P16:100:0.5,100,0.5,101,14,q0legal,19.57,19.57,4.15
P16:100:0.5,100,0.5,101,14,q1,18.17,18.17,11.73
P16:100:0.5,100,0.5,101,14,q2,17.26,17.26,18.95
P16:100:0.5,100,0.5,101,14,q3,15.47,15.47,27.08
P16:100:0.5,100,0.5,101,14,q4,15.17,15.17,35.01
P16:100:0.5,100,0.5,101,14,q5,15.16,15.16,42.29
P16:100:0.5,100,0.5,101,14,q6,15.15,15.15,50.34
P16:100:0.5,100,0.5,101,14,q7,15.13,15.13,57.83
P16:100:0.5,100,0.5,101,14,q8,14.23,14.23,66.05
P16:100:0.5,100,0.5,101,14,spur,12.66,12.66,66.41
P16:100:0.5,100,0.5,102,1,q0legal,17.62,17.62,2.79
P16:100:0.5,100,0.5,102,1,q1,16.13,16.13,10.18
P16:100:0.5,100,0.5,102,1,q2,15.3,15.3,18.05
P16:100:0.5,100,0.5,102,1,q3,14.85,14.85,25.79
P16:100:0.5,100,0.5,102,1,q4,14.83,14.83,33.35
P16:100:0.5,100,0.5,102,1,q5,15.63,14.83,40.9
P16:100:0.5,100,0.5,102,1,q6,15.6,14.83,48.56
P16:100:0.5,100,0.5,102,1,q7,14.84,14.83,56.56
P16:100:0.5,100,0.5,102,1,q8,15.12,14.83,64.42
P16:100:0.5,100,0.5,102,1,spur,13.34,13.34,64.77
P16:100:0.5,100,0.5,102,0,q0legal,22.51,22.51,2.36
P16:100:0.5,100,0.5,102,0,q1,16.68,16.68,10.54
P16:100:0.5,100,0.5,102,0,q2,16.52,16.52,18.18
P16:100:0.5,100,0.5,102,0,q3,15.77,15.77,25.9
P16:100:0.5,100,0.5,102,0,q4,15.59,15.59,33.77
P16:100:0.5,100,0.5,102,0,q5,15.82,15.59,41.94
P16:100:0.5,100,0.5,102,0,q6,15.82,15.59,49.2
P16:100:0.5,100,0.5,102,0,q7,16.55,15.59,57.33
P16:100:0.5,100,0.5,102,0,q8,16.48,15.59,65.32
P16:100:0.5,100,0.5,102,0,spur,13.62,13.62,65.72
P16:100:0.5,100,0.5,102,4,q0legal,13.35,13.35,2.59
P16:100:0.5,100,0.5,102,4,q1,14.77,13.35,10.0
P16:100:0.5,100,0.5,102,4,q2,15.38,13.35,17.37
P16:100:0.5,100,0.5,102,4,q3,15.37,13.35,24.95
P16:100:0.5,100,0.5,102,4,q4,15.34,13.35,32.23
P16:100:0.5,100,0.5,102,4,q5,14.51,13.35,39.34
P16:100:0.5,100,0.5,102,4,q6,15.21,13.35,46.67
P16:100:0.5,100,0.5,102,4,q7,15.2,13.35,54.15
P16:100:0.5,100,0.5,102,4,q8,15.33,13.35,61.28
P16:100:0.5,100,0.5,102,4,spur,12.76,12.76,61.4
P16:100:0.5,100,0.5,102,3,q0legal,12.54,12.54,1.56
P16:100:0.5,100,0.5,102,3,q1,12.52,12.52,9.29
P16:100:0.5,100,0.5,102,3,q2,12.52,12.52,16.79
P16:100:0.5,100,0.5,102,3,q3,13.03,12.52,24.6
P16:100:0.5,100,0.5,102,3,q4,14.49,12.52,32.91
P16:100:0.5,100,0.5,102,3,q5,15.0,12.52,40.28
P16:100:0.5,100,0.5,102,3,q6,14.23,12.52,48.61
P16:100:0.5,100,0.5,102,3,q7,14.17,12.52,55.89
P16:100:0.5,100,0.5,102,3,q8,14.16,12.52,63.6
P16:100:0.5,100,0.5,102,3,spur,12.15,12.15,63.86
P16:100:0.5,100,0.5,102,2,q0legal,19.26,19.26,2.74
P16:100:0.5,100,0.5,102,2,q1,16.46,16.46,10.75
P16:100:0.5,100,0.5,102,2,q2,17.18,16.46,18.04
P16:100:0.5,100,0.5,102,2,q3,15.66,15.66,25.8
P16:100:0.5,100,0.5,102,2,q4,15.36,15.36,33.67
P16:100:0.5,100,0.5,102,2,q5,15.31,15.31,41.74
P16:100:0.5,100,0.5,102,2,q6,15.44,15.31,49.61
P16:100:0.5,100,0.5,102,2,q7,15.44,15.31,57.52
P16:100:0.5,100,0.5,102,2,q8,15.14,15.14,64.65
P16:100:0.5,100,0.5,102,2,spur,13.49,13.49,64.92
P16:100:0.5,100,0.5,102,5,q0legal,13.82,13.82,2.36
P16:100:0.5,100,0.5,102,5,q1,13.96,13.82,10.48
P16:100:0.5,100,0.5,102,5,q2,14.22,13.82,18.49
P16:100:0.5,100,0.5,102,5,q3,14.27,13.82,26.04
P16:100:0.5,100,0.5,102,5,q4,14.24,13.82,33.39
P16:100:0.5,100,0.5,102,5,q5,14.22,13.82,41.28
P16:100:0.5,100,0.5,102,5,q6,14.01,13.82,48.85
P16:100:0.5,100,0.5,102,5,q7,14.01,13.82,56.47
P16:100:0.5,100,0.5,102,5,q8,14.01,13.82,64.44
P16:100:0.5,100,0.5,102,5,spur,12.95,12.95,64.77
P16:100:0.5,100,0.5,102,7,q0legal,15.78,15.78,2.44
P16:100:0.5,100,0.5,102,7,q1,15.61,15.61,10.57
P16:100:0.5,100,0.5,102,7,q2,15.25,15.25,18.6
P16:100:0.5,100,0.5,102,7,q3,13.99,13.99,26.48
P16:100:0.5,100,0.5,102,7,q4,13.97,13.97,33.82
P16:100:0.5,100,0.5,102,7,q5,14.52,13.97,42.22
P16:100:0.5,100,0.5,102,7,q6,14.53,13.97,49.86
P16:100:0.5,100,0.5,102,7,q7,14.51,13.97,57.4
P16:100:0.5,100,0.5,102,7,q8,14.68,13.97,65.55
P16:100:0.5,100,0.5,102,7,spur,12.55,12.55,65.9
P16:100:0.5,100,0.5,102,6,q0legal,16.09,16.09,2.9
P16:100:0.5,100,0.5,102,6,q1,17.29,16.09,10.73
P16:100:0.5,100,0.5,102,6,q2,17.2,16.09,21.52
P16:100:0.5,100,0.5,102,6,q3,17.3,16.09,31.52
P16:100:0.5,100,0.5,102,6,q4,17.26,16.09,38.69
