topo,n,p,inst_seed,arm,family,algo_seed,switch_val,status,success,acl,acl_spur,max_chain,qubits,wall,n_edges,err
P16,180,0.055865921787709494,101,tree-union,tree,0,1,SUCCESS,1,11.0556,10.2167,22,1990,7.6922,911,
P16,180,0.055865921787709494,101,boltz-2.0,root,0,2.0,SUCCESS,1,9.6833,9.3833,20,1743,8.285,911,
P16,140,0.07194244604316546,102,beta-2.0,beta,2,2.0,TIMEOUT,0,,,,,60.7691,693,
P16,140,0.07194244604316546,105,beta-16.0,beta,3,16.0,SUCCESS,1,7.8571,7.5714,14,1100,15.2273,730,
P16,180,0.055865921787709494,101,boltz-0.5,root,0,0.5,SUCCESS,1,10.6111,10.1611,24,1910,8.849,911,
P16,140,0.07194244604316546,105,beta-16.0,beta,4,16.0,SUCCESS,1,7.6786,7.3071,16,1075,12.2513,730,
P16,140,0.07194244604316546,102,beta-2.0,beta,3,2.0,TIMEOUT,0,,,,,60.8899,693,
P16,180,0.055865921787709494,101,tree-union,tree,1,1,SUCCESS,1,10.1278,9.5889,21,1823,11.1904,911,
P16,140,0.07194244604316546,105,boltz-8.0,root,3,8.0,SUCCESS,1,7.2643,7.0571,14,1017,20.3263,730,
P16,180,0.055865921787709494,101,boltz-0.5,root,1,0.5,SUCCESS,1,9.6167,9.2,21,1731,11.482,911,
P16,140,0.07194244604316546,105,boltz-2.0,root,4,2.0,SUCCESS,1,7.6286,7.4214,15,1068,19.7537,730,
P16,180,0.055865921787709494,101,boltz-8.0,root,1,8.0,SUCCESS,1,9.7556,9.3833,21,1756,10.8687,911,
P16,140,0.07194244604316546,102,beta-2.0,beta,4,2.0,TIMEOUT,0,,,,,60.541,693,
P16,180,0.055865921787709494,101,beta-16.0,beta,2,16.0,SUCCESS,1,10.3278,9.9056,23,1859,8.3856,911,
P16,180,0.055865921787709494,101,tree-sph,tree,1,2,SUCCESS,1,9.3611,9.1222,19,1685,12.8173,911,
P16,180,0.055865921787709494,101,boltz-0.5,root,2,0.5,SUCCESS,1,9.7833,9.3889,21,1761,9.8399,911,
P16,140,0.07194244604316546,103,beta-2.0,beta,0,2.0,TIMEOUT,0,,,,,60.6579,689,
P16,180,0.055865921787709494,101,boltz-8.0,root,0,8.0,SUCCESS,1,9.3722,8.9889,20,1687,16.9508,911,
P16,180,0.055865921787709494,101,tree-union,tree,2,1,SUCCESS,1,9.5833,9.1611,19,1725,12.3443,911,
P16,180,0.055865921787709494,101,stock,stock,1,,SUCCESS,1,8.9667,8.6556,20,1614,15.7795,911,
P16,180,0.055865921787709494,101,beta-16.0,beta,1,16.0,SUCCESS,1,9.3667,9.0222,19,1686,13.9164,911,
P16,140,0.07194244604316546,105,beta-dhat,beta,0,4.0,SUCCESS,1,7.9786,7.5929,17,1117,33.0424,730,
P16,180,0.055865921787709494,101,tree-sph,tree,2,2,SUCCESS,1,8.9611,8.7556,19,1613,12.9224,911,
P16,180,0.055865921787709494,101,tree-sph,tree,3,2,SUCCESS,1,9.9333,9.7444,22,1788,10.1245,911,
P16,180,0.055865921787709494,101,boltz-2.0,root,1,2.0,SUCCESS,1,9.1278,8.8,18,1643,16.4184,911,
P16,140,0.07194244604316546,103,beta-2.0,beta,1,2.0,TIMEOUT,0,,,,,60.4074,689,
P16,180,0.055865921787709494,101,stock,stock,2,,SUCCESS,1,8.8,8.4944,18,1584,16.1694,911,
P16,180,0.055865921787709494,101,tree-sph,tree,4,2,SUCCESS,1,10.0833,9.8167,22,1815,6.5379,911,
P16,180,0.055865921787709494,101,stock,stock,4,,SUCCESS,1,11.5778,10.9889,25,2084,6.9107,911,
P16,180,0.055865921787709494,101,boltz-8.0,root,2,8.0,SUCCESS,1,9.2611,8.9667,20,1667,15.7281,911,
P16,140,0.07194244604316546,103,beta-2.0,beta,2,2.0,TIMEOUT,0,,,,,60.4014,689,
P16,180,0.055865921787709494,101,beta-16.0,beta,0,16.0,SUCCESS,1,9.0278,8.7222,19,1625,22.508,911,
P16,180,0.055865921787709494,101,boltz-8.0,root,3,8.0,SUCCESS,1,9.4833,9.1278,19,1707,11.7843,911,
P16,180,0.055865921787709494,102,tree-sph,tree,0,2,SUCCESS,1,9.9444,9.7389,23,1790,6.5285,877,
P16,180,0.055865921787709494,101,boltz-0.5,root,4,0.5,SUCCESS,1,10.5611,10.1389,24,1901,9.4451,911,
P16,140,0.07194244604316546,103,beta-2.0,beta,3,2.0,TIMEOUT,0,,,,,60.5129,689,
P16,180,0.055865921787709494,101,boltz-2.0,root,3,2.0,SUCCESS,1,9.3833,9.0389,19,1689,16.5806,911,
P16,180,0.055865921787709494,101,boltz-0.5,root,3,0.5,SUCCESS,1,9.1389,8.7667,19,1645,17.2917,911,
P16,180,0.055865921787709494,101,boltz-2.0,root,2,2.0,SUCCESS,1,9.2389,8.8778,19,1663,20.5061,911,
P16,180,0.055865921787709494,101,beta-16.0,beta,3,16.0,SUCCESS,1,9.8722,9.4611,22,1777,13.4547,911,
P16,180,0.055865921787709494,101,beta-16.0,beta,4,16.0,SUCCESS,1,9.95,9.55,21,1791,10.2556,911,
P16,140,0.07194244604316546,103,beta-2.0,beta,4,2.0,TIMEOUT,0,,,,,60.5105,689,
P16,180,0.055865921787709494,101,boltz-8.0,root,4,8.0,SUCCESS,1,9.3778,9.0056,20,1688,13.2018,911,
