graph_id,graph_name,family,n,density,score,mm_acl,ate_acl,clmm_acl,d_ate,d_clmm,label
2805,turan_n24_r2,turan,24,0.521739,1.8333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,0
2806,turan_n24_r4,turan,24,0.782609,2.6667,2.25,2.25,2.25,0.0,0.0,0
2807,turan_n24_r4,turan,24,0.782609,2.6667,2.2916666666666665,2.2916666666666665,2.2916666666666665,0.0,0.0,0
2808,turan_n56_r5,turan,56,0.814286,4.5,5.678571428571429,4.357142857142857,4.964285714285714,-1.321429,-0.714286,0
2809,turan_n24_r6,turan,24,0.869565,2.6667,2.4583333333333335,2.4166666666666665,2.4583333333333335,-0.041667,0.0,0
2810,turan_n64_r5,turan,64,0.8125,5.0938,6.5,4.921875,5.921875,-1.578125,-0.578125,0
2811,turan_n24_r7,turan,24,0.891304,2.6667,2.4583333333333335,2.5,2.5,0.041667,0.041667,0
2812,turan_n25_r3,turan,25,0.693333,2.48,2.0,2.16,1.96,0.16,-0.04,0
2813,turan_n25_r3,turan,25,0.693333,2.48,2.0,2.0,2.0,0.0,0.0,0
2814,turan_n25_r4,turan,25,0.78,3.0,2.4,2.32,2.24,-0.08,-0.16,0
2815,turan_n25_r4,turan,25,0.78,3.0,2.28,2.32,2.56,0.04,0.28,0
2816,turan_n96_r5,turan,96,0.808333,6.7917,9.822916666666666,6.6875,7.84375,-3.135417,-1.979167,0
2817,turan_n25_r5,turan,25,0.833333,3.12,2.88,2.44,2.6,-0.44,-0.28,0
2818,turan_n110_r5,turan,110,0.807339,7.6364,12.909090909090908,7.581818181818182,8.881818181818181,-5.327273,-4.027273,0
2819,turan_n25_r6,turan,25,0.866667,3.04,2.6,2.56,2.44,-0.04,-0.16,0
2820,turan_n126_r5,turan,126,0.806349,8.5635,13.484126984126984,8.476190476190476,9.896825396825397,-5.007937,-3.587302,0
2821,turan_n25_r7,turan,25,0.89,3.12,2.56,2.56,2.56,0.0,0.0,0
2822,turan_n25_r8,turan,25,0.91,3.2,2.64,2.6,2.88,-0.04,0.24,1
2823,turan_n25_r8,turan,25,0.91,3.2,2.64,2.64,2.48,0.0,-0.16,0
2824,turan_n26_r2,turan,26,0.52,2.0769,1.3846153846153846,1.5384615384615385,1.5384615384615385,0.153846,0.153846,0
